word,wf_rank,wf_pct,wf_zipf,sub_rank,sub_pct,sub_zipf,ox_cefr,ox_pos
berlin,3741,0.04,4.38,3255,0.04,4.26,,
bishop,3742,0.04,4.38,3272,0.04,4.26,B1,noun
channels,3743,0.04,4.38,7409,0.01,3.77,,
clark,3744,0.04,4.38,2318,0.06,4.46,,
commonly,3745,0.04,4.38,,,,B1,adverb
connect,3746,0.04,4.38,3786,0.03,4.18,B1,verb
defensive,3747,0.04,4.38,7221,0.01,3.79,,
designs,3748,0.04,4.38,7462,0.01,3.77,,
efficiency,3749,0.04,4.38,,,,B1,noun
enterprise,3750,0.04,4.38,5271,0.02,3.99,B2,noun
experiment,3751,0.04,4.38,2992,0.05,4.31,B2,"noun, verb"
feb,3752,0.04,4.38,,,,,
females,3753,0.04,4.38,7306,0.01,3.78,,
findings,3754,0.04,4.38,9764,0.01,3.59,,
firms,3755,0.04,4.38,,,,,
forum,3756,0.04,4.38,,,,,
gifts,3757,0.04,4.38,3376,0.04,4.24,,
grass,3758,0.04,4.38,2996,0.05,4.31,A1,noun
hence,3759,0.04,4.38,6394,0.02,3.87,,
increasingly,3760,0.04,4.38,9341,0.01,3.62,B1,adverb
incredibly,3761,0.04,4.38,3151,0.04,4.28,B1,adverb
iv,3762,0.04,4.38,7416,0.01,3.77,,
jay,3763,0.04,4.38,2885,0.05,4.33,,
journalist,3764,0.04,4.38,4598,0.03,4.07,B1,noun
kicked,3765,0.04,4.38,2122,0.07,4.51,,
lessons,3766,0.04,4.38,3416,0.04,4.24,,
lists,3767,0.04,4.38,8729,0.01,3.66,,
maintained,3768,0.04,4.38,,,,,
mill,3769,0.04,4.38,5253,0.02,3.99,B2,noun
mo,3770,0.04,4.38,4117,0.03,4.13,,
occasion,3771,0.04,4.38,3417,0.04,4.24,B1,"noun, verb"
oxford,3772,0.04,4.38,6907,0.01,3.82,,
pace,3773,0.04,4.38,5078,0.02,4.01,B1,noun
passenger,3774,0.04,4.38,5396,0.02,3.97,A2,noun
pen,3775,0.04,4.38,2535,0.06,4.41,A1,noun
pope,3776,0.04,4.38,3397,0.04,4.24,,
possession,3777,0.04,4.38,3800,0.03,4.17,B1,noun
pp,3778,0.04,4.38,,,,,
races,3779,0.04,4.38,6104,0.02,3.9,,
rapid,3780,0.04,4.38,7081,0.01,3.8,B1,adjective
regulation,3781,0.04,4.38,,,,B1,noun
resident,3782,0.04,4.38,6430,0.02,3.87,B2,"adjective, noun"
rocks,3783,0.04,4.38,2444,0.06,4.43,,
shaped,3784,0.04,4.38,8002,0.01,3.72,,
sixth,3785,0.04,4.38,4623,0.03,4.07,,
spin,3786,0.04,4.38,3462,0.04,4.23,B2,verb
styles,3787,0.04,4.38,,,,,
subjects,3788,0.04,4.38,5453,0.02,3.97,,
sucks,3789,0.04,4.38,2494,0.06,4.42,,
suitable,3790,0.04,4.38,5934,0.02,3.92,A2,adjective
thirty,3791,0.04,4.38,3530,0.04,4.22,A1,number
valid,3792,0.04,4.38,8367,0.01,3.69,B2,adjective
vital,3793,0.04,4.38,4426,0.03,4.09,B2,adjective
whilst,3794,0.04,4.38,7826,0.01,3.74,,
year's,3795,0.04,4.38,,,,,
agriculture,3796,0.04,4.37,,,,B1,noun
alleged,3797,0.04,4.37,8920,0.01,3.65,,
anna,3798,0.04,4.37,1662,0.1,4.64,,
atlanta,3799,0.04,4.37,7576,0.01,3.76,,
bands,3800,0.04,4.37,6241,0.02,3.89,,
christians,3801,0.04,4.37,7035,0.01,3.81,,
collect,3802,0.04,4.37,2508,0.06,4.42,A1,verb
commerce,3803,0.04,4.37,,,,B2,noun
cop,3804,0.04,4.37,1009,0.18,4.9,A1,noun
creek,3805,0.04,4.37,5662,0.02,3.94,B2,noun
currency,3806,0.04,4.37,8184,0.01,3.71,B1,noun
emotions,3807,0.04,4.37,3630,0.04,4.2,,
exhibition,3808,0.04,4.37,7018,0.01,3.81,A2,noun
fraud,3809,0.04,4.37,3844,0.03,4.17,B2,noun
funeral,3810,0.04,4.37,1810,0.09,4.59,B1,noun
genuine,3811,0.04,4.37,4934,0.02,4.03,B2,adjective
god's,3812,0.04,4.37,,,,,
gordon,3813,0.04,4.37,2423,0.06,4.43,,
honey,3814,0.04,4.37,502,0.47,5.32,A2,noun
honour,3815,0.04,4.37,2164,0.07,4.5,,
hook,3816,0.04,4.37,2196,0.07,4.49,B2,"noun, verb"
hunter,3817,0.04,4.37,2711,0.05,4.37,A2,noun
immigrants,3818,0.04,4.37,,,,,
improving,3819,0.04,4.37,,,,,
instructions,3820,0.04,4.37,3398,0.04,4.24,,
introduce,3821,0.04,4.37,1712,0.09,4.62,A1,verb
kansas,3822,0.04,4.37,6787,0.02,3.83,,
km,3823,0.04,4.37,8144,0.01,3.71,,
lands,3824,0.04,4.37,4326,0.03,4.1,,
legacy,3825,0.04,4.37,5831,0.02,3.92,,
log,3826,0.04,4.37,4010,0.03,4.15,B1,noun
matthew,3827,0.04,4.37,3423,0.04,4.23,,
merely,3828,0.04,4.37,3382,0.04,4.24,B1,adverb
monitor,3829,0.04,4.37,3433,0.04,4.23,B1,"noun, verb"
mother's,3830,0.04,4.37,,,,,
nov,3831,0.04,4.37,,,,,
patrick,3832,0.04,4.37,2622,0.06,4.39,,
phil,3833,0.04,4.37,2081,0.07,4.52,,
prisoners,3834,0.04,4.37,2798,0.05,4.35,,
programming,3835,0.04,4.37,,,,B2,noun
publishing,3836,0.04,4.37,8970,0.01,3.64,,
ratio,3837,0.04,4.37,,,,,
regret,3838,0.04,4.37,1847,0.09,4.58,A2,"noun, verb"
rejected,3839,0.04,4.37,5097,0.02,4.01,,
remind,3840,0.04,4.37,1769,0.09,4.61,A2,verb
resort,3841,0.04,4.37,5519,0.02,3.96,B1,noun
resulted,3842,0.04,4.37,,,,,
reverse,3843,0.04,4.37,4300,0.03,4.11,B2,verb
routine,3844,0.04,4.37,3134,0.04,4.28,B1,noun
scary,3845,0.04,4.37,2035,0.08,4.53,B1,adjective
seed,3846,0.04,4.37,5234,0.02,3.99,A2,noun
settle,3847,0.04,4.37,1688,0.1,4.63,B1,verb
sin,3848,0.04,4.37,2422,0.06,4.43,,
spell,3849,0.04,4.37,2141,0.07,4.5,A2,"noun, verb"
summary,3850,0.04,4.37,,,,A2,noun
survival,3851,0.04,4.37,3780,0.03,4.18,B1,noun
sword,3852,0.04,4.37,1676,0.1,4.63,B1,noun
tongue,3853,0.04,4.37,1904,0.08,4.57,B1,noun
ward,3854,0.04,4.37,3358,0.04,4.25,B1,noun
waves,3855,0.04,4.37,3140,0.04,4.28,,
wayne,3856,0.04,4.37,3183,0.04,4.28,,
achievement,3857,0.04,4.36,8219,0.01,3.71,B1,noun
anderson,3858,0.04,4.36,4612,0.03,4.07,,
argued,3859,0.04,4.36,8572,0.01,3.68,,
asleep,3860,0.04,4.36,1329,0.13,4.76,A2,adjective
austin,3861,0.04,4.36,5387,0.02,3.97,,
automatic,3862,0.04,4.36,6304,0.02,3.88,A2,adjective
begun,3863,0.04,4.36,3631,0.04,4.2,,
behaviour,3864,0.04,4.36,5077,0.02,4.01,,
cd,3865,0.04,4.36,6120,0.02,3.9,A1,noun
cents,3866,0.04,4.36,4062,0.03,4.14,,
coat,3867,0.04,4.36,1823,0.09,4.59,A1,noun
comprehensive,3868,0.04,4.36,,,,B2,adjective
consent,3869,0.04,4.36,5135,0.02,4.0,B2,noun
daddy,3870,0.04,4.36,606,0.35,5.19,A1,noun
destruction,3871,0.04,4.36,3594,0.04,4.21,B1,noun
diego,3872,0.04,4.36,4270,0.03,4.11,,
diseases,3873,0.04,4.36,7336,0.01,3.78,,
divorce,3874,0.04,4.36,1809,0.09,4.59,B2,"noun, verb"
doc,3875,0.04,4.36,1512,0.11,4.69,B1,noun
drove,3876,0.04,4.36,2085,0.07,4.52,,
ears,3877,0.04,4.36,1829,0.09,4.59,,
engage,3878,0.04,4.36,5680,0.02,3.94,B1,verb
extraordinary,3879,0.04,4.36,2624,0.06,4.39,B1,adjective
fate,3880,0.04,4.36,1713,0.09,4.62,B2,noun
frequency,3881,0.04,4.36,6442,0.02,3.87,B1,noun
gaming,3882,0.04,4.36,,,,,
gene,3883,0.04,4.36,3507,0.04,4.22,B1,noun
glory,3884,0.04,4.36,2585,0.06,4.4,B1,noun
headquarters,3885,0.04,4.36,3145,0.04,4.28,B2,noun
heritage,3886,0.04,4.36,8343,0.01,3.7,B2,noun
initiative,3887,0.04,4.36,7521,0.01,3.76,B2,noun
interviews,3888,0.04,4.36,6356,0.02,3.88,,
jean,3889,0.04,4.36,2763,0.05,4.35,,
juice,3890,0.04,4.36,2391,0.06,4.44,A1,noun
landscape,3891,0.04,4.36,6065,0.02,3.9,A2,noun
logic,3892,0.04,4.36,5491,0.02,3.96,B1,noun
meets,3893,0.04,4.36,4982,0.02,4.02,,
melbourne,3894,0.04,4.36,,,,,
microsoft,3895,0.04,4.36,,,,,
objective,3896,0.04,4.36,6144,0.02,3.89,B1,"adjective, noun"
organisation,3897,0.04,4.36,9945,0.01,3.58,,
privacy,3898,0.04,4.36,4024,0.03,4.15,B1,noun
procedures,3899,0.04,4.36,8547,0.01,3.68,,
profits,3900,0.04,4.36,6413,0.02,3.87,,
reducing,3901,0.04,4.36,,,,,
regard,3902,0.04,4.36,5926,0.02,3.92,B1,"noun, verb"
representing,3903,0.04,4.36,7308,0.01,3.78,,
residence,3904,0.04,4.36,4963,0.02,4.02,B2,noun
roughly,3905,0.04,4.36,7893,0.01,3.73,A2,adverb
salary,3906,0.04,4.36,3792,0.03,4.18,B2,noun
scoring,3907,0.04,4.36,,,,,
script,3908,0.04,4.36,3022,0.05,4.31,A2,noun
searching,3909,0.04,4.36,2447,0.06,4.43,,
sections,3910,0.04,4.36,,,,,
strip,3911,0.04,4.36,3340,0.04,4.25,B2,"noun, verb"
surrounded,3912,0.04,4.36,3077,0.04,4.29,,
threatened,3913,0.04,4.36,2725,0.05,4.36,,
transferred,3914,0.04,4.36,3874,0.03,4.17,,
tube,3915,0.04,4.36,3897,0.03,4.16,A1,noun
universities,3916,0.04,4.36,,,,,
walter,3917,0.04,4.36,1964,0.08,4.55,,
wisconsin,3918,0.04,4.36,,,,,
would've,3919,0.04,4.36,,,,,
writes,3920,0.04,4.36,5251,0.02,3.99,,
a.m,3921,0.04,4.35,,,,,
ambassador,3922,0.04,4.35,3881,0.03,4.16,B2,noun
ann,3923,0.04,4.35,3278,0.04,4.26,,
apps,3924,0.04,4.35,,,,,
awarded,3925,0.04,4.35,,,,,
banking,3926,0.04,4.35,9660,0.01,3.6,A2,noun
breast,3927,0.04,4.35,4622,0.03,4.07,B1,noun
cant,3928,0.04,4.35,7320,0.01,3.78,,
carter,3929,0.04,4.35,2201,0.07,4.49,,
chelsea,3930,0.04,4.35,6129,0.02,3.9,,
chemistry,3931,0.04,4.35,5449,0.02,3.97,B1,noun
concluded,3932,0.04,4.35,,,,,
consumption,3933,0.04,4.35,,,,B1,noun
corruption,3934,0.04,4.35,6374,0.02,3.88,B2,noun
cotton,3935,0.04,4.35,4555,0.03,4.08,B1,noun
crossed,3936,0.04,4.35,2823,0.05,4.34,,
detroit,3937,0.04,4.35,7040,0.01,3.81,,
discount,3938,0.04,4.35,6334,0.02,3.88,B1,noun
dozen,3939,0.04,4.35,2705,0.05,4.37,B1,"determiner, noun"
engines,3940,0.04,4.35,4166,0.03,4.13,,
epic,3941,0.04,4.35,6735,0.02,3.84,,
exception,3942,0.04,4.35,5494,0.02,3.96,B2,noun
exit,3943,0.04,4.35,3098,0.04,4.29,B1,"noun, verb"
expand,3944,0.04,4.35,7147,0.01,3.8,B1,verb
fancy,3945,0.04,4.35,1794,0.09,4.6,B1,"adjective, noun, verb"
gorgeous,3946,0.04,4.35,2509,0.06,4.42,B1,adjective
grateful,3947,0.04,4.35,2204,0.07,4.49,A2,adjective
heroes,3948,0.04,4.35,3311,0.04,4.25,,
holes,3949,0.04,4.35,3332,0.04,4.25,,
impression,3950,0.04,4.35,2883,0.05,4.33,B1,noun
inches,3951,0.04,4.35,4636,0.03,4.06,,
indicate,3952,0.04,4.35,5784,0.02,3.93,A2,verb
input,3953,0.04,4.35,,,,B2,noun
johnny,3954,0.04,4.35,1386,0.12,4.74,,
josh,3955,0.04,4.35,2232,0.07,4.48,,
knock,3956,0.04,4.35,1097,0.16,4.85,B1,"noun, verb"
leather,3957,0.04,4.35,4329,0.03,4.1,A2,noun
lips,3958,0.04,4.35,2130,0.07,4.5,,
luxury,3959,0.04,4.35,5055,0.02,4.01,B1,"adjective, noun"
lyrics,3960,0.04,4.35,6812,0.02,3.83,B2,noun
manufacturers,3961,0.04,4.35,,,,,
masters,3962,0.04,4.35,4454,0.03,4.09,,
movements,3963,0.04,4.35,5938,0.02,3.91,,
oct,3964,0.04,4.35,,,,,
operated,3965,0.04,4.35,9276,0.01,3.62,,
ought,3966,0.04,4.35,1434,0.12,4.72,,
outcome,3967,0.04,4.35,6837,0.02,3.83,B2,noun
painted,3968,0.04,4.35,3722,0.03,4.19,,
poll,3969,0.04,4.35,,,,,
preferred,3970,0.04,4.35,7463,0.01,3.77,,
pulling,3971,0.04,4.35,2230,0.07,4.48,,
ranked,3972,0.04,4.35,,,,,
referring,3973,0.04,4.35,6031,0.02,3.91,,
removal,3974,0.04,4.35,,,,,
rep,3975,0.04,4.35,9472,0.01,3.61,,
reporter,3976,0.04,4.35,2430,0.06,4.43,A1,noun
rio,3977,0.04,4.35,6293,0.02,3.88,,
risks,3978,0.04,4.35,4807,0.02,4.04,,
rob,3979,0.04,4.35,2181,0.07,4.49,A2,verb
screaming,3980,0.04,4.35,911,0.21,4.96,,
sept,3981,0.04,4.35,,,,,
sequence,3982,0.04,4.35,5850,0.02,3.92,B1,noun
singapore,3983,0.04,4.35,9078,0.01,3.64,,
stretch,3984,0.04,4.35,3541,0.04,4.22,B1,verb
tear,3985,0.04,4.35,2310,0.07,4.46,B1,"noun, verb"
tennis,3986,0.04,4.35,4207,0.03,4.12,A1,noun
terrorist,3987,0.04,4.35,3524,0.04,4.22,B1,"adjective, noun"
theater,3988,0.04,4.35,2619,0.06,4.39,,
ties,3989,0.04,4.35,4812,0.02,4.04,,
twelve,3990,0.04,4.35,3490,0.04,4.22,A1,number
versions,3991,0.04,4.35,,,,,
virgin,3992,0.04,4.35,2699,0.05,4.37,,
voices,3993,0.04,4.35,2809,0.05,4.34,,
wishes,3994,0.04,4.35,2558,0.06,4.4,,
wolf,3995,0.04,4.35,2325,0.06,4.46,B2,noun
absence,3996,0.04,4.34,5114,0.02,4.0,B1,noun
agricultural,3997,0.04,4.34,,,,B1,adjective
asshole,3998,0.04,4.34,1352,0.13,4.75,,
ate,3999,0.04,4.34,1889,0.08,4.57,,
athletes,4000,0.04,4.34,9913,0.01,3.58,,
bears,4001,0.04,4.34,3887,0.03,4.16,,
blues,4002,0.04,4.34,5193,0.02,4.0,,
boxes,4003,0.04,4.34,3292,0.04,4.26,,
bruce,4004,0.04,4.34,2796,0.05,4.35,,
bull,4005,0.04,4.34,2504,0.06,4.42,B1,noun
cameras,4006,0.04,4.34,2499,0.06,4.42,,
commonwealth,4007,0.04,4.34,,,,B2,noun
contribute,4008,0.04,4.34,9046,0.01,3.64,B1,verb
contribution,4009,0.04,4.34,8307,0.01,3.7,B1,noun
contributions,4010,0.04,4.34,,,,,
couples,4011,0.04,4.34,4953,0.02,4.03,,
delicious,4012,0.04,4.34,1985,0.08,4.55,A1,adjective
deny,4013,0.04,4.34,2723,0.05,4.36,B1,verb
deserves,4014,0.04,4.34,2934,0.05,4.32,,
ease,4015,0.04,4.34,3216,0.04,4.27,B2,"noun, verb"
extend,4016,0.04,4.34,6677,0.02,3.85,B1,verb
fame,4017,0.04,4.34,4710,0.03,4.06,B2,noun
flood,4018,0.04,4.34,5279,0.02,3.98,B1,"noun, verb"
generated,4019,0.04,4.34,,,,,
genetic,4020,0.04,4.34,5089,0.02,4.01,B1,adjective
glasses,4021,0.04,4.34,2005,0.08,4.54,A1,noun
impressed,4022,0.04,4.34,2795,0.05,4.35,B2,adjective
indicated,4023,0.04,4.34,,,,,
instant,4024,0.04,4.34,4495,0.03,4.08,A2,adjective
investors,4025,0.04,4.34,8656,0.01,3.67,,
involves,4026,0.04,4.34,7594,0.01,3.76,,
kate,4027,0.04,4.34,1786,0.09,4.6,,
kills,4028,0.04,4.34,2822,0.05,4.34,,
liberty,4029,0.04,4.34,3684,0.04,4.19,A2,noun
man's,4030,0.04,4.34,,,,,
maria,4031,0.04,4.34,1811,0.09,4.59,,
ministers,4032,0.04,4.34,9082,0.01,3.64,,
monitoring,4033,0.04,4.34,8024,0.01,3.72,,
occurs,4034,0.04,4.34,9794,0.01,3.59,,
passengers,4035,0.04,4.34,4240,0.03,4.12,,
photographs,4036,0.04,4.34,4463,0.03,4.09,,
principle,4037,0.04,4.34,4957,0.02,4.02,B1,noun
producers,4038,0.04,4.34,7600,0.01,3.76,,
progressive,4039,0.04,4.34,,,,A2,adjective
punishment,4040,0.04,4.34,2788,0.05,4.35,B1,noun
rally,4041,0.04,4.34,6010,0.02,3.91,B2,noun
rapidly,4042,0.04,4.34,6645,0.02,3.85,B1,adverb
reader,4043,0.04,4.34,8755,0.01,3.66,A1,noun
representation,4044,0.04,4.34,,,,,
restaurants,4045,0.04,4.34,6523,0.02,3.86,,
reveals,4046,0.04,4.34,9527,0.01,3.61,,
roots,4047,0.04,4.34,5187,0.02,4.0,,
samples,4048,0.04,4.34,4588,0.03,4.07,,
shops,4049,0.04,4.34,5834,0.02,3.92,,
sum,4050,0.04,4.34,4759,0.03,4.05,A1,noun
swing,4051,0.04,4.34,2714,0.05,4.37,B2,"noun, verb"
tail,4052,0.04,4.34,2569,0.06,4.4,B2,noun
texts,4053,0.04,4.34,6870,0.02,3.82,,
twin,4054,0.04,4.34,4717,0.03,4.05,B1,noun
upcoming,4055,0.04,4.34,,,,,
veterans,4056,0.04,4.34,,,,,
alert,4057,0.04,4.33,2639,0.05,4.39,B2,verb
arena,4058,0.04,4.33,7512,0.01,3.76,B2,noun
arguments,4059,0.04,4.33,7312,0.01,3.78,,
aug,4060,0.04,4.33,,,,,
billy,4061,0.04,4.33,1316,0.13,4.77,,
boom,4062,0.04,4.33,2247,0.07,4.48,B1,noun
boots,4063,0.04,4.33,2833,0.05,4.34,,
brave,4064,0.04,4.33,1728,0.09,4.62,A2,adjective
claiming,4065,0.04,4.33,7219,0.01,3.79,,
column,4066,0.04,4.33,5400,0.02,3.97,A2,noun
commit,4067,0.04,4.33,2621,0.06,4.39,B1,verb
compensation,4068,0.04,4.33,8177,0.01,3.71,B2,noun
composition,4069,0.04,4.33,,,,B1,noun
computers,4070,0.04,4.33,4206,0.03,4.12,,
conservation,4071,0.04,4.33,,,,B1,noun
constitutional,4072,0.04,4.33,,,,,
crossing,4073,0.04,4.33,4194,0.03,4.12,B1,noun
d.c,4074,0.04,4.33,,,,,
defending,4075,0.04,4.33,5169,0.02,4.0,,
density,4076,0.04,4.33,,,,,
di,4077,0.04,4.33,4404,0.03,4.09,,
difficulty,4078,0.04,4.33,6240,0.02,3.89,A2,noun
dropping,4079,0.04,4.33,3306,0.04,4.25,,
drops,4080,0.04,4.33,4066,0.03,4.14,,
elementary,4081,0.04,4.33,7697,0.01,3.75,A1,adjective
ethnic,4082,0.04,4.33,,,,B2,adjective
expenses,4083,0.04,4.33,5238,0.02,3.99,,
fleet,4084,0.04,4.33,4154,0.03,4.13,B2,noun
foster,4085,0.04,4.33,3355,0.04,4.25,,
fuckin,4086,0.04,4.33,1356,0.13,4.75,,
fundamental,4087,0.04,4.33,7728,0.01,3.75,B2,adjective
gen,4088,0.04,4.33,,,,,
genius,4089,0.04,4.33,1900,0.08,4.57,B2,noun
greatly,4090,0.04,4.33,7515,0.01,3.76,A2,adverb
guidance,4091,0.04,4.33,6393,0.02,3.87,B1,noun
hospitals,4092,0.04,4.33,5829,0.02,3.93,,
infection,4093,0.04,4.33,4841,0.02,4.04,B1,noun
instagram,4094,0.04,4.33,,,,,
intention,4095,0.04,4.33,3694,0.03,4.19,B1,noun
iowa,4096,0.04,4.33,,,,,
jokes,4097,0.04,4.33,2850,0.05,4.34,,
knee,4098,0.04,4.33,3703,0.03,4.19,A1,noun
mechanical,4099,0.04,4.33,6671,0.02,3.85,B1,adjective
nigeria,4100,0.04,4.33,,,,,
parks,4101,0.04,4.33,7008,0.01,3.81,,
participation,4102,0.04,4.33,,,,B2,noun
periods,4103,0.04,4.33,,,,,
precious,4104,0.04,4.33,2326,0.06,4.46,B1,adjective
pregnancy,4105,0.04,4.33,5552,0.02,3.96,,
premium,4106,0.04,4.33,,,,,
preparing,4107,0.04,4.33,4145,0.03,4.13,,
pretend,4108,0.04,4.33,1578,0.1,4.67,A2,"adjective, verb"
priest,4109,0.04,4.33,1944,0.08,4.56,B1,noun
prominent,4110,0.04,4.33,,,,B1,adjective
proven,4111,0.04,4.33,5439,0.02,3.97,B2,adjective
radical,4112,0.04,4.33,6471,0.02,3.87,B2,noun
remembered,4113,0.04,4.33,2566,0.06,4.4,,
requested,4114,0.04,4.33,4778,0.03,4.05,,
residential,4115,0.04,4.33,,,,B1,adjective
reward,4116,0.04,4.33,2618,0.06,4.39,B2,"noun, verb"
rings,4117,0.04,4.33,1140,0.15,4.83,,
robin,4118,0.04,4.33,2507,0.06,4.42,A2,noun
russell,4119,0.04,4.33,3212,0.04,4.27,,
satellite,4120,0.04,4.33,4021,0.03,4.15,B1,noun
shake,4121,0.04,4.33,1759,0.09,4.61,B1,"noun, verb"
shore,4122,0.04,4.33,3814,0.03,4.17,A2,noun
spots,4123,0.04,4.33,4900,0.02,4.03,,
stats,4124,0.04,4.33,,,,,
struggling,4125,0.04,4.33,4361,0.03,4.1,,
substantial,4126,0.04,4.33,9613,0.01,3.6,B1,adjective
teen,4127,0.04,4.33,7704,0.01,3.75,B1,noun
temperatures,4128,0.04,4.33,8660,0.01,3.67,,
transmission,4129,0.04,4.33,5847,0.02,3.92,B2,noun
trap,4130,0.04,4.33,2079,0.07,4.52,A2,noun
uniform,4131,0.04,4.33,2332,0.06,4.46,A2,"adjective, noun"
wildlife,4132,0.04,4.33,9528,0.01,3.61,B1,noun
wooden,4133,0.04,4.33,5557,0.02,3.96,A2,adjective
ads,4134,0.04,4.32,8613,0.01,3.67,,
aggressive,4135,0.04,4.32,4700,0.03,4.06,B1,adjective
anne,4136,0.04,4.32,2605,0.06,4.39,,
answered,4137,0.04,4.32,3357,0.04,4.25,,
apparent,4138,0.04,4.32,8266,0.01,3.7,B1,adjective
bang,4139,0.04,4.32,2082,0.07,4.52,B1,"noun, verb"
blast,4140,0.04,4.32,2899,0.05,4.33,B2,"noun, verb"
bones,4141,0.04,4.32,1926,0.08,4.56,,
brands,4142,0.04,4.32,,,,,
centuries,4143,0.04,4.32,3913,0.03,4.16,,
communist,4144,0.04,4.32,4904,0.02,4.03,,
complaint,4145,0.04,4.32,3991,0.03,4.15,A2,noun
component,4146,0.04,4.32,,,,B2,noun
connections,4147,0.04,4.32,5123,0.02,4.0,,
courage,4148,0.04,4.32,2096,0.07,4.51,B1,noun
cure,4149,0.04,4.32,2385,0.06,4.44,B2,"noun, verb"
del,4150,0.04,4.32,4675,0.03,4.06,,
desperate,4151,0.04,4.32,2269,0.07,4.47,B1,adjective
diversity,4152,0.04,4.32,,,,,
duties,4153,0.04,4.32,4773,0.03,4.05,,
encouraged,4154,0.04,4.32,8053,0.01,3.72,,
eve,4155,0.04,4.32,2350,0.06,4.45,,
faculty,4156,0.04,4.32,9678,0.01,3.6,B2,noun
feedback,4157,0.04,4.32,8630,0.01,3.67,B2,noun
fighter,4158,0.04,4.32,3676,0.04,4.19,A2,noun
frozen,4159,0.04,4.32,3235,0.04,4.27,B1,adjective
guards,4160,0.04,4.32,2216,0.07,4.48,,
hiding,4161,0.04,4.32,1249,0.14,4.79,,
humanity,4162,0.04,4.32,3495,0.04,4.22,B1,noun
ian,4163,0.04,4.32,3186,0.04,4.28,,
il,4164,0.04,4.32,7386,0.01,3.78,,
innovation,4165,0.04,4.32,,,,B2,noun
instruments,4166,0.04,4.32,6439,0.02,3.87,,
invest,4167,0.04,4.32,6469,0.02,3.87,B1,verb
jacket,4168,0.04,4.32,2041,0.08,4.53,A1,noun
justin,4169,0.04,4.32,2930,0.05,4.32,,
legislative,4170,0.04,4.32,,,,B2,adjective
listing,4171,0.04,4.32,,,,,
manual,4172,0.04,4.32,5787,0.02,3.93,B2,"adjective, noun"
mothers,4173,0.04,4.32,3882,0.03,4.16,,
murdered,4174,0.04,4.32,1425,0.12,4.73,,
nursing,4175,0.04,4.32,6609,0.02,3.85,,
occupied,4176,0.04,4.32,5716,0.02,3.94,,
ongoing,4177,0.04,4.32,9416,0.01,3.61,,
operator,4178,0.04,4.32,4600,0.03,4.07,B2,noun
painful,4179,0.04,4.32,3025,0.05,4.31,B1,adjective
pound,4180,0.04,4.32,3963,0.03,4.15,B2,"noun, verb"
preparation,4181,0.04,4.32,8279,0.01,3.7,B1,noun
punch,4182,0.04,4.32,2290,0.07,4.47,B2,"noun, verb"
purple,4183,0.04,4.32,4581,0.03,4.07,A1,"adjective, noun"
railroad,4184,0.04,4.32,6204,0.02,3.89,B1,noun
registration,4185,0.04,4.32,6740,0.02,3.84,B1,noun
releases,4186,0.04,4.32,,,,,
rick,4187,0.04,4.32,2120,0.07,4.51,,
romance,4188,0.04,4.32,3606,0.04,4.2,A2,noun
someone's,4189,0.04,4.32,,,,,
submitted,4190,0.04,4.32,,,,,
sufficient,4191,0.04,4.32,7278,0.01,3.79,B1,adjective
survived,4192,0.04,4.32,2982,0.05,4.31,,
suspended,4193,0.04,4.32,4854,0.02,4.04,,
technologies,4194,0.04,4.32,,,,,
tissue,4195,0.04,4.32,4521,0.03,4.08,B1,noun
trailer,4196,0.04,4.32,4794,0.03,4.05,B2,noun
trends,4197,0.04,4.32,,,,,
trials,4198,0.04,4.32,7334,0.01,3.78,,
ukraine,4199,0.04,4.32,,,,,
underground,4200,0.04,4.32,3119,0.04,4.29,B2,"adjective, adverb"
versus,4201,0.04,4.32,5539,0.02,3.96,B2,preposition
virtual,4202,0.04,4.32,9591,0.01,3.6,B1,adjective
walks,4203,0.04,4.32,3060,0.04,4.3,,
wounded,4204,0.04,4.32,2900,0.05,4.33,,
ali,4205,0.04,4.31,3097,0.04,4.29,,
amongst,4206,0.04,4.31,4163,0.03,4.13,B2,preposition
announcement,4207,0.04,4.31,4552,0.03,4.08,B1,noun
arranged,4208,0.04,4.31,2950,0.05,4.32,,
arsenal,4209,0.04,4.31,,,,,
attending,4210,0.04,4.31,6708,0.02,3.84,,
attracted,4211,0.04,4.31,4687,0.03,4.06,,
biological,4212,0.04,4.31,6080,0.02,3.9,B2,adjective
bite,4213,0.04,4.31,1693,0.1,4.63,B1,"noun, verb"
blocked,4214,0.04,4.31,5014,0.02,4.02,,
boards,4215,0.04,4.31,8000,0.01,3.72,,
burned,4216,0.04,4.31,2191,0.07,4.49,,
categories,4217,0.04,4.31,,,,,
checks,4218,0.04,4.31,3886,0.03,4.16,,
chip,4219,0.04,4.31,3129,0.04,4.29,B2,noun
company's,4220,0.04,4.31,,,,,
concerning,4221,0.04,4.31,7472,0.01,3.77,B2,preposition
dare,4222,0.04,4.31,963,0.19,4.93,B1,verb
database,4223,0.04,4.31,6164,0.02,3.89,B2,noun
define,4224,0.04,4.31,6948,0.01,3.82,B1,verb
discrimination,4225,0.04,4.31,,,,B1,noun
disorder,4226,0.04,4.31,6015,0.02,3.91,B2,noun
distributed,4227,0.04,4.31,,,,,
districts,4228,0.04,4.31,,,,,
documentary,4229,0.04,4.31,6636,0.02,3.85,B1,noun
