rank,word,count,frequency,zipf
7873,biscuits,3496,5.39e-06,3.73
7874,gorilla,3496,5.39e-06,3.73
7875,dynasty,3495,5.39e-06,3.73
7876,acquired,3494,5.39e-06,3.73
7877,businesses,3494,5.39e-06,3.73
7878,countless,3493,5.39e-06,3.73
7879,fritz,3492,5.38e-06,3.73
7880,brent,3489,5.38e-06,3.73
7881,gardener,3488,5.38e-06,3.73
7882,barracks,3488,5.38e-06,3.73
7883,flirt,3488,5.38e-06,3.73
7884,cooks,3488,5.38e-06,3.73
7885,distorted,3486,5.38e-06,3.73
7886,carved,3484,5.37e-06,3.73
7887,jumps,3484,5.37e-06,3.73
7888,superhero,3484,5.37e-06,3.73
7889,forests,3482,5.37e-06,3.73
7890,clapping,3482,5.37e-06,3.73
7891,psychiatric,3482,5.37e-06,3.73
7892,snuck,3481,5.37e-06,3.73
7893,roughly,3481,5.37e-06,3.73
7894,screamed,3481,5.37e-06,3.73
7895,raja,3480,5.37e-06,3.73
7896,disappearing,3480,5.37e-06,3.73
7897,establishment,3479,5.36e-06,3.73
7898,whales,3478,5.36e-06,3.73
7899,lump,3477,5.36e-06,3.73
7900,dwarf,3477,5.36e-06,3.73
7901,environmental,3477,5.36e-06,3.73
7902,mam,3477,5.36e-06,3.73
7903,pint,3476,5.36e-06,3.73
7904,loading,3475,5.36e-06,3.73
7905,diplomatic,3475,5.36e-06,3.73
7906,exclaims,3474,5.36e-06,3.73
7907,context,3474,5.36e-06,3.73
7908,volunteered,3473,5.36e-06,3.73
7909,risked,3473,5.36e-06,3.73
7910,gangs,3473,5.36e-06,3.73
7911,boost,3472,5.35e-06,3.73
7912,fax,3471,5.35e-06,3.73
7913,dante,3471,5.35e-06,3.73
7914,partial,3471,5.35e-06,3.73
7915,refusing,3469,5.35e-06,3.73
7916,gaze,3469,5.35e-06,3.73
7917,rene,3469,5.35e-06,3.73
7918,nuisance,3468,5.35e-06,3.73
7919,terrorism,3468,5.35e-06,3.73
7920,jerome,3468,5.35e-06,3.73
7921,ungrateful,3467,5.35e-06,3.73
7922,donate,3467,5.35e-06,3.73
7923,relieve,3467,5.35e-06,3.73
7924,grandchildren,3465,5.34e-06,3.73
7925,felicity,3465,5.34e-06,3.73
7926,maureen,3464,5.34e-06,3.73
7927,represented,3464,5.34e-06,3.73
7928,co,3462,5.34e-06,3.73
7929,neutral,3462,5.34e-06,3.73
7930,philippe,3462,5.34e-06,3.73
7931,workin,3462,5.34e-06,3.73
7932,steering,3462,5.34e-06,3.73
7933,rm,3461,5.34e-06,3.73
7934,presidential,3461,5.34e-06,3.73
7935,rental,3460,5.34e-06,3.73
7936,challenged,3460,5.34e-06,3.73
7937,julien,3459,5.33e-06,3.73
7938,feeds,3459,5.33e-06,3.73
7939,je,3458,5.33e-06,3.73
7940,vegetarian,3458,5.33e-06,3.73
7941,teasing,3458,5.33e-06,3.73
7942,surprisingly,3458,5.33e-06,3.73
7943,iran,3457,5.33e-06,3.73
7944,shrine,3457,5.33e-06,3.73
7945,automatically,3456,5.33e-06,3.73
7946,timer,3456,5.33e-06,3.73
7947,gasoline,3455,5.33e-06,3.73
7948,juliette,3455,5.33e-06,3.73
7949,scouts,3453,5.32e-06,3.73
7950,millie,3453,5.32e-06,3.73
7951,google,3453,5.32e-06,3.73
7952,dorm,3453,5.32e-06,3.73
7953,athlete,3452,5.32e-06,3.73
7954,shiva,3451,5.32e-06,3.73
7955,robber,3451,5.32e-06,3.73
7956,convent,3451,5.32e-06,3.73
7957,balloons,3450,5.32e-06,3.73
7958,crawford,3449,5.32e-06,3.73
7959,barb,3449,5.32e-06,3.73
7960,enters,3448,5.32e-06,3.73
7961,maps,3448,5.32e-06,3.73
7962,meth,3448,5.32e-06,3.73
7963,ifyou,3447,5.32e-06,3.73
7964,fruits,3447,5.32e-06,3.73
7965,colored,3446,5.31e-06,3.73
7966,poppy,3445,5.31e-06,3.73
7967,metro,3445,5.31e-06,3.73
7968,clarke,3444,5.31e-06,3.73
7969,fernando,3444,5.31e-06,3.73
7970,scully,3443,5.31e-06,3.73
7971,resolved,3440,5.3e-06,3.72
7972,sessions,3440,5.3e-06,3.72
7973,conservative,3439,5.3e-06,3.72
7974,rates,3439,5.3e-06,3.72
7975,forged,3438,5.3e-06,3.72
7976,legends,3438,5.3e-06,3.72
7977,arrows,3437,5.3e-06,3.72
7978,charley,3437,5.3e-06,3.72
7979,dismiss,3436,5.3e-06,3.72
7980,authorized,3434,5.3e-06,3.72
7981,slavery,3433,5.29e-06,3.72
7982,attended,3432,5.29e-06,3.72
7983,flows,3432,5.29e-06,3.72
7984,employed,3432,5.29e-06,3.72
7985,decorated,3432,5.29e-06,3.72
7986,parallel,3432,5.29e-06,3.72
7987,detected,3432,5.29e-06,3.72
7988,grove,3431,5.29e-06,3.72
7989,coverage,3431,5.29e-06,3.72
7990,hen,3430,5.29e-06,3.72
7991,pyramid,3430,5.29e-06,3.72
7992,overall,3429,5.29e-06,3.72
7993,hum,3428,5.29e-06,3.72
7994,specially,3428,5.29e-06,3.72
7995,rebuild,3427,5.28e-06,3.72
7996,exclaiming,3426,5.28e-06,3.72
7997,producing,3426,5.28e-06,3.72
7998,sewing,3425,5.28e-06,3.72
7999,occasions,3425,5.28e-06,3.72
8000,boards,3423,5.28e-06,3.72
8001,trumpet,3423,5.28e-06,3.72
8002,shaped,3422,5.28e-06,3.72
8003,matched,3421,5.28e-06,3.72
8004,ammo,3420,5.27e-06,3.72
8005,typing,3419,5.27e-06,3.72
8006,macgyver,3418,5.27e-06,3.72
8007,blades,3418,5.27e-06,3.72
8008,thailand,3418,5.27e-06,3.72
8009,becca,3417,5.27e-06,3.72
8010,wo,3415,5.27e-06,3.72
8011,debris,3414,5.26e-06,3.72
8012,luca,3414,5.26e-06,3.72
8013,cement,3414,5.26e-06,3.72
8014,hamlet,3414,5.26e-06,3.72
8015,nat,3413,5.26e-06,3.72
8016,communists,3413,5.26e-06,3.72
8017,showers,3412,5.26e-06,3.72
8018,tougher,3411,5.26e-06,3.72
8019,sailors,3411,5.26e-06,3.72
8020,kitt,3411,5.26e-06,3.72
8021,comedian,3411,5.26e-06,3.72
8022,harassment,3410,5.26e-06,3.72
8023,missus,3409,5.26e-06,3.72
8024,monitoring,3409,5.26e-06,3.72
8025,smashing,3408,5.26e-06,3.72
8026,shaved,3408,5.26e-06,3.72
8027,inventory,3408,5.26e-06,3.72
8028,housekeeper,3406,5.25e-06,3.72
8029,tribes,3404,5.25e-06,3.72
8030,vile,3403,5.25e-06,3.72
8031,gotham,3402,5.25e-06,3.72
8032,imaginary,3402,5.25e-06,3.72
8033,artillery,3401,5.24e-06,3.72
8034,ping,3401,5.24e-06,3.72
8035,cereal,3400,5.24e-06,3.72
8036,zoom,3399,5.24e-06,3.72
8037,portion,3399,5.24e-06,3.72
8038,irony,3398,5.24e-06,3.72
8039,exceptional,3398,5.24e-06,3.72
8040,slit,3396,5.24e-06,3.72
8041,ss,3396,5.24e-06,3.72
8042,despise,3396,5.24e-06,3.72
8043,waltz,3396,5.24e-06,3.72
8044,humour,3396,5.24e-06,3.72
8045,crashes,3395,5.24e-06,3.72
8046,gu,3395,5.24e-06,3.72
8047,stammering,3395,5.24e-06,3.72
8048,coaches,3393,5.23e-06,3.72
8049,joo,3393,5.23e-06,3.72
8050,await,3391,5.23e-06,3.72
8051,bryan,3391,5.23e-06,3.72
8052,celebrated,3390,5.23e-06,3.72
8053,encouraged,3390,5.23e-06,3.72
8054,devils,3388,5.22e-06,3.72
8055,gag,3387,5.22e-06,3.72
8056,telescope,3386,5.22e-06,3.72
8057,verse,3386,5.22e-06,3.72
8058,stalin,3385,5.22e-06,3.72
8059,iet,3384,5.22e-06,3.72
8060,babysitter,3382,5.22e-06,3.72
8061,pr,3382,5.22e-06,3.72
8062,distinguished,3381,5.21e-06,3.72
8063,licence,3381,5.21e-06,3.72
8064,addicted,3380,5.21e-06,3.72
8065,bauer,3380,5.21e-06,3.72
8066,speeches,3379,5.21e-06,3.72
8067,wit,3379,5.21e-06,3.72
8068,programmed,3377,5.21e-06,3.72
8069,bliss,3377,5.21e-06,3.72
8070,donny,3377,5.21e-06,3.72
8071,elsa,3376,5.21e-06,3.72
8072,com,3374,5.2e-06,3.72
8073,recorder,3374,5.2e-06,3.72
8074,hides,3372,5.2e-06,3.72
8075,shameless,3371,5.2e-06,3.72
8076,apartments,3371,5.2e-06,3.72
8077,tipped,3370,5.2e-06,3.72
8078,turf,3369,5.2e-06,3.72
8079,tang,3368,5.19e-06,3.72
8080,tu,3368,5.19e-06,3.72
8081,discharged,3368,5.19e-06,3.72
8082,psychologist,3368,5.19e-06,3.72
8083,duh,3366,5.19e-06,3.72
8084,delete,3365,5.19e-06,3.72
8085,jock,3365,5.19e-06,3.72
8086,wrath,3364,5.19e-06,3.72
8087,estimate,3363,5.19e-06,3.72
8088,tutor,3363,5.19e-06,3.72
8089,jurisdiction,3363,5.19e-06,3.72
8090,impulse,3362,5.18e-06,3.71
8091,penguin,3362,5.18e-06,3.71
8092,tubes,3361,5.18e-06,3.71
8093,playground,3360,5.18e-06,3.71
8094,sew,3360,5.18e-06,3.71
8095,nickel,3360,5.18e-06,3.71
8096,claws,3360,5.18e-06,3.71
8097,giants,3359,5.18e-06,3.71
8098,daring,3359,5.18e-06,3.71
8099,posters,3357,5.18e-06,3.71
8100,peacefully,3356,5.18e-06,3.71
8101,rag,3354,5.17e-06,3.71
8102,caves,3354,5.17e-06,3.71
8103,nikita,3354,5.17e-06,3.71
8104,stern,3353,5.17e-06,3.71
8105,condolences,3352,5.17e-06,3.71
8106,ohhh,3352,5.17e-06,3.71
8107,dearly,3351,5.17e-06,3.71
8108,humiliation,3350,5.17e-06,3.71
8109,worldwide,3350,5.17e-06,3.71
8110,cartoon,3350,5.17e-06,3.71
8111,disrespect,3349,5.16e-06,3.71
8112,shhh,3347,5.16e-06,3.71
8113,underworld,3347,5.16e-06,3.71
8114,marble,3346,5.16e-06,3.71
8115,lilly,3346,5.16e-06,3.71
8116,chun,3346,5.16e-06,3.71
8117,curly,3345,5.16e-06,3.71
8118,judged,3345,5.16e-06,3.71
8119,bidding,3344,5.16e-06,3.71
8120,erased,3344,5.16e-06,3.71
8121,confuse,3343,5.16e-06,3.71
8122,masterpiece,3343,5.16e-06,3.71
8123,pentagon,3343,5.16e-06,3.71
8124,oppa,3343,5.16e-06,3.71
8125,tow,3342,5.15e-06,3.71
8126,seduce,3341,5.15e-06,3.71
8127,bathtub,3340,5.15e-06,3.71
8128,pets,3340,5.15e-06,3.71
8129,bricks,3340,5.15e-06,3.71
8130,goa,3340,5.15e-06,3.71
8131,hotter,3339,5.15e-06,3.71
8132,regime,3339,5.15e-06,3.71
8133,contempt,3339,5.15e-06,3.71
8134,batch,3338,5.15e-06,3.71
8135,ramsay,3336,5.14e-06,3.71
8136,speeding,3336,5.14e-06,3.71
8137,compartment,3336,5.14e-06,3.71
8138,tackle,3336,5.14e-06,3.71
8139,wage,3335,5.14e-06,3.71
8140,shines,3334,5.14e-06,3.71
8141,lifting,3334,5.14e-06,3.71
8142,hustle,3333,5.14e-06,3.71
8143,inmates,3332,5.14e-06,3.71
8144,km,3332,5.14e-06,3.71
8145,psst,3331,5.14e-06,3.71
8146,scooter,3330,5.14e-06,3.71
8147,relatively,3329,5.13e-06,3.71
8148,stoned,3328,5.13e-06,3.71
8149,supernatural,3326,5.13e-06,3.71
8150,darwin,3324,5.13e-06,3.71
8151,viewers,3324,5.13e-06,3.71
8152,lorenzo,3323,5.12e-06,3.71
8153,treasures,3323,5.12e-06,3.71
8154,yankee,3323,5.12e-06,3.71
8155,lang,3322,5.12e-06,3.71
8156,taco,3322,5.12e-06,3.71
8157,charts,3322,5.12e-06,3.71
8158,brigade,3321,5.12e-06,3.71
8159,bankrupt,3320,5.12e-06,3.71
8160,marianne,3320,5.12e-06,3.71
8161,bikes,3318,5.12e-06,3.71
8162,lookout,3317,5.12e-06,3.71
8163,merchandise,3317,5.12e-06,3.71
8164,slippery,3317,5.12e-06,3.71
8165,duchess,3316,5.11e-06,3.71
8166,gulf,3316,5.11e-06,3.71
8167,foam,3315,5.11e-06,3.71
8168,steals,3315,5.11e-06,3.71
8169,numerous,3315,5.11e-06,3.71
8170,ripping,3314,5.11e-06,3.71
8171,trusts,3314,5.11e-06,3.71
8172,flock,3314,5.11e-06,3.71
8173,potion,3314,5.11e-06,3.71
8174,fiance,3313,5.11e-06,3.71
8175,glimpse,3313,5.11e-06,3.71
8176,invincible,3312,5.11e-06,3.71
8177,compensation,3312,5.11e-06,3.71
8178,kettle,3312,5.11e-06,3.71
8179,stroll,3311,5.11e-06,3.71
8180,trish,3311,5.11e-06,3.71
8181,brendan,3311,5.11e-06,3.71
8182,cafeteria,3310,5.1e-06,3.71
8183,sane,3310,5.1e-06,3.71
8184,currency,3309,5.1e-06,3.71
8185,amsterdam,3309,5.1e-06,3.71
8186,radius,3309,5.1e-06,3.71
8187,verify,3308,5.1e-06,3.71
8188,founded,3308,5.1e-06,3.71
8189,medic,3308,5.1e-06,3.71
8190,peek,3308,5.1e-06,3.71
8191,sewer,3307,5.1e-06,3.71
8192,vernon,3306,5.1e-06,3.71
8193,callie,3306,5.1e-06,3.71
8194,bbc,3305,5.1e-06,3.71
8195,hull,3305,5.1e-06,3.71
8196,solomon,3304,5.1e-06,3.71
8197,madonna,3304,5.1e-06,3.71
8198,toad,3301,5.09e-06,3.71
8199,powell,3299,5.09e-06,3.71
8200,maxwell,3299,5.09e-06,3.71
8201,moose,3298,5.09e-06,3.71
8202,souvenir,3298,5.09e-06,3.71
8203,stitch,3297,5.08e-06,3.71
8204,compass,3297,5.08e-06,3.71
8205,mercury,3296,5.08e-06,3.71
8206,locking,3296,5.08e-06,3.71
8207,edwards,3295,5.08e-06,3.71
8208,frederick,3295,5.08e-06,3.71
8209,dislike,3295,5.08e-06,3.71
8210,stu,3294,5.08e-06,3.71
8211,rib,3294,5.08e-06,3.71
8212,pamela,3294,5.08e-06,3.71
8213,brace,3293,5.08e-06,3.71
8214,ban,3293,5.08e-06,3.71
8215,gracias,3292,5.08e-06,3.71
8216,stitches,3290,5.07e-06,3.71
8217,thrust,3288,5.07e-06,3.71
8218,referred,3287,5.07e-06,3.71
8219,achievement,3287,5.07e-06,3.71
8220,links,3287,5.07e-06,3.71
8221,denying,3286,5.07e-06,3.71
8222,monastery,3285,5.07e-06,3.71
8223,newly,3284,5.06e-06,3.7
8224,impatient,3283,5.06e-06,3.7
8225,recruit,3282,5.06e-06,3.7
8226,sunk,3279,5.06e-06,3.7
8227,ignorance,3278,5.05e-06,3.7
8228,drugged,3278,5.05e-06,3.7
8229,predicted,3278,5.05e-06,3.7
8230,floyd,3277,5.05e-06,3.7
8231,creator,3276,5.05e-06,3.7
8232,mississippi,3275,5.05e-06,3.7
8233,civilized,3275,5.05e-06,3.7
8234,artery,3275,5.05e-06,3.7
8235,dynamic,3275,5.05e-06,3.7
8236,competing,3274,5.05e-06,3.7
8237,buffy,3274,5.05e-06,3.7
8238,distribution,3272,5.05e-06,3.7
8239,turk,3272,5.05e-06,3.7
8240,voiceover,3271,5.04e-06,3.7
8241,stereo,3271,5.04e-06,3.7
8242,ethel,3271,5.04e-06,3.7
8243,ark,3271,5.04e-06,3.7
8244,carpenter,3271,5.04e-06,3.7
8245,warner,3271,5.04e-06,3.7
8246,industries,3270,5.04e-06,3.7
8247,melted,3270,5.04e-06,3.7
8248,upsetting,3270,5.04e-06,3.7
8249,cruz,3269,5.04e-06,3.7
8250,labs,3268,5.04e-06,3.7
8251,bluff,3266,5.04e-06,3.7
8252,bender,3266,5.04e-06,3.7
8253,unbearable,3265,5.03e-06,3.7
8254,narcotics,3264,5.03e-06,3.7
8255,juicy,3264,5.03e-06,3.7
8256,eerie,3264,5.03e-06,3.7
8257,ingrid,3262,5.03e-06,3.7
8258,mwah,3261,5.03e-06,3.7
8259,slippers,3261,5.03e-06,3.7
8260,freaky,3260,5.03e-06,3.7
8261,vip,3259,5.03e-06,3.7
8262,troop,3259,5.03e-06,3.7
8263,footprints,3258,5.02e-06,3.7
8264,dani,3258,5.02e-06,3.7
8265,pact,3258,5.02e-06,3.7
8266,apparent,3257,5.02e-06,3.7
8267,repeated,3257,5.02e-06,3.7
8268,foreigner,3255,5.02e-06,3.7
8269,feelin,3253,5.02e-06,3.7
8270,journalists,3252,5.01e-06,3.7
8271,employer,3251,5.01e-06,3.7
8272,penelope,3248,5.01e-06,3.7
8273,grim,3248,5.01e-06,3.7
8274,medieval,3248,5.01e-06,3.7
8275,damien,3247,5.01e-06,3.7
8276,frustrating,3246,5.01e-06,3.7
8277,rehearse,3246,5.01e-06,3.7
8278,travelled,3246,5.01e-06,3.7
8279,preparation,3246,5.01e-06,3.7
8280,microwave,3246,5.01e-06,3.7
8281,denial,3245,5e-06,3.7
8282,flute,3245,5e-06,3.7
8283,juvenile,3245,5e-06,3.7
8284,paddy,3245,5e-06,3.7
8285,retarded,3242,5e-06,3.7
8286,memo,3242,5e-06,3.7
8287,canvas,3242,5e-06,3.7
8288,fa,3241,5e-06,3.7
8289,symbols,3241,5e-06,3.7
8290,mccoy,3241,5e-06,3.7
8291,daly,3241,5e-06,3.7
8292,driveway,3240,5e-06,3.7
8293,funky,3239,4.99e-06,3.7
8294,kitten,3239,4.99e-06,3.7
8295,nicest,3238,4.99e-06,3.7
8296,deceive,3237,4.99e-06,3.7
8297,negro,3236,4.99e-06,3.7
8298,chopped,3236,4.99e-06,3.7
8299,consultant,3236,4.99e-06,3.7
8300,rifles,3234,4.99e-06,3.7
8301,heating,3234,4.99e-06,3.7
8302,rays,3233,4.99e-06,3.7
8303,architecture,3232,4.98e-06,3.7
8304,gideon,3232,4.98e-06,3.7
8305,butch,3231,4.98e-06,3.7
8306,warmer,3229,4.98e-06,3.7
8307,contribution,3229,4.98e-06,3.7
8308,advisor,3228,4.98e-06,3.7
8309,peoples,3228,4.98e-06,3.7
8310,groceries,3227,4.98e-06,3.7
8311,behaved,3227,4.98e-06,3.7
8312,experiencing,3226,4.97e-06,3.7
8313,yοu,3225,4.97e-06,3.7
8314,settling,3225,4.97e-06,3.7
8315,tractor,3224,4.97e-06,3.7
8316,unacceptable,3224,4.97e-06,3.7
8317,imitating,3224,4.97e-06,3.7
8318,squadron,3224,4.97e-06,3.7
8319,briggs,3223,4.97e-06,3.7
8320,smallest,3223,4.97e-06,3.7
8321,ethics,3222,4.97e-06,3.7
8322,gibson,3222,4.97e-06,3.7
8323,devotion,3221,4.97e-06,3.7
8324,plumber,3221,4.97e-06,3.7
8325,burgers,3220,4.97e-06,3.7
8326,knots,3220,4.97e-06,3.7
8327,broom,3220,4.97e-06,3.7
8328,briefing,3220,4.97e-06,3.7
8329,curve,3219,4.96e-06,3.7
8330,informant,3219,4.96e-06,3.7
8331,applauding,3218,4.96e-06,3.7
8332,whites,3218,4.96e-06,3.7
8333,app,3218,4.96e-06,3.7
8334,andrews,3218,4.96e-06,3.7
8335,blog,3217,4.96e-06,3.7
8336,ox,3217,4.96e-06,3.7
8337,vase,3217,4.96e-06,3.7
8338,glance,3216,4.96e-06,3.7
8339,collective,3216,4.96e-06,3.7
8340,poles,3216,4.96e-06,3.7
8341,sixty,3216,4.96e-06,3.7
8342,fantasies,3215,4.96e-06,3.7
8343,heritage,3215,4.96e-06,3.7
8344,motherfucking,3213,4.95e-06,3.69
8345,fisherman,3213,4.95e-06,3.69
8346,armstrong,3212,4.95e-06,3.69
8347,nder,3211,4.95e-06,3.69
8348,complained,3210,4.95e-06,3.69
8349,nightclub,3209,4.95e-06,3.69
8350,willow,3208,4.95e-06,3.69
8351,preliminary,3208,4.95e-06,3.69
8352,server,3208,4.95e-06,3.69
8353,provides,3206,4.94e-06,3.69
8354,mat,3206,4.94e-06,3.69
8355,appreciation,3205,4.94e-06,3.69
8356,historic,3205,4.94e-06,3.69
8357,jorge,3204,4.94e-06,3.69
8358,promote,3204,4.94e-06,3.69
8359,processing,3204,4.94e-06,3.69
8360,naples,3203,4.94e-06,3.69
8361,pumping,3202,4.94e-06,3.69
8362,stalker,3202,4.94e-06,3.69
8363,goats,3201,4.94e-06,3.69
8364,francine,3201,4.94e-06,3.69
8365,smokes,3201,4.94e-06,3.69
8366,introduction,3199,4.93e-06,3.69
8367,valid,3198,4.93e-06,3.69
8368,portuguese,3198,4.93e-06,3.69
8369,negotiations,3197,4.93e-06,3.69
8370,wheeler,3196,4.93e-06,3.69
8371,overheard,3196,4.93e-06,3.69
8372,iove,3196,4.93e-06,3.69
8373,breeding,3196,4.93e-06,3.69
8374,barge,3195,4.93e-06,3.69
8375,refugees,3194,4.93e-06,3.69
8376,wah,3194,4.93e-06,3.69
8377,observed,3193,4.92e-06,3.69
8378,tigers,3193,4.92e-06,3.69
8379,brothel,3191,4.92e-06,3.69
8380,missions,3191,4.92e-06,3.69
8381,ashore,3190,4.92e-06,3.69
8382,panda,3190,4.92e-06,3.69
8383,discretion,3190,4.92e-06,3.69
8384,yale,3189,4.92e-06,3.69
8385,disappointing,3188,4.92e-06,3.69
8386,insect,3188,4.92e-06,3.69
8387,prophecy,3186,4.91e-06,3.69
8388,wanda,3186,4.91e-06,3.69
8389,absent,3186,4.91e-06,3.69
8390,machinery,3186,4.91e-06,3.69
8391,generals,3184,4.91e-06,3.69
8392,carrot,3184,4.91e-06,3.69
8393,ferrari,3184,4.91e-06,3.69
8394,wrecked,3183,4.91e-06,3.69
8395,gestapo,3183,4.91e-06,3.69
8396,greene,3182,4.91e-06,3.69
8397,suggestions,3180,4.9e-06,3.69
8398,puff,3179,4.9e-06,3.69
8399,supportive,3178,4.9e-06,3.69
8400,punching,3178,4.9e-06,3.69
8401,lulu,3177,4.9e-06,3.69
8402,intervention,3177,4.9e-06,3.69
8403,layers,3177,4.9e-06,3.69
8404,hughes,3177,4.9e-06,3.69
8405,scholar,3176,4.9e-06,3.69
8406,libby,3175,4.9e-06,3.69
8407,predators,3175,4.9e-06,3.69
8408,accusations,3175,4.9e-06,3.69
8409,olympics,3173,4.89e-06,3.69
8410,accounting,3172,4.89e-06,3.69
8411,jj,3172,4.89e-06,3.69
8412,expertise,3171,4.89e-06,3.69
8413,strap,3171,4.89e-06,3.69
8414,fitz,3171,4.89e-06,3.69
8415,darryl,3171,4.89e-06,3.69
8416,butts,3170,4.89e-06,3.69
8417,approaches,3169,4.89e-06,3.69
8418,flags,3169,4.89e-06,3.69
8419,embarrassment,3168,4.89e-06,3.69
8420,faking,3166,4.88e-06,3.69
8421,jamal,3166,4.88e-06,3.69
8422,vanilla,3166,4.88e-06,3.69
8423,grapes,3164,4.88e-06,3.69
8424,dominic,3164,4.88e-06,3.69
8425,beacon,3164,4.88e-06,3.69
8426,handkerchief,3164,4.88e-06,3.69
8427,rubbing,3163,4.88e-06,3.69
8428,mallory,3162,4.88e-06,3.69
8429,rustling,3162,4.88e-06,3.69
8430,lighten,3161,4.87e-06,3.69
8431,flora,3159,4.87e-06,3.69
8432,cuban,3159,4.87e-06,3.69
8433,polar,3159,4.87e-06,3.69
8434,translator,3156,4.87e-06,3.69
8435,congrats,3154,4.86e-06,3.69
8436,passports,3154,4.86e-06,3.69
8437,grabbing,3154,4.86e-06,3.69
8438,alf,3153,4.86e-06,3.69
8439,brotherhood,3153,4.86e-06,3.69
8440,ernest,3153,4.86e-06,3.69
8441,professionals,3153,4.86e-06,3.69
8442,yuan,3152,4.86e-06,3.69
8443,understandable,3152,4.86e-06,3.69
8444,banner,3151,4.86e-06,3.69
8445,academic,3150,4.86e-06,3.69
8446,thuds,3150,4.86e-06,3.69
8447,sa,3150,4.86e-06,3.69
8448,publicly,3150,4.86e-06,3.69
8449,orphans,3150,4.86e-06,3.69
8450,pearls,3149,4.86e-06,3.69
8451,predator,3149,4.86e-06,3.69
8452,frances,3146,4.85e-06,3.69
8453,addison,3146,4.85e-06,3.69
8454,syrup,3144,4.85e-06,3.69
8455,cartel,3144,4.85e-06,3.69
8456,nash,3144,4.85e-06,3.69
8457,walsh,3144,4.85e-06,3.69
8458,norma,3143,4.85e-06,3.69
8459,bluffing,3143,4.85e-06,3.69
8460,permitted,3143,4.85e-06,3.69
8461,unpredictable,3142,4.85e-06,3.69
8462,wagner,3141,4.84e-06,3.68
8463,suspension,3141,4.84e-06,3.68
8464,addresses,3141,4.84e-06,3.68
8465,stamps,3140,4.84e-06,3.68
8466,category,3140,4.84e-06,3.68
8467,transition,3140,4.84e-06,3.68
8468,peas,3139,4.84e-06,3.68
8469,cautious,3139,4.84e-06,3.68
8470,isabella,3139,4.84e-06,3.68
8471,comparison,3139,4.84e-06,3.68
8472,coats,3138,4.84e-06,3.68
8473,islam,3137,4.84e-06,3.68
8474,thugs,3135,4.83e-06,3.68
8475,grams,3135,4.83e-06,3.68
8476,freshman,3134,4.83e-06,3.68
8477,toilets,3134,4.83e-06,3.68
8478,banquet,3133,4.83e-06,3.68
8479,coup,3132,4.83e-06,3.68
8480,shaken,3132,4.83e-06,3.68
8481,investigations,3132,4.83e-06,3.68
8482,toothbrush,3131,4.83e-06,3.68
8483,expressed,3130,4.83e-06,3.68
8484,vulgar,3130,4.83e-06,3.68
8485,haunt,3128,4.82e-06,3.68
8486,improvement,3128,4.82e-06,3.68
8487,zeus,3128,4.82e-06,3.68
8488,murdoch,3127,4.82e-06,3.68
8489,smelling,3127,4.82e-06,3.68
8490,kirby,3125,4.82e-06,3.68
8491,repairs,3124,4.82e-06,3.68
8492,jeong,3123,4.82e-06,3.68
8493,conducted,3123,4.82e-06,3.68
8494,ollie,3123,4.82e-06,3.68
8495,bakery,3121,4.81e-06,3.68
8496,busting,3121,4.81e-06,3.68
8497,investigated,3120,4.81e-06,3.68
8498,admission,3118,4.81e-06,3.68
8499,essay,3118,4.81e-06,3.68
8500,twitter,3118,4.81e-06,3.68
8501,depths,3117,4.81e-06,3.68
8502,fewer,3116,4.81e-06,3.68
8503,guarding,3115,4.8e-06,3.68
8504,altered,3115,4.8e-06,3.68
8505,filing,3115,4.8e-06,3.68
8506,ecstasy,3115,4.8e-06,3.68
8507,snatch,3114,4.8e-06,3.68
8508,stored,3113,4.8e-06,3.68
8509,tropical,3113,4.8e-06,3.68
8510,pharmacy,3113,4.8e-06,3.68
8511,dalton,3113,4.8e-06,3.68
8512,altitude,3112,4.8e-06,3.68
8513,admired,3112,4.8e-06,3.68
8514,dickhead,3112,4.8e-06,3.68
8515,priya,3112,4.8e-06,3.68
8516,mamma,3112,4.8e-06,3.68
8517,moe,3111,4.8e-06,3.68
8518,grind,3111,4.8e-06,3.68
8519,bombay,3111,4.8e-06,3.68
8520,lowest,3111,4.8e-06,3.68
8521,makin,3109,4.79e-06,3.68
8522,sentences,3109,4.79e-06,3.68
8523,mute,3108,4.79e-06,3.68
8524,scratching,3108,4.79e-06,3.68
8525,imprisoned,3107,4.79e-06,3.68
8526,danish,3106,4.79e-06,3.68
8527,glowing,3105,4.79e-06,3.68
8528,zhang,3105,4.79e-06,3.68
8529,martini,3105,4.79e-06,3.68
8530,leah,3104,4.79e-06,3.68
8531,empress,3104,4.79e-06,3.68
8532,equipped,3104,4.79e-06,3.68
8533,finale,3103,4.79e-06,3.68
8534,tarzan,3103,4.79e-06,3.68
8535,storms,3101,4.78e-06,3.68
8536,sniff,3100,4.78e-06,3.68
8537,slick,3098,4.78e-06,3.68
8538,unarmed,3098,4.78e-06,3.68
8539,violated,3097,4.78e-06,3.68
8540,vent,3097,4.78e-06,3.68
8541,dd,3096,4.77e-06,3.68
8542,breakthrough,3096,4.77e-06,3.68
8543,stud,3095,4.77e-06,3.68
8544,addressed,3095,4.77e-06,3.68
8545,tactical,3095,4.77e-06,3.68
8546,vessels,3095,4.77e-06,3.68
