rank,word,count,frequency,zipf
1,you,28787591,0.04439312,7.65
2,the,22761659,0.03510057,7.55
3,to,17099834,0.02636952,7.42
4,it,13631703,0.02102134,7.32
5,and,10572938,0.01630444,7.21
6,that,10203742,0.01573511,7.2
7,of,8915110,0.01374792,7.14
8,is,7400675,0.01141252,7.06
9,in,7337058,0.01131442,7.05
10,what,6900164,0.01064069,7.03
11,we,6755687,0.01041789,7.02
12,me,6444985,0.00993876,7.0
13,this,5739788,0.00885128,6.95
14,he,5516364,0.00850674,6.93
15,for,5174060,0.00797888,6.9
16,my,4938948,0.00761631,6.88
17,on,4821861,0.00743575,6.87
18,have,4764010,0.00734654,6.87
19,your,4610945,0.0071105,6.85
20,do,4419883,0.00681587,6.83
21,was,4401531,0.00678757,6.83
22,no,4374975,0.00674661,6.83
23,not,4262273,0.00657282,6.82
24,be,4210868,0.00649355,6.81
25,are,4203821,0.00648268,6.81
26,don,4158644,0.00641301,6.81
27,know,3892394,0.00600243,6.78
28,can,3826118,0.00590023,6.77
29,with,3806977,0.00587071,6.77
30,but,3631462,0.00560005,6.75
31,all,3544700,0.00546625,6.74
32,so,3434152,0.00529578,6.72
33,just,3334392,0.00514194,6.71
34,there,3148528,0.00485532,6.69
35,here,3138591,0.00484,6.68
36,they,3060204,0.00471912,6.67
37,like,2983027,0.0046001,6.66
38,get,2883193,0.00444615,6.65
39,she,2778359,0.00428449,6.63
40,go,2738504,0.00422303,6.63
41,if,2630800,0.00405694,6.61
42,right,2576821,0.0039737,6.6
43,out,2510010,0.00387067,6.59
44,about,2487348,0.00383572,6.58
45,up,2459855,0.00379332,6.58
46,at,2431398,0.00374944,6.57
47,him,2431059,0.00374892,6.57
48,now,2298830,0.00354501,6.55
49,oh,2298308,0.0035442,6.55
50,one,2263956,0.00349123,6.54
51,come,2203919,0.00339865,6.53
52,well,2159909,0.00333078,6.52
53,her,2154982,0.00332318,6.52
54,how,2140365,0.00330064,6.52
55,yeah,2000641,0.00308517,6.49
56,will,1969807,0.00303762,6.48
57,got,1968389,0.00303544,6.48
58,want,1950845,0.00300838,6.48
59,think,1839473,0.00283664,6.45
60,as,1792220,0.00276377,6.44
61,see,1781493,0.00274723,6.44
62,did,1742764,0.0026875,6.43
63,good,1741730,0.00268591,6.43
64,who,1734491,0.00267474,6.43
65,why,1722797,0.00265671,6.42
66,from,1709582,0.00263633,6.42
67,let,1705262,0.00262967,6.42
68,his,1666361,0.00256968,6.41
69,yes,1634050,0.00251986,6.4
70,when,1531731,0.00236207,6.37
71,going,1520767,0.00234516,6.37
72,time,1453708,0.00224175,6.35
73,an,1449181,0.00223477,6.35
74,okay,1428884,0.00220347,6.34
75,back,1405024,0.00216668,6.34
76,look,1348467,0.00207946,6.32
77,us,1346903,0.00207705,6.32
78,would,1340070,0.00206651,6.32
79,them,1327509,0.00204714,6.31
80,where,1322226,0.00203899,6.31
81,were,1315964,0.00202934,6.31
82,take,1312232,0.00202358,6.31
83,then,1275502,0.00196694,6.29
84,had,1274537,0.00196545,6.29
85,or,1267646,0.00195483,6.29
86,been,1265150,0.00195098,6.29
87,our,1191941,0.00183808,6.26
88,gonna,1188190,0.0018323,6.26
89,tell,1176290,0.00181395,6.26
90,really,1174710,0.00181151,6.26
91,man,1173588,0.00180978,6.26
92,some,1166914,0.00179949,6.26
93,say,1153915,0.00177944,6.25
94,hey,1149292,0.00177231,6.25
95,could,1111837,0.00171456,6.23
96,didn,1100643,0.00169729,6.23
97,by,1090424,0.00168153,6.23
98,need,1040131,0.00160398,6.21
99,something,1038638,0.00160168,6.2
100,has,1035310,0.00159654,6.2
101,too,1022558,0.00157688,6.2
102,more,1010390,0.00155811,6.19
103,way,1000182,0.00154237,6.19
104,down,978966,0.00150966,6.18
105,make,963885,0.0014864,6.17
106,very,945653,0.00145828,6.16
107,never,930831,0.00143543,6.16
108,only,887363,0.0013684,6.14
109,people,885915,0.00136616,6.14
110,over,880841,0.00135834,6.13
111,because,880112,0.00135721,6.13
112,little,869522,0.00134088,6.13
113,please,842120,0.00129863,6.11
114,love,830324,0.00128044,6.11
115,should,823711,0.00127024,6.1
116,mean,821275,0.00126648,6.1
117,said,818878,0.00126279,6.1
118,sorry,818019,0.00126146,6.1
119,give,811919,0.00125205,6.1
120,off,799351,0.00123267,6.09
121,am,785830,0.00121182,6.08
122,thank,773577,0.00119293,6.08
123,any,767968,0.00118428,6.07
124,two,764564,0.00117903,6.07
125,even,744544,0.00114816,6.06
126,much,738599,0.00113899,6.06
127,doing,732145,0.00112904,6.05
128,sure,709390,0.00109394,6.04
129,thing,697528,0.00107565,6.03
130,these,683128,0.00105345,6.02
131,help,666286,0.00102747,6.01
132,first,656387,0.00101221,6.01
133,into,655747,0.00101122,6.0
134,anything,640206,0.00098726,5.99
135,still,639540,0.00098623,5.99
136,find,626520,0.00096615,5.99
137,life,624596,0.00096318,5.98
138,nothing,622415,0.00095982,5.98
139,sir,619500,0.00095533,5.98
140,day,617674,0.00095251,5.98
141,god,611924,0.00094364,5.97
142,work,611677,0.00094326,5.97
143,their,601171,0.00092706,5.97
144,uh,592651,0.00091392,5.96
145,again,590019,0.00090986,5.96
146,maybe,581087,0.00089609,5.95
147,must,580931,0.00089585,5.95
148,before,578606,0.00089226,5.95
149,other,577197,0.00089009,5.95
150,wait,574752,0.00088632,5.95
151,stop,574016,0.00088519,5.95
152,call,572997,0.00088361,5.95
153,after,572761,0.00088325,5.95
154,won,571621,0.00088149,5.95
155,talk,567036,0.00087442,5.94
156,away,564268,0.00087015,5.94
157,than,561014,0.00086514,5.94
158,thought,558542,0.00086132,5.94
159,home,556894,0.00085878,5.93
160,night,556318,0.00085789,5.93
161,put,552246,0.00085161,5.93
162,great,545768,0.00084162,5.93
163,those,528404,0.00081485,5.91
164,last,527395,0.00081329,5.91
165,better,520328,0.00080239,5.9
166,everything,519795,0.00080157,5.9
167,told,517951,0.00079873,5.9
168,new,508486,0.00078413,5.89
169,things,503642,0.00077666,5.89
170,always,503417,0.00077632,5.89
171,keep,498392,0.00076857,5.89
172,long,496267,0.00076529,5.88
173,years,481860,0.00074307,5.87
174,leave,478282,0.00073755,5.87
175,does,478174,0.00073739,5.87
176,money,471643,0.00072732,5.86
177,around,471463,0.00072704,5.86
178,doesn,471037,0.00072638,5.86
179,name,455543,0.00070249,5.85
180,place,444863,0.00068602,5.84
181,ever,444088,0.00068482,5.84
182,feel,444014,0.00068471,5.84
183,guys,442241,0.00068198,5.83
184,father,437537,0.00067472,5.83
185,guy,435832,0.00067209,5.83
186,made,433900,0.00066911,5.83
187,old,431911,0.00066605,5.82
188,isn,429536,0.00066238,5.82
189,which,422483,0.00065151,5.81
190,big,417218,0.00064339,5.81
191,lot,411660,0.00063482,5.8
192,done,408760,0.00063035,5.8
193,hello,405534,0.00062537,5.8
194,nice,405497,0.00062531,5.8
195,believe,403874,0.00062281,5.79
196,girl,402557,0.00062078,5.79
197,someone,401162,0.00061863,5.79
198,fine,400530,0.00061765,5.79
199,thanks,395690,0.00061019,5.79
200,wanted,392510,0.00060529,5.78
201,kind,392242,0.00060487,5.78
202,coming,389949,0.00060134,5.78
203,house,388585,0.00059923,5.78
204,every,388520,0.00059913,5.78
205,ok,388338,0.00059885,5.78
206,through,388127,0.00059853,5.78
207,being,386528,0.00059606,5.78
208,course,381816,0.0005888,5.77
209,stay,378726,0.00058403,5.77
210,left,378587,0.00058382,5.77
211,dad,378540,0.00058374,5.77
212,enough,376973,0.00058133,5.76
213,happened,375703,0.00057937,5.76
214,came,374486,0.00057749,5.76
215,may,373526,0.00057601,5.76
216,mother,372846,0.00057496,5.76
217,wrong,370949,0.00057204,5.76
218,world,370620,0.00057153,5.76
219,bad,369996,0.00057057,5.76
220,might,367145,0.00056617,5.75
221,three,366626,0.00056537,5.75
222,today,366395,0.00056501,5.75
223,listen,365791,0.00056408,5.75
224,another,365421,0.00056351,5.75
225,understand,365210,0.00056319,5.75
226,hear,360665,0.00055618,5.75
227,remember,358291,0.00055252,5.74
228,ask,354323,0.0005464,5.74
229,own,352542,0.00054365,5.74
230,same,348167,0.00053691,5.73
231,show,347408,0.00053574,5.73
232,else,340756,0.00052548,5.72
233,kill,339509,0.00052355,5.72
234,talking,337629,0.00052066,5.72
235,found,337382,0.00052027,5.72
236,next,335573,0.00051748,5.71
237,getting,331186,0.00051072,5.71
238,care,330956,0.00051036,5.71
239,car,330261,0.00050929,5.71
240,looking,326550,0.00050357,5.7
241,son,325997,0.00050272,5.7
242,try,325748,0.00050233,5.7
243,woman,324673,0.00050068,5.7
244,went,321824,0.00049628,5.7
245,hi,320316,0.00049396,5.69
246,dead,317589,0.00048975,5.69
247,many,314850,0.00048553,5.69
248,mind,312927,0.00048256,5.68
249,wasn,312240,0.0004815,5.68
250,friend,308204,0.00047528,5.68
251,best,307071,0.00047353,5.68
252,mom,305139,0.00047055,5.67
253,hell,304275,0.00046922,5.67
254,morning,303550,0.0004681,5.67
255,trying,303288,0.0004677,5.67
256,boy,302508,0.0004665,5.67
257,together,302404,0.00046633,5.67
258,yourself,302013,0.00046573,5.67
259,job,298911,0.00046095,5.66
260,saw,297985,0.00045952,5.66
261,family,294543,0.00045421,5.66
262,real,294536,0.0004542,5.66
263,without,290509,0.00044799,5.65
264,baby,290496,0.00044797,5.65
265,room,290206,0.00044752,5.65
266,wouldn,288422,0.00044477,5.65
267,already,287837,0.00044387,5.65
268,move,283807,0.00043766,5.64
269,most,283006,0.00043642,5.64
270,seen,282420,0.00043552,5.64
271,live,281046,0.0004334,5.64
272,miss,280930,0.00043322,5.64
273,actually,279595,0.00043116,5.63
274,huh,274656,0.00042354,5.63
275,shit,273312,0.00042147,5.62
276,both,270720,0.00041748,5.62
277,heard,269851,0.00041614,5.62
278,once,269704,0.00041591,5.62
279,ready,267268,0.00041215,5.62
280,head,266844,0.0004115,5.61
281,called,264588,0.00040802,5.61
282,used,263566,0.00040644,5.61
283,idea,263097,0.00040572,5.61
284,knew,262988,0.00040555,5.61
285,hold,262367,0.00040459,5.61
286,happy,262141,0.00040425,5.61
287,door,261118,0.00040267,5.6
288,such,261104,0.00040265,5.6
289,fuck,260121,0.00040113,5.6
290,brother,259877,0.00040075,5.6
291,also,259803,0.00040064,5.6
292,pretty,259500,0.00040017,5.6
293,bit,258929,0.00039929,5.6
294,took,258808,0.00039911,5.6
295,haven,258463,0.00039857,5.6
296,yet,257947,0.00039778,5.6
297,men,257319,0.00039681,5.6
298,whole,257109,0.00039649,5.6
299,start,256417,0.00039542,5.6
300,use,256079,0.0003949,5.6
301,while,255970,0.00039473,5.6
302,since,254427,0.00039235,5.59
303,wife,254038,0.00039175,5.59
304,days,253171,0.00039041,5.59
305,guess,250320,0.00038602,5.59
306,tomorrow,248729,0.00038356,5.58
307,matter,247812,0.00038215,5.58
308,meet,247466,0.00038162,5.58
309,bring,247343,0.00038143,5.58
310,tonight,246514,0.00038015,5.58
311,everyone,246032,0.0003794,5.58
312,run,244200,0.00037658,5.58
313,wanna,243109,0.0003749,5.57
314,hard,242871,0.00037453,5.57
315,ah,242456,0.00037389,5.57
316,alone,240475,0.00037083,5.57
317,myself,240460,0.00037081,5.57
318,school,240176,0.00037037,5.57
319,gone,240082,0.00037023,5.57
320,um,238853,0.00036833,5.57
321,end,237387,0.00036607,5.56
322,saying,236600,0.00036486,5.56
323,phone,235246,0.00036277,5.56
324,play,233865,0.00036064,5.56
325,looks,233814,0.00036056,5.56
326,couldn,233368,0.00035987,5.56
327,fucking,232845,0.00035907,5.56
328,problem,232325,0.00035827,5.55
329,few,231375,0.0003568,5.55
330,friends,230464,0.0003554,5.55
331,gotta,230351,0.00035522,5.55
332,ago,229751,0.0003543,5.55
333,open,229669,0.00035417,5.55
334,anyone,228332,0.00035211,5.55
335,killed,228297,0.00035206,5.55
336,hope,226993,0.00035004,5.54
337,face,225482,0.00034771,5.54
338,until,225171,0.00034723,5.54
339,lost,222398,0.00034296,5.54
340,police,221380,0.00034139,5.53
341,excuse,219855,0.00033904,5.53
342,turn,218563,0.00033704,5.53
343,business,215855,0.00033287,5.52
344,case,215274,0.00033197,5.52
345,wants,215149,0.00033178,5.52
346,says,215090,0.00033169,5.52
347,true,214773,0.0003312,5.52
348,die,214062,0.0003301,5.52
349,heart,213914,0.00032988,5.52
350,soon,213279,0.0003289,5.52
351,each,211943,0.00032684,5.51
352,worry,211329,0.00032589,5.51
353,later,208878,0.00032211,5.51
354,year,208705,0.00032184,5.51
355,watch,207949,0.00032068,5.51
356,music,207205,0.00031953,5.5
357,hand,206247,0.00031805,5.5
358,having,206106,0.00031783,5.5
359,probably,202736,0.00031264,5.5
360,beautiful,200811,0.00030967,5.49
361,doctor,198424,0.00030599,5.49
362,sit,198149,0.00030556,5.49
363,eat,197654,0.0003048,5.48
364,thinking,195875,0.00030206,5.48
365,young,194810,0.00030041,5.48
366,second,193687,0.00029868,5.48
367,working,193172,0.00029789,5.47
368,water,193014,0.00029765,5.47
369,person,192652,0.00029709,5.47
370,part,192248,0.00029646,5.47
371,kids,192050,0.00029616,5.47
372,late,191989,0.00029606,5.47
373,stuff,190629,0.00029397,5.47
374,exactly,189513,0.00029225,5.47
375,under,189347,0.00029199,5.47
376,death,189000,0.00029146,5.46
377,minute,188958,0.00029139,5.46
378,pay,188822,0.00029118,5.46
379,crazy,188767,0.0002911,5.46
380,forget,188628,0.00029088,5.46
381,everybody,188532,0.00029073,5.46
382,kid,187858,0.00028969,5.46
383,change,186962,0.00028831,5.46
384,gave,186445,0.00028752,5.46
385,happen,186041,0.00028689,5.46
386,damn,184228,0.0002841,5.45
387,five,183626,0.00028317,5.45
388,drink,182580,0.00028156,5.45
389,far,182287,0.0002811,5.45
390,knows,181663,0.00028014,5.45
391,its,180594,0.00027849,5.44
392,whatever,180082,0.0002777,5.44
393,eyes,179260,0.00027644,5.44
394,shut,178378,0.00027508,5.44
395,aren,178286,0.00027493,5.44
396,hit,177770,0.00027414,5.44
397,taking,177667,0.00027398,5.44
398,easy,177337,0.00027347,5.44
399,times,176522,0.00027221,5.43
400,check,176507,0.00027219,5.43
401,hands,176291,0.00027186,5.43
402,minutes,175091,0.00027001,5.43
403,deal,174929,0.00026976,5.43
404,different,174657,0.00026934,5.43
405,means,174311,0.0002688,5.43
406,point,174205,0.00026864,5.43
407,inside,174081,0.00026845,5.43
408,makes,172281,0.00026567,5.42
409,asked,171740,0.00026484,5.42
410,somebody,171596,0.00026462,5.42
411,mine,170636,0.00026314,5.42
412,making,169037,0.00026067,5.42
413,body,168798,0.0002603,5.42
414,afraid,168774,0.00026027,5.42
415,sleep,168103,0.00025923,5.41
416,chance,167981,0.00025904,5.41
417,dear,167351,0.00025807,5.41
418,quite,166980,0.0002575,5.41
419,four,166957,0.00025746,5.41
420,anyway,166702,0.00025707,5.41
421,close,166677,0.00025703,5.41
422,ain,166551,0.00025684,5.41
423,party,166137,0.0002562,5.41
424,fun,165693,0.00025551,5.41
425,against,165033,0.0002545,5.41
426,word,164938,0.00025435,5.41
427,comes,164503,0.00025368,5.4
428,important,164386,0.0002535,5.4
429,set,164165,0.00025316,5.4
430,shall,164162,0.00025315,5.4
431,story,164040,0.00025296,5.4
432,number,163259,0.00025176,5.4
433,daughter,163071,0.00025147,5.4
434,least,162905,0.00025121,5.4
435,waiting,162571,0.0002507,5.4
436,hurt,161421,0.00024893,5.4
437,wish,160204,0.00024705,5.39
438,moment,159995,0.00024673,5.39
439,fight,159911,0.0002466,5.39
440,week,159444,0.00024588,5.39
441,husband,159394,0.0002458,5.39
442,girls,159061,0.00024529,5.39
443,rest,158976,0.00024516,5.39
444,married,157817,0.00024337,5.39
445,fire,157532,0.00024293,5.39
446,game,157501,0.00024288,5.39
447,nobody,157014,0.00024213,5.38
448,mr,156641,0.00024155,5.38
449,children,156181,0.00024085,5.38
450,side,155667,0.00024005,5.38
451,stand,155391,0.00023963,5.38
452,read,154667,0.00023851,5.38
453,though,154479,0.00023822,5.38
454,cut,154407,0.00023811,5.38
455,started,154345,0.00023801,5.38
456,sister,154095,0.00023763,5.38
457,supposed,153117,0.00023612,5.37
458,between,152520,0.0002352,5.37
459,child,151864,0.00023419,5.37
460,goes,151195,0.00023316,5.37
461,hours,151156,0.0002331,5.37
462,speak,150927,0.00023274,5.37
463,women,150803,0.00023255,5.37
464,behind,148469,0.00022895,5.36
465,almost,148405,0.00022885,5.36
466,truth,148389,0.00022883,5.36
467,blood,147913,0.0002281,5.36
468,able,147205,0.000227,5.36
469,lady,147121,0.00022687,5.36
470,anymore,146903,0.00022654,5.36
471,playing,146615,0.00022609,5.35
472,gets,146064,0.00022524,5.35
473,shot,144772,0.00022325,5.35
474,reason,144399,0.00022268,5.35
475,trouble,143235,0.00022088,5.34
476,break,143107,0.00022068,5.34
477,war,142825,0.00022025,5.34
478,city,142573,0.00021986,5.34
479,walk,142055,0.00021906,5.34
480,town,141835,0.00021872,5.34
481,trust,141327,0.00021794,5.34
482,met,141208,0.00021776,5.34
483,office,141140,0.00021765,5.34
484,question,140970,0.00021739,5.34
485,brought,140661,0.00021691,5.34
486,yours,140553,0.00021675,5.34
487,welcome,140327,0.0002164,5.34
488,high,140078,0.00021601,5.33
489,wow,139593,0.00021527,5.33
490,couple,138996,0.00021434,5.33
491,half,138527,0.00021362,5.33
492,died,138432,0.00021347,5.33
493,cool,138139,0.00021302,5.33
494,free,137598,0.00021219,5.33
495,either,137448,0.00021196,5.33
496,seems,136699,0.0002108,5.32
497,power,136611,0.00021067,5.32
498,whoa,136564,0.00021059,5.32
499,bye,136276,0.00021015,5.32
500,buy,136137,0.00020994,5.32
501,telling,136109,0.00020989,5.32
502,honey,135631,0.00020916,5.32
503,tried,135401,0.0002088,5.32
504,front,135341,0.00020871,5.32
505,team,134358,0.00020719,5.32
506,answer,134088,0.00020678,5.32
507,gun,133072,0.00020521,5.31
508,boys,132594,0.00020447,5.31
509,line,132433,0.00020422,5.31
510,send,131999,0.00020355,5.31
511,news,131599,0.00020294,5.31
512,stupid,131497,0.00020278,5.31
513,bed,131445,0.0002027,5.31
514,hurry,130182,0.00020075,5.3
515,full,129735,0.00020006,5.3
516,months,129732,0.00020006,5.3
517,save,129390,0.00019953,5.3
518,sometimes,128779,0.00019859,5.3
519,become,128716,0.00019849,5.3
520,along,128220,0.00019773,5.3
521,hate,128153,0.00019762,5.3
522,food,127657,0.00019686,5.29
523,outside,127251,0.00019623,5.29
524,light,126657,0.00019532,5.29
525,needs,126398,0.00019492,5.29
526,dog,125769,0.00019395,5.29
527,country,125731,0.00019389,5.29
528,clear,125730,0.00019389,5.29
529,order,125446,0.00019345,5.29
530,em,125033,0.00019281,5.29
531,fact,124995,0.00019275,5.28
532,lord,124880,0.00019258,5.28
533,captain,124874,0.00019257,5.28
534,six,124087,0.00019135,5.28
535,hot,123994,0.00019121,5.28
536,funny,123924,0.0001911,5.28
537,black,123718,0.00019078,5.28
538,alive,122833,0.00018942,5.28
539,pick,122698,0.00018921,5.28
540,feeling,122065,0.00018824,5.27
541,living,121552,0.00018744,5.27
542,cause,121264,0.000187,5.27
543,ahead,120295,0.00018551,5.27
544,lose,118712,0.00018306,5.26
545,king,118230,0.00018232,5.26
546,plan,118129,0.00018217,5.26
547,dinner,117970,0.00018192,5.26
548,sighs,117410,0.00018106,5.26
549,sort,117267,0.00018084,5.26
550,leaving,117050,0.0001805,5.26
551,shouldn,117029,0.00018047,5.26
552,running,116973,0.00018038,5.26
553,boss,116736,0.00018002,5.26
554,alright,116629,0.00017985,5.25
555,promise,115908,0.00017874,5.25
556,taken,115236,0.0001777,5.25
557,safe,114104,0.00017596,5.25
558,ma,114026,0.00017584,5.25
559,book,113963,0.00017574,5.24
560,sent,113959,0.00017574,5.24
561,white,112881,0.00017407,5.24
562,hour,112782,0.00017392,5.24
563,anybody,112582,0.00017361,5.24
564,small,112316,0.0001732,5.24
565,perfect,112229,0.00017307,5.24
566,lives,110583,0.00017053,5.23
567,special,110344,0.00017016,5.23
568,parents,110206,0.00016995,5.23
569,john,109966,0.00016958,5.23
570,himself,109748,0.00016924,5.23
571,perhaps,109240,0.00016846,5.23
572,sounds,109140,0.0001683,5.23
573,serious,108774,0.00016774,5.22
574,sick,108596,0.00016747,5.22
575,company,108073,0.00016666,5.22
576,ha,107974,0.00016651,5.22
577,scared,107906,0.0001664,5.22
578,uncle,107826,0.00016628,5.22
579,poor,107444,0.00016569,5.22
580,red,106589,0.00016437,5.22
581,past,106439,0.00016414,5.22
582,earth,106394,0.00016407,5.22
583,possible,106080,0.00016359,5.21
584,shoot,106067,0.00016357,5.21
585,touch,105846,0.00016322,5.21
586,sound,105298,0.00016238,5.21
587,top,105282,0.00016235,5.21
588,ass,105009,0.00016193,5.21
589,laughs,104913,0.00016179,5.21
590,cannot,103913,0.00016024,5.2
591,asking,102974,0.0001588,5.2
592,win,102956,0.00015877,5.2
593,glad,102848,0.0001586,5.2
594,control,102782,0.0001585,5.2
595,hmm,102607,0.00015823,5.2
596,human,102595,0.00015821,5.2
597,drive,102436,0.00015797,5.2
598,hair,101852,0.00015707,5.2
599,jack,101666,0.00015678,5.2
600,bitch,101302,0.00015622,5.19
601,luck,101228,0.0001561,5.19
602,murder,101133,0.00015596,5.19
603,happens,100847,0.00015552,5.19
604,air,100137,0.00015442,5.19
605,ten,100133,0.00015441,5.19
606,daddy,100005,0.00015422,5.19
607,finally,99904,0.00015406,5.19
608,chuckles,99607,0.0001536,5.19
609,fast,99084,0.0001528,5.18
610,cold,99032,0.00015272,5.18
611,seem,98575,0.00015201,5.18
612,laughing,98420,0.00015177,5.18
613,words,98242,0.0001515,5.18
614,hospital,98076,0.00015124,5.18
615,street,98007,0.00015114,5.18
616,hang,97778,0.00015078,5.18
617,dance,97339,0.00015011,5.18
618,meeting,97328,0.00015009,5.18
619,till,97044,0.00014965,5.18
620,others,96631,0.00014901,5.17
621,catch,96609,0.00014898,5.17
622,follow,96529,0.00014886,5.17
623,sense,96442,0.00014872,5.17
624,sex,96431,0.00014871,5.17
625,lie,95930,0.00014793,5.17
626,evening,95321,0.00014699,5.17
627,master,95131,0.0001467,5.17
628,known,95125,0.00014669,5.17
629,dream,95089,0.00014664,5.17
630,write,94964,0.00014644,5.17
631,million,94514,0.00014575,5.16
632,voice,94104,0.00014512,5.16
633,sweet,94057,0.00014504,5.16
634,rather,94057,0.00014504,5.16
635,felt,93826,0.00014469,5.16
636,sign,92512,0.00014266,5.15
637,lucky,92377,0.00014245,5.15
638,somewhere,92265,0.00014228,5.15
639,bet,91573,0.00014121,5.15
640,jesus,91143,0.00014055,5.15
641,longer,91035,0.00014038,5.15
642,calling,90868,0.00014013,5.15
643,worked,90771,0.00013998,5.15
644,quiet,90552,0.00013964,5.15
645,looked,90441,0.00013947,5.14
646,less,90011,0.00013881,5.14
647,pull,89880,0.0001386,5.14
648,beat,89787,0.00013846,5.14
649,careful,89667,0.00013827,5.14
650,coffee,89650,0.00013825,5.14
651,return,89451,0.00013794,5.14
652,secret,89236,0.00013761,5.14
653,weeks,88925,0.00013713,5.14
654,weren,88427,0.00013636,5.13
655,date,88407,0.00013633,5.13
656,seeing,88192,0.000136,5.13
657,fall,87762,0.00013534,5.13
658,given,87738,0.0001353,5.13
659,ooh,87683,0.00013522,5.13
660,fault,87420,0.00013481,5.13
661,straight,87378,0.00013474,5.13
662,takes,86959,0.0001341,5.13
663,song,86877,0.00013397,5.13
664,future,86832,0.0001339,5.13
665,gentlemen,86660,0.00013364,5.13
666,loved,86138,0.00013283,5.12
667,changed,86133,0.00013283,5.12
668,road,85751,0.00013224,5.12
669,calm,85638,0.00013206,5.12
670,wonderful,85617,0.00013203,5.12
671,mad,85366,0.00013164,5.12
672,turned,85279,0.00013151,5.12
673,drop,85186,0.00013136,5.12
674,ladies,85029,0.00013112,5.12
675,learn,84936,0.00013098,5.12
676,step,84882,0.0001309,5.12
677,absolutely,84856,0.00013086,5.12
678,early,84836,0.00013082,5.12
679,explain,84368,0.0001301,5.11
680,clean,84238,0.0001299,5.11
681,piece,84224,0.00012988,5.11
682,yesterday,83823,0.00012926,5.11
683,throw,83679,0.00012904,5.11
684,picture,83461,0.0001287,5.11
685,land,83422,0.00012864,5.11
686,feet,83295,0.00012845,5.11
687,wonder,82903,0.00012784,5.11
688,questions,82887,0.00012782,5.11
689,speaking,82769,0.00012764,5.11
690,worth,82559,0.00012731,5.1
691,darling,82240,0.00012682,5.1
692,dude,82190,0.00012674,5.1
693,giving,82085,0.00012658,5.1
694,president,81980,0.00012642,5.1
695,eye,81953,0.00012638,5.1
696,quick,81548,0.00012575,5.1
697,moving,81193,0.00012521,5.1
698,figure,81048,0.00012498,5.1
699,state,80818,0.00012463,5.1
700,strong,80501,0.00012414,5.09
701,sam,80423,0.00012402,5.09
702,none,80315,0.00012385,5.09
703,amazing,80267,0.00012378,5.09
704,ones,79546,0.00012267,5.09
705,works,79323,0.00012232,5.09
706,act,79020,0.00012186,5.09
707,needed,78920,0.0001217,5.09
708,weird,78317,0.00012077,5.08
709,law,78264,0.00012069,5.08
710,worried,78083,0.00012041,5.08
711,report,77824,0.00012001,5.08
712,goodbye,77514,0.00011953,5.08
713,missing,77326,0.00011924,5.08
714,choice,77197,0.00011904,5.08
715,happening,77052,0.00011882,5.07
716,chief,76951,0.00011867,5.07
717,wedding,76940,0.00011865,5.07
718,strange,76863,0.00011853,5.07
719,general,76816,0.00011846,5.07
720,pain,76799,0.00011843,5.07
721,kidding,76744,0.00011835,5.07
722,decided,76683,0.00011825,5.07
723,ya,76658,0.00011821,5.07
724,pass,76635,0.00011818,5.07
725,tired,76540,0.00011803,5.07
726,class,76489,0.00011795,5.07
727,officer,76015,0.00011722,5.07
728,kept,75930,0.00011709,5.07
729,wake,75776,0.00011685,5.07
730,worse,75595,0.00011657,5.07
731,busy,75557,0.00011652,5.07
732,eh,75178,0.00011593,5.06
733,mistake,74957,0.00011559,5.06
734,kiss,74790,0.00011533,5.06
735,court,74580,0.00011501,5.06
736,building,74492,0.00011487,5.06
737,finish,74299,0.00011458,5.06
738,during,74298,0.00011457,5.06
739,age,74262,0.00011452,5.06
740,ship,74224,0.00011446,5.06
741,caught,74060,0.00011421,5.06
742,marry,73938,0.00011402,5.06
743,meant,73929,0.00011401,5.06
744,sell,73802,0.00011381,5.06
745,dark,73770,0.00011376,5.06
746,watching,73700,0.00011365,5.06
747,system,73678,0.00011362,5.06
748,suppose,73465,0.00011329,5.05
749,evidence,73113,0.00011275,5.05
750,movie,73070,0.00011268,5.05
751,ride,73070,0.00011268,5.05
752,completely,72777,0.00011223,5.05
753,mouth,72733,0.00011216,5.05
754,totally,72478,0.00011177,5.05
755,birthday,72140,0.00011125,5.05
756,tv,72054,0.00011111,5.05
757,forgive,71915,0.0001109,5.04
758,born,71906,0.00011089,5.04
759,imagine,71873,0.00011083,5.04
760,information,71840,0.00011078,5.04
761,instead,71571,0.00011037,5.04
762,definitely,71524,0.0001103,5.04
763,security,71503,0.00011026,5.04
764,certainly,71435,0.00011016,5.04
765,film,71407,0.00011012,5.04
766,month,71163,0.00010974,5.04
767,lying,71098,0.00010964,5.04
768,unless,70979,0.00010946,5.04
769,train,70974,0.00010945,5.04
770,seven,70968,0.00010944,5.04
771,wear,70955,0.00010942,5.04
772,clothes,70929,0.00010938,5.04
773,michael,70741,0.00010909,5.04
774,hotel,70659,0.00010896,5.04
775,christmas,70624,0.00010891,5.04
776,attack,70583,0.00010885,5.04
777,hasn,70449,0.00010864,5.04
778,round,70043,0.00010801,5.03
779,expect,69614,0.00010735,5.03
780,sing,69575,0.00010729,5.03
781,terrible,69499,0.00010717,5.03
782,george,69441,0.00010708,5.03
783,bag,69186,0.00010669,5.03
784,history,69119,0.00010659,5.03
