rank,word,frequency,zipf
1032,tomorrow,0.000105,5.02
1033,track,0.000105,5.02
1034,via,0.000105,5.02
1035,watching,0.000105,5.02
1036,weight,0.000105,5.02
1037,addition,0.000102,5.01
1038,ahead,0.000102,5.01
1039,allow,0.000102,5.01
1040,anti,0.000102,5.01
1041,association,0.000102,5.01
1042,beat,0.000102,5.01
1043,brown,0.000102,5.01
1044,capital,0.000102,5.01
1045,chinese,0.000102,5.01
1046,committee,0.000102,5.01
1047,conference,0.000102,5.01
1048,difference,0.000102,5.01
1049,double,0.000102,5.01
1050,expect,0.000102,5.01
1051,gas,0.000102,5.01
1052,island,0.000102,5.01
1053,moved,0.000102,5.01
1054,normal,0.000102,5.01
1055,plans,0.000102,5.01
1056,population,0.000102,5.01
1057,potential,0.000102,5.01
1058,pressure,0.000102,5.01
1059,radio,0.000102,5.01
1060,russian,0.000102,5.01
1061,station,0.000102,5.01
1062,text,0.000102,5.01
1063,treatment,0.000102,5.01
1064,western,0.000102,5.01
1065,ass,0.0001,5.0
1066,beginning,0.0001,5.0
1067,california,0.0001,5.0
1068,campaign,0.0001,5.0
1069,certainly,0.0001,5.0
1070,completely,0.0001,5.0
1071,content,0.0001,5.0
1072,credit,0.0001,5.0
1073,cross,0.0001,5.0
1074,described,0.0001,5.0
1075,despite,0.0001,5.0
1076,female,0.0001,5.0
1077,focus,0.0001,5.0
1078,g,0.0001,5.0
1079,hi,0.0001,5.0
1080,husband,0.0001,5.0
1081,ice,0.0001,5.0
1082,individual,0.0001,5.0
1083,interesting,0.0001,5.0
1084,j,0.0001,5.0
1085,join,0.0001,5.0
1086,kept,0.0001,5.0
1087,leading,0.0001,5.0
1088,loved,0.0001,5.0
1089,message,0.0001,5.0
1090,miles,0.0001,5.0
1091,nearly,0.0001,5.0
1092,particular,0.0001,5.0
1093,previous,0.0001,5.0
1094,quickly,0.0001,5.0
1095,region,0.0001,5.0
1096,reported,0.0001,5.0
1097,section,0.0001,5.0
1098,sort,0.0001,5.0
1099,speed,0.0001,5.0
1100,travel,0.0001,5.0
1101,consider,9.77e-05,4.99
1102,contact,9.77e-05,4.99
1103,drop,9.77e-05,4.99
1104,fair,9.77e-05,4.99
1105,feet,9.77e-05,4.99
1106,jesus,9.77e-05,4.99
1107,kid,9.77e-05,4.99
1108,link,9.77e-05,4.99
1109,positive,9.77e-05,4.99
1110,sale,9.77e-05,4.99
1111,throughout,9.77e-05,4.99
1112,tour,9.77e-05,4.99
1113,welcome,9.77e-05,4.99
1114,absolutely,9.55e-05,4.98
1115,additional,9.55e-05,4.98
1116,beyond,9.55e-05,4.98
1117,conditions,9.55e-05,4.98
1118,earlier,9.55e-05,4.98
1119,extra,9.55e-05,4.98
1120,forces,9.55e-05,4.98
1121,immediately,9.55e-05,4.98
1122,jobs,9.55e-05,4.98
1123,leaving,9.55e-05,4.98
1124,minute,9.55e-05,4.98
1125,nature,9.55e-05,4.98
1126,numbers,9.55e-05,4.98
1127,quick,9.55e-05,4.98
1128,sell,9.55e-05,4.98
1129,significant,9.55e-05,4.98
1130,studies,9.55e-05,4.98
1131,unless,9.55e-05,4.98
1132,winning,9.55e-05,4.98
1133,agree,9.33e-05,4.97
1134,canada,9.33e-05,4.97
1135,clean,9.33e-05,4.97
1136,computer,9.33e-05,4.97
1137,construction,9.33e-05,4.97
1138,episode,9.33e-05,4.97
1139,favorite,9.33e-05,4.97
1140,income,9.33e-05,4.97
1141,justice,9.33e-05,4.97
1142,levels,9.33e-05,4.97
1143,manager,9.33e-05,4.97
1144,movement,9.33e-05,4.97
1145,photo,9.33e-05,4.97
1146,posted,9.33e-05,4.97
1147,safety,9.33e-05,4.97
1148,san,9.33e-05,4.97
1149,scene,9.33e-05,4.97
1150,sold,9.33e-05,4.97
1151,sounds,9.33e-05,4.97
1152,spend,9.33e-05,4.97
1153,statement,9.33e-05,4.97
1154,sun,9.33e-05,4.97
1155,teams,9.33e-05,4.97
1156,ability,9.12e-05,4.96
1157,announced,9.12e-05,4.96
1158,asking,9.12e-05,4.96
1159,calling,9.12e-05,4.96
1160,coach,9.12e-05,4.96
1161,collection,9.12e-05,4.96
1162,continued,9.12e-05,4.96
1163,costs,9.12e-05,4.96
1164,definitely,9.12e-05,4.96
1165,designed,9.12e-05,4.96
1166,expected,9.12e-05,4.96
1167,friday,9.12e-05,4.96
1168,gun,9.12e-05,4.96
1169,happens,9.12e-05,4.96
1170,heavy,9.12e-05,4.96
1171,includes,9.12e-05,4.96
1172,knowledge,9.12e-05,4.96
1173,particularly,9.12e-05,4.96
1174,search,9.12e-05,4.96
1175,subject,9.12e-05,4.96
1176,train,9.12e-05,4.96
1177,wide,9.12e-05,4.96
1178,wow,9.12e-05,4.96
1179,author,8.91e-05,4.95
1180,centre,8.91e-05,4.95
1181,claim,8.91e-05,4.95
1182,dad,8.91e-05,4.95
1183,developed,8.91e-05,4.95
1184,fear,8.91e-05,4.95
1185,fit,8.91e-05,4.95
1186,generally,8.91e-05,4.95
1187,german,8.91e-05,4.95
1188,global,8.91e-05,4.95
1189,goals,8.91e-05,4.95
1190,gotta,8.91e-05,4.95
1191,hotel,8.91e-05,4.95
1192,interested,8.91e-05,4.95
1193,judge,8.91e-05,4.95
1194,lady,8.91e-05,4.95
1195,leader,8.91e-05,4.95
1196,letter,8.91e-05,4.95
1197,lines,8.91e-05,4.95
1198,material,8.91e-05,4.95
1199,named,8.91e-05,4.95
1200,nobody,8.91e-05,4.95
1201,opportunity,8.91e-05,4.95
1202,plus,8.91e-05,4.95
1203,pre,8.91e-05,4.95
1204,product,8.91e-05,4.95
1205,regular,8.91e-05,4.95
1206,secretary,8.91e-05,4.95
1207,sister,8.91e-05,4.95
1208,stories,8.91e-05,4.95
1209,unit,8.91e-05,4.95
1210,workers,8.91e-05,4.95
1211,annual,8.71e-05,4.94
1212,anymore,8.71e-05,4.94
1213,bar,8.71e-05,4.94
1214,battle,8.71e-05,4.94
1215,brain,8.71e-05,4.94
1216,contract,8.71e-05,4.94
1217,degree,8.71e-05,4.94
1218,families,8.71e-05,4.94
1219,features,8.71e-05,4.94
1220,finished,8.71e-05,4.94
1221,floor,8.71e-05,4.94
1222,france,8.71e-05,4.94
1223,growing,8.71e-05,4.94
1224,hurt,8.71e-05,4.94
1225,image,8.71e-05,4.94
1226,insurance,8.71e-05,4.94
1227,majority,8.71e-05,4.94
1228,meant,8.71e-05,4.94
1229,opening,8.71e-05,4.94
1230,opinion,8.71e-05,4.94
1231,physical,8.71e-05,4.94
1232,pro,8.71e-05,4.94
1233,reach,8.71e-05,4.94
1234,rule,8.71e-05,4.94
1235,seriously,8.71e-05,4.94
1236,sports,8.71e-05,4.94
1237,stupid,8.71e-05,4.94
1238,successful,8.71e-05,4.94
1239,active,8.51e-05,4.93
1240,administration,8.51e-05,4.93
1241,approach,8.51e-05,4.93
1242,australian,8.51e-05,4.93
1243,biggest,8.51e-05,4.93
1244,cancer,8.51e-05,4.93
1245,civil,8.51e-05,4.93
1246,dance,8.51e-05,4.93
1247,defense,8.51e-05,4.93
1248,direction,8.51e-05,4.93
1249,independent,8.51e-05,4.93
1250,master,8.51e-05,4.93
1251,none,8.51e-05,4.93
1252,reasons,8.51e-05,4.93
1253,russia,8.51e-05,4.93
1254,ship,8.51e-05,4.93
1255,stock,8.51e-05,4.93
1256,trump,8.51e-05,4.93
1257,weekend,8.51e-05,4.93
1258,wonder,8.51e-05,4.93
1259,worst,8.51e-05,4.93
1260,africa,8.32e-05,4.92
1261,awesome,8.32e-05,4.92
1262,band,8.32e-05,4.92
1263,beach,8.32e-05,4.92
1264,cash,8.32e-05,4.92
1265,clearly,8.32e-05,4.92
1266,commercial,8.32e-05,4.92
1267,compared,8.32e-05,4.92
1268,effort,8.32e-05,4.92
1269,ended,8.32e-05,4.92
1270,fan,8.32e-05,4.92
1271,fighting,8.32e-05,4.92
1272,imagine,8.32e-05,4.92
1273,impact,8.32e-05,4.92
1274,lack,8.32e-05,4.92
1275,latest,8.32e-05,4.92
1276,learning,8.32e-05,4.92
1277,multiple,8.32e-05,4.92
1278,older,8.32e-05,4.92
1279,operation,8.32e-05,4.92
1280,organization,8.32e-05,4.92
1281,passed,8.32e-05,4.92
1282,pictures,8.32e-05,4.92
1283,protect,8.32e-05,4.92
1284,secret,8.32e-05,4.92
1285,senior,8.32e-05,4.92
1286,spring,8.32e-05,4.92
1287,sunday,8.32e-05,4.92
1288,telling,8.32e-05,4.92
1289,wear,8.32e-05,4.92
1290,activities,8.13e-05,4.91
1291,address,8.13e-05,4.91
1292,analysis,8.13e-05,4.91
1293,anyway,8.13e-05,4.91
1294,bought,8.13e-05,4.91
1295,calls,8.13e-05,4.91
1296,choose,8.13e-05,4.91
1297,christmas,8.13e-05,4.91
1298,color,8.13e-05,4.91
1299,commission,8.13e-05,4.91
1300,competition,8.13e-05,4.91
1301,details,8.13e-05,4.91
1302,direct,8.13e-05,4.91
1303,dream,8.13e-05,4.91
1304,easily,8.13e-05,4.91
1305,finish,8.13e-05,4.91
1306,grand,8.13e-05,4.91
1307,here's,8.13e-05,4.91
1308,increased,8.13e-05,4.91
1309,indian,8.13e-05,4.91
1310,k,8.13e-05,4.91
1311,literally,8.13e-05,4.91
1312,luck,8.13e-05,4.91
1313,marriage,8.13e-05,4.91
1314,names,8.13e-05,4.91
1315,necessary,8.13e-05,4.91
1316,patients,8.13e-05,4.91
1317,resources,8.13e-05,4.91
1318,rich,8.13e-05,4.91
1319,skin,8.13e-05,4.91
1320,speaking,8.13e-05,4.91
1321,supposed,8.13e-05,4.91
1322,sweet,8.13e-05,4.91
1323,thus,8.13e-05,4.91
1324,touch,8.13e-05,4.91
1325,yesterday,8.13e-05,4.91
1326,caught,7.94e-05,4.9
1327,closed,7.94e-05,4.9
1328,congress,7.94e-05,4.9
1329,damage,7.94e-05,4.9
1330,directly,7.94e-05,4.9
1331,disease,7.94e-05,4.9
1332,doctor,7.94e-05,4.9
1333,doubt,7.94e-05,4.9
1334,drink,7.94e-05,4.9
1335,driving,7.94e-05,4.9
1336,established,7.94e-05,4.9
1337,facebook,7.94e-05,4.9
1338,feels,7.94e-05,4.9
1339,fish,7.94e-05,4.9
1340,gay,7.94e-05,4.9
1341,germany,7.94e-05,4.9
1342,glad,7.94e-05,4.9
1343,greater,7.94e-05,4.9
1344,grow,7.94e-05,4.9
1345,largest,7.94e-05,4.9
1346,machine,7.94e-05,4.9
1347,notice,7.94e-05,4.9
1348,overall,7.94e-05,4.9
1349,planning,7.94e-05,4.9
1350,professor,7.94e-05,4.9
1351,programs,7.94e-05,4.9
1352,records,7.94e-05,4.9
1353,reports,7.94e-05,4.9
1354,shown,7.94e-05,4.9
1355,sit,7.94e-05,4.9
1356,trip,7.94e-05,4.9
1357,associated,7.76e-05,4.89
1358,basic,7.76e-05,4.89
1359,captain,7.76e-05,4.89
1360,carry,7.76e-05,4.89
1361,cars,7.76e-05,4.89
1362,crime,7.76e-05,4.89
1363,effective,7.76e-05,4.89
1364,effects,7.76e-05,4.89
1365,explain,7.76e-05,4.89
1366,fully,7.76e-05,4.89
1367,highly,7.76e-05,4.89
1368,holding,7.76e-05,4.89
1369,japan,7.76e-05,4.89
1370,laws,7.76e-05,4.89
1371,male,7.76e-05,4.89
1372,mrs,7.76e-05,4.89
1373,parties,7.76e-05,4.89
1374,plant,7.76e-05,4.89
1375,reality,7.76e-05,4.89
1376,smith,7.76e-05,4.89
1377,spot,7.76e-05,4.89
1378,texas,7.76e-05,4.89
1379,we'll,7.76e-05,4.89
1380,winter,7.76e-05,4.89
1381,worse,7.76e-05,4.89
1382,advice,7.59e-05,4.88
1383,agreement,7.59e-05,4.88
1384,ain't,7.59e-05,4.88
1385,award,7.59e-05,4.88
1386,block,7.59e-05,4.88
1387,broken,7.59e-05,4.88
1388,caused,7.59e-05,4.88
1389,challenge,7.59e-05,4.88
1390,characters,7.59e-05,4.88
1391,christian,7.59e-05,4.88
1392,comment,7.59e-05,4.88
1393,equipment,7.59e-05,4.88
1394,eventually,7.59e-05,4.88
1395,helped,7.59e-05,4.88
1396,holy,7.59e-05,4.88
1397,killing,7.59e-05,4.88
1398,lived,7.59e-05,4.88
1399,lots,7.59e-05,4.88
1400,nation,7.59e-05,4.88
1401,otherwise,7.59e-05,4.88
1402,peter,7.59e-05,4.88
1403,prices,7.59e-05,4.88
1404,primary,7.59e-05,4.88
1405,purpose,7.59e-05,4.88
1406,rates,7.59e-05,4.88
1407,responsible,7.59e-05,4.88
1408,shop,7.59e-05,4.88
1409,showing,7.59e-05,4.88
1410,sick,7.59e-05,4.88
1411,teacher,7.59e-05,4.88
1412,theory,7.59e-05,4.88
1413,uses,7.59e-05,4.88
1414,william,7.59e-05,4.88
1415,agency,7.41e-05,4.87
1416,avoid,7.41e-05,4.87
1417,camera,7.41e-05,4.87
1418,catch,7.41e-05,4.87
1419,cell,7.41e-05,4.87
1420,coast,7.41e-05,4.87
1421,comments,7.41e-05,4.87
1422,drug,7.41e-05,4.87
1423,economy,7.41e-05,4.87
1424,environment,7.41e-05,4.87
1425,executive,7.41e-05,4.87
1426,foot,7.41e-05,4.87
1427,hall,7.41e-05,4.87
1428,mass,7.41e-05,4.87
1429,meaning,7.41e-05,4.87
1430,mission,7.41e-05,4.87
1431,nine,7.41e-05,4.87
1432,officers,7.41e-05,4.87
1433,operations,7.41e-05,4.87
1434,politics,7.41e-05,4.87
1435,pop,7.41e-05,4.87
1436,produced,7.41e-05,4.87
1437,ran,7.41e-05,4.87
1438,saturday,7.41e-05,4.87
1439,status,7.41e-05,4.87
1440,therefore,7.41e-05,4.87
1441,trial,7.41e-05,4.87
1442,truly,7.41e-05,4.87
1443,weather,7.41e-05,4.87
1444,activity,7.24e-05,4.86
1445,app,7.24e-05,4.86
1446,application,7.24e-05,4.86
1447,claims,7.24e-05,4.86
1448,coffee,7.24e-05,4.86
1449,complex,7.24e-05,4.86
1450,condition,7.24e-05,4.86
1451,division,7.24e-05,4.86
1452,evening,7.24e-05,4.86
1453,flight,7.24e-05,4.86
1454,freedom,7.24e-05,4.86
1455,google,7.24e-05,4.86
1456,heat,7.24e-05,4.86
1457,highest,7.24e-05,4.86
1458,interview,7.24e-05,4.86
1459,library,7.24e-05,4.86
1460,located,7.24e-05,4.86
1461,location,7.24e-05,4.86
1462,murder,7.24e-05,4.86
1463,obama,7.24e-05,4.86
1464,offered,7.24e-05,4.86
1465,putting,7.24e-05,4.86
1466,queen,7.24e-05,4.86
1467,seconds,7.24e-05,4.86
1468,showed,7.24e-05,4.86
1469,sitting,7.24e-05,4.86
1470,standing,7.24e-05,4.86
1471,stars,7.24e-05,4.86
1472,walking,7.24e-05,4.86
1473,accept,7.08e-05,4.85
1474,actual,7.08e-05,4.85
1475,appear,7.08e-05,4.85
1476,attempt,7.08e-05,4.85
1477,broke,7.08e-05,4.85
1478,channel,7.08e-05,4.85
1479,distance,7.08e-05,4.85
1480,eating,7.08e-05,4.85
1481,exchange,7.08e-05,4.85
1482,fat,7.08e-05,4.85
1483,fell,7.08e-05,4.85
1484,finding,7.08e-05,4.85
1485,glass,7.08e-05,4.85
1486,learned,7.08e-05,4.85
1487,losing,7.08e-05,4.85
1488,mobile,7.08e-05,4.85
1489,northern,7.08e-05,4.85
1490,opened,7.08e-05,4.85
1491,placed,7.08e-05,4.85
1492,powerful,7.08e-05,4.85
1493,prior,7.08e-05,4.85
1494,protection,7.08e-05,4.85
1495,reached,7.08e-05,4.85
1496,receive,7.08e-05,4.85
1497,religious,7.08e-05,4.85
1498,ride,7.08e-05,4.85
1499,robert,7.08e-05,4.85
1500,royal,7.08e-05,4.85
1501,screen,7.08e-05,4.85
1502,serve,7.08e-05,4.85
1503,signed,7.08e-05,4.85
1504,slow,7.08e-05,4.85
1505,species,7.08e-05,4.85
1506,speech,7.08e-05,4.85
1507,traffic,7.08e-05,4.85
1508,tree,7.08e-05,4.85
1509,types,7.08e-05,4.85
1510,vs,7.08e-05,4.85
1511,wearing,7.08e-05,4.85
1512,who's,7.08e-05,4.85
1513,whom,7.08e-05,4.85
1514,wonderful,7.08e-05,4.85
1515,agreed,6.92e-05,4.84
1516,airport,6.92e-05,4.84
1517,animals,6.92e-05,4.84
1518,appears,6.92e-05,4.84
1519,begin,6.92e-05,4.84
1520,benefits,6.92e-05,4.84
1521,bottom,6.92e-05,4.84
1522,cities,6.92e-05,4.84
1523,demand,6.92e-05,4.84
1524,engine,6.92e-05,4.84
1525,everybody,6.92e-05,4.84
1526,famous,6.92e-05,4.84
1527,ideas,6.92e-05,4.84
1528,investment,6.92e-05,4.84
1529,keeping,6.92e-05,4.84
1530,lie,6.92e-05,4.84
1531,notes,6.92e-05,4.84
1532,partner,6.92e-05,4.84
1533,plays,6.92e-05,4.84
1534,raised,6.92e-05,4.84
1535,runs,6.92e-05,4.84
1536,sad,6.92e-05,4.84
1537,solution,6.92e-05,4.84
1538,songs,6.92e-05,4.84
1539,sources,6.92e-05,4.84
1540,southern,6.92e-05,4.84
1541,square,6.92e-05,4.84
1542,stopped,6.92e-05,4.84
1543,structure,6.92e-05,4.84
1544,thomas,6.92e-05,4.84
1545,traditional,6.92e-05,4.84
1546,twice,6.92e-05,4.84
1547,wind,6.92e-05,4.84
1548,worry,6.92e-05,4.84
1549,1st,6.76e-05,4.83
1550,americans,6.76e-05,4.83
1551,appeared,6.76e-05,4.83
1552,becomes,6.76e-05,4.83
1553,brand,6.76e-05,4.83
1554,bus,6.76e-05,4.83
1555,cent,6.76e-05,4.83
1556,chicago,6.76e-05,4.83
1557,count,6.76e-05,4.83
1558,covered,6.76e-05,4.83
1559,critical,6.76e-05,4.83
1560,digital,6.76e-05,4.83
1561,forced,6.76e-05,4.83
1562,fourth,6.76e-05,4.83
1563,fresh,6.76e-05,4.83
1564,lake,6.76e-05,4.83
1565,mental,6.76e-05,4.83
1566,mentioned,6.76e-05,4.83
1567,missed,6.76e-05,4.83
1568,mostly,6.76e-05,4.83
1569,mouth,6.76e-05,4.83
1570,owner,6.76e-05,4.83
1571,photos,6.76e-05,4.83
1572,previously,6.76e-05,4.83
1573,realize,6.76e-05,4.83
1574,remain,6.76e-05,4.83
1575,scale,6.76e-05,4.83
1576,score,6.76e-05,4.83
1577,separate,6.76e-05,4.83
1578,smart,6.76e-05,4.83
1579,starts,6.76e-05,4.83
1580,surface,6.76e-05,4.83
1581,throw,6.76e-05,4.83
1582,tom,6.76e-05,4.83
1583,totally,6.76e-05,4.83
1584,twitter,6.76e-05,4.83
1585,views,6.76e-05,4.83
1586,wedding,6.76e-05,4.83
1587,you'd,6.76e-05,4.83
1588,acting,6.61e-05,4.82
1589,actions,6.61e-05,4.82
1590,african,6.61e-05,4.82
1591,arms,6.61e-05,4.82
1592,benefit,6.61e-05,4.82
1593,budget,6.61e-05,4.82
1594,click,6.61e-05,4.82
1595,estate,6.61e-05,4.82
1596,failed,6.61e-05,4.82
1597,faith,6.61e-05,4.82
1598,fashion,6.61e-05,4.82
1599,feature,6.61e-05,4.82
1600,fund,6.61e-05,4.82
1601,generation,6.61e-05,4.82
1602,hearing,6.61e-05,4.82
1603,hill,6.61e-05,4.82
1604,jack,6.61e-05,4.82
1605,larger,6.61e-05,4.82
1606,louis,6.61e-05,4.82
1607,metal,6.61e-05,4.82
1608,mid,6.61e-05,4.82
1609,paris,6.61e-05,4.82
1610,profile,6.61e-05,4.82
1611,pull,6.61e-05,4.82
1612,push,6.61e-05,4.82
1613,returned,6.61e-05,4.82
1614,rose,6.61e-05,4.82
1615,seat,6.61e-05,4.82
1616,seemed,6.61e-05,4.82
1617,sexual,6.61e-05,4.82
1618,shouldn't,6.61e-05,4.82
1619,target,6.61e-05,4.82
1620,understanding,6.61e-05,4.82
1621,village,6.61e-05,4.82
1622,agent,6.46e-05,4.81
1623,animal,6.46e-05,4.81
1624,apply,6.46e-05,4.81
1625,authority,6.46e-05,4.81
1626,basis,6.46e-05,4.81
1627,becoming,6.46e-05,4.81
1628,chris,6.46e-05,4.81
1629,draw,6.46e-05,4.81
1630,dude,6.46e-05,4.81
1631,employees,6.46e-05,4.81
1632,enter,6.46e-05,4.81
1633,ex,6.46e-05,4.81
1634,follows,6.46e-05,4.81
1635,foundation,6.46e-05,4.81
1636,gain,6.46e-05,4.81
1637,http,6.46e-05,4.81
1638,individuals,6.46e-05,4.81
1639,japanese,6.46e-05,4.81
1640,leaders,6.46e-05,4.81
1641,memory,6.46e-05,4.81
1642,prime,6.46e-05,4.81
1643,projects,6.46e-05,4.81
1644,ring,6.46e-05,4.81
1645,rise,6.46e-05,4.81
1646,selling,6.46e-05,4.81
1647,served,6.46e-05,4.81
1648,silver,6.46e-05,4.81
1649,soul,6.46e-05,4.81
1650,spread,6.46e-05,4.81
1651,supply,6.46e-05,4.81
1652,waste,6.46e-05,4.81
1653,weird,6.46e-05,4.81
1654,adult,6.31e-05,4.8
1655,apparently,6.31e-05,4.8
1656,artist,6.31e-05,4.8
1657,chairman,6.31e-05,4.8
1658,edition,6.31e-05,4.8
1659,engineering,6.31e-05,4.8
1660,grade,6.31e-05,4.8
1661,happening,6.31e-05,4.8
1662,healthy,6.31e-05,4.8
1663,institute,6.31e-05,4.8
1664,method,6.31e-05,4.8
1665,mike,6.31e-05,4.8
1666,monday,6.31e-05,4.8
1667,nations,6.31e-05,4.8
1668,obviously,6.31e-05,4.8
1669,option,6.31e-05,4.8
1670,prison,6.31e-05,4.8
1671,provides,6.31e-05,4.8
1672,remains,6.31e-05,4.8
1673,senate,6.31e-05,4.8
1674,smaller,6.31e-05,4.8
1675,somebody,6.31e-05,4.8
1676,stone,6.31e-05,4.8
1677,strength,6.31e-05,4.8
1678,users,6.31e-05,4.8
1679,wild,6.31e-05,4.8
1680,window,6.31e-05,4.8
1681,winner,6.31e-05,4.8
1682,arrived,6.17e-05,4.79
1683,bag,6.17e-05,4.79
1684,bet,6.17e-05,4.79
1685,camp,6.17e-05,4.79
1686,cast,6.17e-05,4.79
1687,christ,6.17e-05,4.79
1688,continues,6.17e-05,4.79
1689,correct,6.17e-05,4.79
1690,dangerous,6.17e-05,4.79
1691,ed,6.17e-05,4.79
1692,extremely,6.17e-05,4.79
1693,firm,6.17e-05,4.79
1694,greatest,6.17e-05,4.79
1695,handle,6.17e-05,4.79
1696,improve,6.17e-05,4.79
1697,indeed,6.17e-05,4.79
1698,leaves,6.17e-05,4.79
1699,movies,6.17e-05,4.79
1700,negative,6.17e-05,4.79
1701,prevent,6.17e-05,4.79
1702,removed,6.17e-05,4.79
1703,richard,6.17e-05,4.79
1704,spirit,6.17e-05,4.79
1705,television,6.17e-05,4.79
1706,till,6.17e-05,4.79
1707,trouble,6.17e-05,4.79
1708,usa,6.17e-05,4.79
1709,videos,6.17e-05,4.79
1710,advantage,6.03e-05,4.78
1711,apart,6.03e-05,4.78
1712,aware,6.03e-05,4.78
1713,cat,6.03e-05,4.78
1714,customers,6.03e-05,4.78
1715,decide,6.03e-05,4.78
1716,dinner,6.03e-05,4.78
1717,dollars,6.03e-05,4.78
1718,eastern,6.03e-05,4.78
1719,fifth,6.03e-05,4.78
1720,function,6.03e-05,4.78
1721,gift,6.03e-05,4.78
1722,helping,6.03e-05,4.78
1723,herself,6.03e-05,4.78
1724,impossible,6.03e-05,4.78
1725,influence,6.03e-05,4.78
1726,items,6.03e-05,4.78
1727,joe,6.03e-05,4.78
1728,los,6.03e-05,4.78
1729,marketing,6.03e-05,4.78
1730,mary,6.03e-05,4.78
1731,materials,6.03e-05,4.78
1732,nor,6.03e-05,4.78
1733,produce,6.03e-05,4.78
1734,progress,6.03e-05,4.78
1735,proud,6.03e-05,4.78
1736,require,6.03e-05,4.78
1737,shooting,6.03e-05,4.78
1738,shut,6.03e-05,4.78
1739,standards,6.03e-05,4.78
1740,tells,6.03e-05,4.78
1741,thinks,6.03e-05,4.78
1742,van,6.03e-05,4.78
1743,wood,6.03e-05,4.78
1744,background,5.89e-05,4.77
1745,birth,5.89e-05,4.77
1746,bridge,5.89e-05,4.77
1747,carried,5.89e-05,4.77
1748,charles,5.89e-05,4.77
1749,classes,5.89e-05,4.77
1750,completed,5.89e-05,4.77
1751,concept,5.89e-05,4.77
1752,copy,5.89e-05,4.77
1753,dear,5.89e-05,4.77
1754,dogs,5.89e-05,4.77
1755,drugs,5.89e-05,4.77
1756,efforts,5.89e-05,4.77
1757,garden,5.89e-05,4.77
1758,host,5.89e-05,4.77
1759,housing,5.89e-05,4.77
1760,inc,5.89e-05,4.77
1761,israel,5.89e-05,4.77
1762,journal,5.89e-05,4.77
1763,labor,5.89e-05,4.77
1764,leadership,5.89e-05,4.77
1765,length,5.89e-05,4.77
1766,lucky,5.89e-05,4.77
1767,neither,5.89e-05,4.77
1768,onto,5.89e-05,4.77
1769,patient,5.89e-05,4.77
1770,possibly,5.89e-05,4.77
1771,prove,5.89e-05,4.77
1772,rare,5.89e-05,4.77
1773,setting,5.89e-05,4.77
1774,skills,5.89e-05,4.77
1775,software,5.89e-05,4.77
1776,thousands,5.89e-05,4.77
1777,tough,5.89e-05,4.77
1778,units,5.89e-05,4.77
1779,ad,5.75e-05,4.76
1780,alive,5.75e-05,4.76
1781,apple,5.75e-05,4.76
1782,balance,5.75e-05,4.76
1783,birthday,5.75e-05,4.76
1784,bitch,5.75e-05,4.76
1785,boss,5.75e-05,4.76
1786,cards,5.75e-05,4.76
1787,changing,5.75e-05,4.76
1788,connection,5.75e-05,4.76
1789,dress,5.75e-05,4.76
1790,easier,5.75e-05,4.76
1791,fellow,5.75e-05,4.76
1792,florida,5.75e-05,4.76
1793,horse,5.75e-05,4.76
1794,knowing,5.75e-05,4.76
1795,liked,5.75e-05,4.76
1796,magic,5.75e-05,4.76
1797,managed,5.75e-05,4.76
1798,map,5.75e-05,4.76
1799,net,5.75e-05,4.76
1800,owned,5.75e-05,4.76
1801,request,5.75e-05,4.76
1802,stick,5.75e-05,4.76
1803,they've,5.75e-05,4.76
1804,turns,5.75e-05,4.76
1805,vehicle,5.75e-05,4.76
1806,volume,5.75e-05,4.76
1807,wake,5.75e-05,4.76
1808,aid,5.62e-05,4.75
1809,beauty,5.62e-05,4.75
1810,believed,5.62e-05,4.75
1811,billion,5.62e-05,4.75
1812,busy,5.62e-05,4.75
1813,buying,5.62e-05,4.75
1814,cells,5.62e-05,4.75
1815,concerned,5.62e-05,4.75
1816,conversation,5.62e-05,4.75
1817,corner,5.62e-05,4.75
1818,criminal,5.62e-05,4.75
1819,cultural,5.62e-05,4.75
1820,develop,5.62e-05,4.75
