learning_rank,word,wf_rank,wf_pct,wf_zipf,sub_rank,sub_pct,sub_zipf,ox_cefr,ox_pos,learning_score
848,might,207,0.85,5.66,220,1.28,5.75,A2,modal auxiliary,0.002765
849,drift,9323,0.01,3.82,7309,0.01,3.78,,,0.00277
850,half,374,0.48,5.41,491,0.48,5.33,A2,"adverb, determiner, noun, pronoun",0.002774
851,suicide,2409,0.08,4.62,1543,0.11,4.68,B1,noun,0.002775
852,chaos,4509,0.03,4.27,3514,0.04,4.22,B1,noun,0.002775
853,mars,4538,0.03,4.27,3546,0.04,4.22,,,0.002775
854,pleasant,4973,0.03,4.22,3209,0.04,4.27,A2,adjective,0.002775
855,mark,949,0.21,5.05,870,0.21,4.98,A2,"noun, verb",0.002783
856,barber,9440,0.01,3.81,7459,0.01,3.77,A2,noun,0.002785
857,backup,5006,0.03,4.21,3275,0.04,4.26,B2,noun,0.002788
858,blown,5009,0.03,4.21,3250,0.04,4.26,,,0.002788
859,owns,5071,0.03,4.21,3291,0.04,4.26,,,0.002788
860,streets,2233,0.09,4.66,1775,0.09,4.6,,,0.002799
861,fatty,9607,0.01,3.8,7598,0.01,3.76,,,0.002799
862,righteous,9663,0.01,3.8,7606,0.01,3.76,,,0.002799
863,powder,4699,0.03,4.25,3661,0.04,4.2,B2,"noun, verb",0.002801
864,ye,4729,0.03,4.25,3618,0.04,4.2,,,0.002801
865,loyal,5141,0.03,4.2,3302,0.04,4.25,B1,adjective,0.002801
866,punk,5159,0.03,4.2,3367,0.04,4.25,,,0.002801
867,along,410,0.45,5.38,520,0.45,5.3,A2,"adverb, preposition",0.002805
868,paul,997,0.2,5.03,921,0.2,4.96,,,0.002806
869,journey,2256,0.08,4.65,1804,0.09,4.59,A2,noun,0.002811
870,realized,2550,0.07,4.59,1633,0.1,4.65,,,0.002811
871,ryan,2556,0.07,4.59,1649,0.1,4.65,,,0.002811
872,cried,5207,0.03,4.19,3403,0.04,4.24,,,0.002814
873,uncomfortable,5280,0.03,4.19,3374,0.04,4.24,A2,adjective,0.002814
874,needs,422,0.44,5.37,525,0.44,5.29,,,0.002816
875,finished,1220,0.16,4.94,822,0.23,5.01,,,0.002828
876,floor,1221,0.16,4.94,809,0.23,5.01,A1,noun,0.002828
877,aaron,4815,0.03,4.23,3735,0.03,4.18,,,0.002828
878,obvious,2361,0.08,4.63,1888,0.08,4.57,B1,adjective,0.002836
879,cause,441,0.42,5.35,542,0.42,5.27,A2,"noun, verb",0.002837
880,plates,4972,0.03,4.22,3803,0.03,4.17,,,0.002841
881,biting,10000,0.01,3.77,7849,0.01,3.73,,,0.002844
882,not,23,9.12,6.69,23,14.81,6.82,A1,adverb,0.002849
883,taken,474,0.4,5.33,556,0.4,5.25,,,0.002859
884,finds,2443,0.08,4.61,1979,0.08,4.55,,,0.00286
885,humans,2446,0.08,4.61,1984,0.08,4.55,,,0.00286
886,roof,2760,0.07,4.55,1765,0.09,4.61,A2,noun,0.00286
887,people,66,3.31,6.25,109,3.08,6.14,A1,noun,0.002866
888,seems,578,0.32,5.24,496,0.47,5.32,,,0.00287
889,doors,2786,0.06,4.54,1778,0.09,4.6,,,0.002873
890,manage,2798,0.06,4.54,1787,0.09,4.6,A2,verb,0.002873
891,wet,2813,0.06,4.54,1782,0.09,4.6,A2,adjective,0.002873
892,trip,1356,0.15,4.9,899,0.21,4.97,B2,"noun, verb",0.002874
893,humor,5226,0.03,4.19,4074,0.03,4.14,,,0.002882
894,trauma,5747,0.03,4.14,3699,0.03,4.19,,,0.002882
895,faces,2536,0.07,4.59,2048,0.08,4.53,,,0.002886
896,saving,2557,0.07,4.59,2027,0.08,4.53,,,0.002886
897,hidden,2837,0.06,4.53,1832,0.09,4.59,B1,adjective,0.002886
898,once,275,0.63,5.53,278,0.94,5.62,B2,"adverb, conjunction",0.002896
899,bend,5762,0.03,4.13,3784,0.03,4.18,A2,"noun, verb",0.002896
900,killing,1397,0.14,4.88,926,0.2,4.95,B1,noun,0.002898
901,reach,1233,0.16,4.94,1065,0.17,4.87,A2,"noun, verb",0.00291
902,camera,1417,0.14,4.87,941,0.2,4.94,A1,noun,0.00291
903,cell,1419,0.14,4.87,938,0.2,4.94,B1,noun,0.00291
904,antonio,5386,0.03,4.17,4239,0.03,4.12,,,0.00291
905,contrary,5404,0.03,4.17,4174,0.03,4.12,B1,adjective,0.00291
906,heal,5886,0.02,4.12,3826,0.03,4.17,B1,verb,0.00291
907,stood,2645,0.07,4.57,2121,0.07,4.51,,,0.002911
908,tim,2971,0.06,4.51,1892,0.08,4.57,,,0.002911
909,men,289,0.6,5.51,297,0.89,5.6,,,0.002917
910,took,292,0.6,5.51,294,0.9,5.6,,,0.002917
911,burning,2982,0.06,4.5,1957,0.08,4.56,B1,adjective,0.002924
912,casino,5483,0.03,4.16,4268,0.03,4.11,,,0.002924
913,throne,6013,0.02,4.11,3904,0.03,4.16,,,0.002924
914,having,233,0.72,5.59,358,0.72,5.5,,,0.002927
915,passed,1281,0.15,4.92,1108,0.16,4.85,,,0.002933
916,celebrate,3045,0.06,4.49,1997,0.08,4.55,A1,verb,0.002937
917,repeat,3080,0.06,4.49,1977,0.08,4.55,A1,verb,0.002937
918,run,309,0.58,5.49,312,0.85,5.58,A1,"noun, verb",0.002938
919,cattle,5582,0.03,4.15,4375,0.03,4.1,B1,noun,0.002938
920,address,1291,0.15,4.91,1118,0.16,4.84,B1,"noun, verb",0.002945
921,choose,1296,0.15,4.91,1127,0.16,4.84,A1,verb,0.002945
922,grand,1306,0.15,4.91,1122,0.16,4.84,B2,adjective,0.002945
923,at,21,9.33,6.7,46,8.45,6.57,A1,preposition,0.002953
924,delighted,6126,0.02,4.09,4087,0.03,4.14,B1,adjective,0.002953
925,leak,6160,0.02,4.09,4055,0.03,4.14,B2,"noun, verb",0.002953
926,sent,722,0.27,5.16,560,0.4,5.24,,,0.002959
927,confused,3157,0.05,4.47,2053,0.08,4.53,A2,adjective,0.002963
928,infected,5803,0.03,4.13,4569,0.03,4.08,B2,adjective,0.002967
929,wears,6316,0.02,4.08,4148,0.03,4.13,,,0.002967
930,spot,1377,0.14,4.89,1170,0.15,4.82,B2,"noun, verb",0.00297
931,village,1621,0.12,4.82,1024,0.18,4.89,A2,noun,0.00297
932,smoking,2917,0.06,4.52,2321,0.06,4.46,A1,noun,0.002976
933,shock,3260,0.05,4.46,2056,0.08,4.52,B2,"noun, verb",0.002976
934,face,335,0.53,5.45,337,0.78,5.54,A2,"noun, verb",0.002981
935,blanket,6336,0.02,4.07,4195,0.03,4.12,A2,noun,0.002982
936,exact,2944,0.06,4.51,2366,0.06,4.45,B1,adjective,0.002989
937,mystery,3317,0.05,4.45,2091,0.07,4.51,A2,noun,0.002989
938,palace,3320,0.05,4.45,2125,0.07,4.51,A1,noun,0.002989
939,silk,6011,0.02,4.11,4654,0.03,4.06,B1,noun,0.002996
940,fried,6472,0.02,4.06,4297,0.03,4.11,A2,adjective,0.002996
941,packing,6496,0.02,4.06,4284,0.03,4.11,B1,noun,0.002996
942,into,83,2.4,6.11,133,2.28,6.0,A1,preposition,0.003
943,tower,3031,0.06,4.5,2393,0.06,4.44,A1,noun,0.003003
944,wheel,3035,0.06,4.5,2397,0.06,4.44,A1,noun,0.003003
945,should,109,1.82,5.99,115,2.86,6.1,A1,modal auxiliary,0.00301
946,ally,6021,0.02,4.1,4798,0.03,4.05,B2,noun,0.003011
947,honored,6057,0.02,4.1,4739,0.03,4.05,,,0.003011
948,beating,3408,0.05,4.43,2197,0.07,4.49,,,0.003016
949,ear,3425,0.05,4.43,2200,0.07,4.49,A1,noun,0.003016
950,sisters,3453,0.05,4.43,2213,0.07,4.49,,,0.003016
951,hand,375,0.48,5.41,357,0.72,5.5,A2,"noun, verb",0.003024
952,harper,6691,0.02,4.04,4430,0.03,4.09,,,0.003026
953,sharp,3136,0.06,4.48,2478,0.06,4.42,B2,"adjective, adverb",0.00303
954,animals,1517,0.13,4.84,1294,0.13,4.77,,,0.003032
955,drugs,1755,0.11,4.77,1138,0.15,4.84,,,0.003032
956,glorious,6250,0.02,4.08,4908,0.02,4.03,B1,adjective,0.003041
957,mob,6810,0.02,4.03,4554,0.03,4.08,,,0.003041
958,dragon,3555,0.05,4.41,2277,0.07,4.47,,,0.003044
959,dramatic,3556,0.05,4.41,2271,0.07,4.47,B1,adjective,0.003044
960,faith,1597,0.12,4.82,1354,0.13,4.75,B2,noun,0.003057
961,hitting,3238,0.05,4.46,2584,0.06,4.4,,,0.003057
962,convinced,3612,0.05,4.4,2300,0.07,4.46,B2,adjective,0.003057
963,children,318,0.55,5.47,449,0.54,5.38,,,0.003058
964,bigger,1853,0.1,4.74,1201,0.15,4.81,,,0.00307
965,cleaning,3677,0.05,4.39,2359,0.06,4.45,,,0.003071
966,proves,6506,0.02,4.06,5053,0.02,4.01,,,0.003071
967,visitor,7080,0.02,4.01,4632,0.03,4.06,A2,noun,0.003071
968,wolves,7087,0.02,4.01,4713,0.03,4.06,,,0.003071
969,them,71,2.89,6.19,79,4.61,6.31,A1,pronoun,0.003072
970,mention,1909,0.1,4.73,1239,0.14,4.8,B1,"noun, verb",0.003083
971,taste,1924,0.1,4.73,1228,0.14,4.8,B1,"noun, verb",0.003083
972,the,1,100.0,7.73,2,79.07,7.55,A1,determiner,0.003084
973,guarantee,3364,0.05,4.44,2675,0.05,4.38,B2,"noun, verb",0.003085
974,pushing,3387,0.05,4.44,2653,0.05,4.38,,,0.003085
975,fled,6573,0.02,4.05,5176,0.02,4.0,,,0.003086
976,wished,7191,0.02,4.0,4738,0.03,4.05,,,0.003086
977,sky,1968,0.1,4.72,1262,0.14,4.79,A1,noun,0.003096
978,gordon,3813,0.04,4.37,2423,0.06,4.43,,,0.003099
979,sin,3848,0.04,4.37,2422,0.06,4.43,,,0.003099
980,instrumental,7239,0.02,3.99,4823,0.02,4.04,,,0.003102
981,neat,7251,0.02,3.99,4888,0.02,4.04,B2,adjective,0.003102
982,fur,6789,0.02,4.03,5355,0.02,3.98,B1,noun,0.003117
983,prey,7377,0.02,3.98,4929,0.02,4.03,,,0.003117
984,our,76,2.57,6.14,87,4.14,6.26,A1,determiner,0.003122
985,bridge,1746,0.11,4.77,1493,0.11,4.7,A1,noun,0.003122
986,eye,1018,0.2,5.02,695,0.28,5.1,A1,noun,0.003125
987,moving,1022,0.2,5.02,697,0.28,5.1,B2,adjective,0.003125
988,joel,7466,0.02,3.97,4965,0.02,4.02,,,0.003133
989,therapist,7510,0.02,3.97,4959,0.02,4.02,B2,noun,0.003133
990,situation,857,0.23,5.09,813,0.23,5.01,A2,noun,0.003137
991,tail,4052,0.04,4.34,2569,0.06,4.4,B2,noun,0.003142
992,simple,886,0.22,5.08,829,0.23,5.0,A2,adjective,0.003149
993,concerned,1815,0.1,4.75,1553,0.11,4.68,B1,adjective,0.003149
994,cal,6995,0.02,4.01,5467,0.02,3.96,,,0.003149
995,den,7004,0.02,4.01,5484,0.02,3.96,,,0.003149
996,tan,7068,0.02,4.01,5457,0.02,3.96,B2,noun,0.003149
997,fire,501,0.37,5.3,445,0.55,5.39,B2,"noun, verb",0.00315
998,alert,4057,0.04,4.33,2639,0.05,4.39,B2,verb,0.003156
999,commit,4067,0.04,4.33,2621,0.06,4.39,B1,verb,0.003156
1000,reward,4116,0.04,4.33,2618,0.06,4.39,B2,"noun, verb",0.003156
1001,dry,1857,0.1,4.74,1586,0.1,4.67,A2,"adjective, verb",0.003162
1002,dudes,7680,0.02,3.95,5116,0.02,4.0,,,0.003164
1003,waking,7760,0.02,3.95,5115,0.02,4.0,,,0.003164
1004,wang,7762,0.02,3.95,5191,0.02,4.0,,,0.003164
1005,sell,1128,0.18,4.98,744,0.26,5.06,A1,verb,0.003175
1006,illusion,7803,0.02,3.94,5252,0.02,3.99,,,0.00318
1007,deep,945,0.21,5.05,881,0.21,4.97,A2,"adjective, adverb",0.003187
1008,offer,951,0.21,5.05,890,0.21,4.97,A2,"noun, verb",0.003187
1009,already,253,0.66,5.55,267,1.0,5.65,A1,adverb,0.003189
1010,stepping,7401,0.02,3.98,5752,0.02,3.93,,,0.003197
1011,bore,7889,0.02,3.93,5370,0.02,3.98,B1,verb,0.003197
1012,live,263,0.65,5.54,271,0.98,5.64,A1,"adjective, verb",0.0032
1013,definitely,1164,0.17,4.96,762,0.25,5.04,B1,adverb,0.0032
1014,train,1176,0.17,4.96,769,0.25,5.04,A2,"noun, verb",0.0032
1015,respect,999,0.2,5.03,930,0.2,4.95,B1,"noun, verb",0.003213
1016,exit,3943,0.04,4.35,3098,0.04,4.29,B1,"noun, verb",0.003215
1017,stopping,4412,0.04,4.29,2761,0.05,4.35,,,0.003215
1018,noticed,2359,0.08,4.63,1501,0.11,4.7,,,0.003217
1019,spent,1029,0.2,5.02,955,0.19,4.94,,,0.003226
1020,seriously,1235,0.16,4.94,789,0.24,5.02,A2,adverb,0.003226
1021,skies,8204,0.02,3.91,5565,0.02,3.96,,,0.003229
1022,head,288,0.6,5.51,280,0.93,5.61,A2,"noun, verb",0.003235
1023,moved,1053,0.19,5.01,965,0.19,4.93,,,0.003239
1024,soft,2130,0.09,4.68,1747,0.09,4.61,A2,adjective,0.003244
1025,perfectly,2458,0.08,4.61,1546,0.11,4.68,A2,adverb,0.003244
1026,russell,4119,0.04,4.33,3212,0.04,4.27,,,0.003245
1027,fog,8288,0.01,3.9,5621,0.02,3.95,A2,noun,0.003246
1028,gesture,8291,0.01,3.9,5636,0.02,3.95,B1,noun,0.003246
1029,peanut,8327,0.01,3.9,5624,0.02,3.95,B1,noun,0.003246
1030,rip,4630,0.03,4.26,2921,0.05,4.32,B2,verb,0.00326
1031,feared,7792,0.02,3.94,6218,0.02,3.89,,,0.003262
1032,prep,7833,0.02,3.94,6150,0.02,3.89,,,0.003262
1033,storm,2232,0.09,4.66,1833,0.09,4.59,A2,noun,0.003272
1034,universe,2563,0.07,4.59,1600,0.1,4.66,B1,noun,0.003272
1035,if,37,5.49,6.47,41,9.14,6.61,A1,conjunction,0.003273
1036,mouse,4255,0.04,4.31,3308,0.04,4.25,A1,noun,0.003275
1037,fish,1339,0.15,4.9,869,0.21,4.98,B1,"noun, verb",0.003278
1038,sullivan,7986,0.02,3.93,6375,0.02,3.88,,,0.003279
1039,blaming,8516,0.01,3.88,5805,0.02,3.93,,,0.003279
1040,spoon,8611,0.01,3.88,5771,0.02,3.93,A2,noun,0.003279
1041,robot,4793,0.03,4.24,3052,0.04,4.3,B1,noun,0.003291
1042,sacred,4794,0.03,4.24,3046,0.04,4.3,B1,adjective,0.003291
1043,fierce,8036,0.02,3.92,6462,0.02,3.87,B2,adjective,0.003296
1044,marines,8064,0.02,3.92,6444,0.02,3.87,,,0.003296
1045,boris,8643,0.01,3.87,5933,0.02,3.92,,,0.003296
1046,peter,1402,0.14,4.88,917,0.2,4.96,,,0.003305
1047,fifty,4376,0.04,4.29,3475,0.04,4.23,A1,number,0.003306
1048,king,697,0.28,5.17,545,0.41,5.26,A1,noun,0.003309
1049,pouring,8843,0.01,3.86,5983,0.02,3.91,,,0.003313
1050,hope,346,0.51,5.44,336,0.79,5.54,B1,"noun, verb",0.003318
1051,outfit,4968,0.03,4.22,3172,0.04,4.28,B2,noun,0.003322
1052,giant,2390,0.08,4.62,1966,0.08,4.55,B1,adjective,0.00333
1053,cardinal,8253,0.01,3.9,6612,0.02,3.85,,,0.00333
1054,chorus,8258,0.01,3.9,6675,0.02,3.85,,,0.00333
1055,rack,8336,0.01,3.9,6580,0.02,3.85,B2,noun,0.00333
1056,shocked,4553,0.03,4.27,3561,0.04,4.21,B1,adjective,0.003337
1057,nail,5064,0.03,4.21,3211,0.04,4.27,B1,noun,0.003337
1058,skip,5082,0.03,4.21,3238,0.04,4.27,B2,verb,0.003337
1059,worst,1259,0.16,4.93,1101,0.16,4.85,B1,"adjective, adverb, noun",0.003346
1060,lives,748,0.26,5.14,566,0.38,5.23,,,0.003348
1061,cleared,5111,0.03,4.2,3256,0.04,4.26,,,0.003353
1062,wrap,5179,0.03,4.2,3258,0.04,4.26,B1,"noun, verb",0.003353
1063,answers,2473,0.07,4.6,2032,0.08,4.53,,,0.003359
1064,switch,2504,0.07,4.6,2042,0.08,4.53,B1,"noun, verb",0.003359
1065,date,605,0.31,5.22,655,0.31,5.13,B1,"noun, verb",0.003361
1066,alpha,4651,0.03,4.25,3679,0.04,4.19,,,0.003369
1067,li,4685,0.03,4.25,3716,0.03,4.19,,,0.003369
1068,jennifer,5230,0.03,4.19,3331,0.04,4.25,,,0.003369
1069,divine,4754,0.03,4.24,3723,0.03,4.18,B1,adjective,0.003385
1070,cannot,802,0.24,5.11,590,0.36,5.2,,,0.003387
1071,gay,1340,0.15,4.9,1184,0.15,4.82,B1,adjective,0.003387
1072,notice,1347,0.15,4.9,1164,0.15,4.82,B1,"noun, verb",0.003387
1073,fade,8788,0.01,3.86,7011,0.01,3.81,B1,verb,0.0034
1074,invented,5424,0.03,4.17,3421,0.04,4.23,,,0.003401
1075,memories,3008,0.06,4.5,1905,0.08,4.57,,,0.003404
1076,needed,679,0.28,5.18,707,0.27,5.09,,,0.003413
1077,helped,1395,0.14,4.88,1224,0.14,4.8,,,0.003415
1078,mock,8960,0.01,3.85,7116,0.01,3.8,B2,adjective,0.003417
1079,altar,9562,0.01,3.8,6613,0.02,3.85,B2,noun,0.003417
1080,magical,4963,0.03,4.22,3947,0.03,4.16,B1,adjective,0.003418
1081,christ,1687,0.11,4.79,1078,0.17,4.87,,,0.003429
1082,stronger,2765,0.07,4.55,2223,0.07,4.48,,,0.003434
1083,bombs,5578,0.03,4.15,3585,0.04,4.21,,,0.003434
1084,voice,918,0.22,5.07,632,0.33,5.16,A2,noun,0.00344
1085,flip,5129,0.03,4.2,4028,0.03,4.14,B2,verb,0.00345
1086,patch,5149,0.03,4.2,4065,0.03,4.14,B2,noun,0.00345
1087,radar,5160,0.03,4.2,4091,0.03,4.14,B2,noun,0.00345
1088,depressing,9162,0.01,3.83,7316,0.01,3.78,B1,adjective,0.003454
1089,sinking,9251,0.01,3.83,7331,0.01,3.78,,,0.003454
1090,compromised,9863,0.01,3.78,6826,0.02,3.83,,,0.003454
1091,phantom,9936,0.01,3.78,6831,0.02,3.83,B1,adjective,0.003454
1092,losing,1487,0.13,4.85,1293,0.13,4.77,,,0.003458
1093,patient,1769,0.11,4.77,1104,0.16,4.85,A2,"adjective, noun",0.003458
1094,evidence,746,0.26,5.14,749,0.25,5.05,A2,noun,0.003467
1095,coin,5201,0.03,4.19,4104,0.03,4.13,A2,noun,0.003467
1096,slaves,5266,0.03,4.19,4106,0.03,4.13,,,0.003467
1097,have,20,9.55,6.71,18,16.55,6.87,A1,have-verb,0.00347
1098,famous,1526,0.13,4.84,1328,0.13,4.76,A1,adjective,0.003472
1099,turns,1804,0.11,4.76,1117,0.16,4.84,,,0.003472
1100,bats,9286,0.01,3.82,7403,0.01,3.77,,,0.003472
1101,hacked,9341,0.01,3.82,7458,0.01,3.77,,,0.003472
1102,poured,9381,0.01,3.82,7431,0.01,3.77,,,0.003472
1103,pilot,2904,0.06,4.52,2379,0.06,4.45,A2,noun,0.00348
1104,babies,3279,0.05,4.45,2088,0.07,4.52,,,0.00348
1105,suffer,3338,0.05,4.45,2067,0.07,4.52,B1,verb,0.00348
1106,seeing,978,0.2,5.04,656,0.31,5.13,,,0.003481
1107,straight,979,0.2,5.04,661,0.3,5.13,A1,"adjective, adverb",0.003481
1108,home,149,1.2,5.81,159,1.93,5.93,A1,"adverb, noun",0.003483
1109,bash,9441,0.01,3.81,7590,0.01,3.76,,,0.00349
1110,battalion,9442,0.01,3.81,7516,0.01,3.76,,,0.00349
1111,become,381,0.47,5.4,519,0.45,5.3,A1,verb,0.003494
1112,picking,3383,0.05,4.44,2092,0.07,4.51,,,0.003496
1113,rose,1614,0.12,4.82,1381,0.12,4.74,A1,noun,0.003501
1114,celebrating,5396,0.03,4.17,4312,0.03,4.11,,,0.003501
1115,unfair,5465,0.03,4.17,4288,0.03,4.11,A2,adjective,0.003501
1116,happily,5970,0.02,4.11,3846,0.03,4.17,A2,adverb,0.003501
1117,arm,1887,0.1,4.73,1210,0.14,4.81,B1,"noun, verb",0.003516
1118,ash,5477,0.03,4.16,4328,0.03,4.1,B2,noun,0.003518
1119,parade,5528,0.03,4.16,4346,0.03,4.1,B2,noun,0.003518
1120,preston,9798,0.01,3.79,7764,0.01,3.74,,,0.003527
1121,prince,1960,0.1,4.72,1235,0.14,4.8,A1,noun,0.003531
1122,statue,6186,0.02,4.09,3972,0.03,4.15,A2,noun,0.003535
1123,earn,3102,0.06,4.48,2547,0.06,4.41,A2,verb,0.003543
1124,howard,3108,0.06,4.48,2551,0.06,4.41,,,0.003543
1125,steve,2017,0.1,4.71,1250,0.14,4.79,,,0.003546
1126,dom,9877,0.01,3.78,7868,0.01,3.73,,,0.003546
1127,vegetarian,9982,0.01,3.78,7940,0.01,3.73,B1,"adjective, noun",0.003546
1128,lean,5705,0.03,4.14,4510,0.03,4.08,B2,"adjective, verb",0.003552
1129,lecture,5706,0.03,4.14,4563,0.03,4.08,B1,noun,0.003552
1130,torn,6306,0.02,4.08,4075,0.03,4.14,,,0.003552
1131,reputation,3193,0.05,4.47,2594,0.06,4.4,B1,noun,0.003559
1132,decent,3616,0.05,4.4,2260,0.07,4.47,B2,adjective,0.003559
1133,gets,560,0.33,5.25,472,0.51,5.35,,,0.00356
1134,paper,910,0.22,5.07,863,0.22,4.98,A1,noun,0.003564
1135,arrow,5758,0.03,4.13,4589,0.03,4.07,B1,noun,0.003569
1136,lip,5808,0.03,4.13,4613,0.03,4.07,A2,noun,0.003569
1137,nest,6384,0.02,4.07,4119,0.03,4.13,,,0.003569
1138,town,580,0.32,5.24,480,0.49,5.34,A1,noun,0.003573
1139,fallen,3690,0.05,4.39,2307,0.07,4.46,B1,adjective,0.003575
1140,charles,1748,0.11,4.77,1527,0.11,4.69,,,0.003576
1141,sea,933,0.21,5.06,883,0.21,4.97,A1,noun,0.003578
1142,rap,5907,0.02,4.12,4676,0.03,4.06,B1,"noun, verb",0.003587
1143,holmes,6479,0.02,4.06,4221,0.03,4.12,,,0.003587
1144,easier,1790,0.11,4.76,1559,0.11,4.68,,,0.003591
1145,minds,3315,0.05,4.45,2647,0.05,4.38,,,0.003591
1146,red,480,0.39,5.32,580,0.37,5.22,A2,"adjective, noun",0.003601
1147,everyone,319,0.55,5.47,311,0.85,5.58,A1,pronoun,0.003604
1148,drum,5958,0.02,4.11,4782,0.03,4.05,A1,noun,0.003604
1149,walked,2187,0.09,4.67,1366,0.13,4.75,,,0.003606
1150,hotel,1191,0.17,4.95,774,0.25,5.04,A1,noun,0.003607
1151,lung,6070,0.02,4.1,4862,0.02,4.04,B1,noun,0.003622
1152,nails,6711,0.02,4.04,4332,0.03,4.1,,,0.003622
1153,thanksgiving,6747,0.02,4.04,4335,0.03,4.1,,,0.003622
1154,searching,3909,0.04,4.36,2447,0.06,4.43,,,0.003624
1155,vegas,3536,0.05,4.42,2784,0.05,4.35,,,0.00364
1156,gorgeous,3946,0.04,4.35,2509,0.06,4.42,B1,adjective,0.00364
1157,destroying,6128,0.02,4.09,4903,0.02,4.03,,,0.00364
1158,tender,6192,0.02,4.09,4920,0.02,4.03,B2,adjective,0.00364
1159,servants,6836,0.02,4.03,4480,0.03,4.09,,,0.00364
1160,protect,1283,0.15,4.92,807,0.23,5.01,B1,verb,0.003651
1161,point,265,0.65,5.54,406,0.61,5.43,A2,"noun, verb",0.003656
1162,street,535,0.36,5.28,615,0.34,5.18,A1,noun,0.003656
1163,myth,6269,0.02,4.08,4967,0.02,4.02,B1,noun,0.003658
1164,dignity,6892,0.02,4.02,4508,0.03,4.08,B2,noun,0.003658
1165,marriage,1313,0.15,4.91,837,0.22,5.0,B1,noun,0.003666
1166,meat,2355,0.08,4.63,1475,0.11,4.71,A1,noun,0.003668
1167,recall,3650,0.05,4.4,2855,0.05,4.33,B1,verb,0.003674
1168,remembered,4113,0.04,4.33,2566,0.06,4.4,,,0.003674
1169,contact,1102,0.18,4.99,1007,0.18,4.9,A2,"noun, verb",0.003681
1170,entrance,3688,0.05,4.39,2923,0.05,4.32,A2,noun,0.003691
1171,anne,4136,0.04,4.32,2605,0.06,4.39,,,0.003691
1172,banana,7096,0.02,4.0,4660,0.03,4.06,A1,noun,0.003694
1173,experiment,3751,0.04,4.38,2992,0.05,4.31,B2,"noun, verb",0.003708
1174,grass,3758,0.04,4.38,2996,0.05,4.31,A1,noun,0.003708
1175,declare,6555,0.02,4.05,5202,0.02,3.99,B1,verb,0.003713
1176,wallace,6639,0.02,4.05,5219,0.02,3.99,,,0.003713
1177,sugar,2132,0.09,4.68,1773,0.09,4.6,A1,noun,0.003716
1178,clearing,6663,0.02,4.04,5378,0.02,3.98,,,0.003731
1179,spite,6741,0.02,4.04,5376,0.02,3.98,B2,noun,0.003731
1180,twisted,7406,0.02,3.98,4853,0.02,4.04,B2,adjective,0.003731
1181,whale,7410,0.02,3.98,4857,0.02,4.04,B1,noun,0.003731
1182,kim,2541,0.07,4.59,1571,0.11,4.67,,,0.003732
1183,standing,1470,0.13,4.86,927,0.2,4.95,,,0.003741
1184,surrounded,3912,0.04,4.36,3077,0.04,4.29,,,0.003742
1185,and,3,47.86,7.41,5,36.73,7.21,A1,conjunction,0.003743
1186,orbit,6816,0.02,4.03,5384,0.02,3.97,B1,noun,0.00375
1187,sweep,7507,0.02,3.97,4902,0.02,4.03,B2,verb,0.00375
1188,that,10,18.99,7.01,6,35.44,7.2,A1,"adverb, conjunction, determiner, pronoun",0.003764
1189,afford,2609,0.07,4.57,1625,0.1,4.65,B1,verb,0.003764
1190,ego,6898,0.02,4.02,5458,0.02,3.96,,,0.003769
1191,ease,4015,0.04,4.34,3216,0.04,4.27,B2,"noun, verb",0.003777
1192,pictures,1282,0.15,4.92,1159,0.15,4.83,,,0.003787
1193,realize,1573,0.13,4.83,972,0.19,4.92,,,0.003787
1194,simpson,7062,0.02,4.01,5632,0.02,3.95,,,0.003788
1195,stark,7065,0.02,4.01,5625,0.02,3.95,,,0.003788
1196,end,196,0.89,5.68,321,0.82,5.56,A2,"noun, verb",0.003799
1197,seem,883,0.22,5.08,611,0.34,5.18,A2,verb,0.0038
1198,deal,477,0.39,5.32,403,0.61,5.43,B1,"noun, verb",0.003807
1199,blair,7099,0.02,4.0,5732,0.02,3.94,,,0.003807
1200,answered,4137,0.04,4.32,3357,0.04,4.25,,,0.003812
1201,suits,4719,0.03,4.25,2951,0.05,4.32,,,0.003812
1202,walls,2422,0.08,4.62,2024,0.08,4.54,,,0.003814
1203,closed,1327,0.15,4.9,1206,0.15,4.81,A1,adjective,0.003818
1204,sailing,7283,0.02,3.99,5775,0.02,3.93,A2,noun,0.003826
1205,kay,7935,0.02,3.93,5237,0.02,3.99,,,0.003826
1206,footage,4237,0.04,4.31,3410,0.04,4.24,,,0.00383
1207,burns,4742,0.03,4.24,3010,0.05,4.31,,,0.00383
1208,world,136,1.45,5.89,218,1.29,5.76,A1,noun,0.003831
1209,always,167,1.07,5.76,170,1.75,5.89,A1,adverb,0.003831
1210,carrying,2430,0.08,4.61,2039,0.08,4.53,,,0.003831
1211,fun,502,0.37,5.3,424,0.58,5.41,A1,"adjective, noun",0.003836
1212,crowded,7329,0.02,3.98,5841,0.02,3.92,A2,adjective,0.003846
1213,dealing,2478,0.07,4.6,2078,0.07,4.52,,,0.003847
1214,chest,2883,0.06,4.52,1798,0.09,4.6,A2,noun,0.003847
1215,blessed,4826,0.03,4.23,3040,0.05,4.3,,,0.003848
1216,food,386,0.47,5.4,522,0.44,5.29,A1,noun,0.00385
