learning_rank,word,wf_rank,wf_pct,wf_zipf,sub_rank,sub_pct,sub_zipf,ox_cefr,ox_pos,learning_score
1,to,2,50.09,7.43,3,59.4,7.42,A1,"infinitive-to, preposition",0.000181
2,is,8,21.79,7.07,8,25.71,7.06,A1,be-verb,0.0002
3,was,16,12.31,6.82,21,15.29,6.83,A1,be-verb,0.000215
4,work,116,1.7,5.96,142,2.12,5.97,A1,"noun, verb",0.000281
5,those,133,1.48,5.9,163,1.84,5.91,A1,"determiner, pronoun",0.000287
6,every,158,1.15,5.79,204,1.35,5.78,A1,determiner,0.000299
7,another,176,1.02,5.74,224,1.27,5.75,A2,"determiner, pronoun",0.000303
8,next,190,0.93,5.7,236,1.17,5.71,B2,"adverb, determiner, pronoun",0.000307
9,means,349,0.51,5.44,405,0.61,5.43,B2,noun,0.000339
10,started,405,0.46,5.39,455,0.54,5.38,,,0.000345
11,question,448,0.42,5.35,484,0.49,5.34,B2,"noun, verb",0.00035
12,six,519,0.36,5.29,534,0.43,5.28,A1,number,0.000358
13,longer,713,0.27,5.16,641,0.32,5.15,,,0.000376
14,worked,725,0.27,5.16,643,0.32,5.15,,,0.000376
15,step,779,0.25,5.13,676,0.29,5.12,A1,"noun, verb",0.000381
16,amazing,821,0.23,5.1,703,0.28,5.09,B1,adjective,0.000385
17,george,969,0.2,5.04,782,0.24,5.03,,,0.000394
18,rock,1002,0.2,5.03,801,0.23,5.02,B2,"noun, verb",0.000396
19,station,1061,0.19,5.01,788,0.24,5.02,A1,noun,0.000398
20,fair,1104,0.18,4.99,823,0.23,5.0,B1,"adjective, noun",0.000401
21,driving,1335,0.15,4.9,1021,0.18,4.89,,,0.000417
22,mrs,1372,0.14,4.89,1049,0.17,4.88,,,0.000419
23,seconds,1467,0.13,4.86,1070,0.17,4.87,,,0.000423
24,paris,1609,0.12,4.82,1145,0.15,4.83,,,0.00043
25,be,17,11.49,6.79,24,14.63,6.81,A1,be-verb,0.000433
26,waste,1652,0.12,4.81,1223,0.14,4.8,B1,"adjective, noun, verb",0.000433
27,shooting,1737,0.11,4.78,1317,0.13,4.77,B2,noun,0.000439
28,van,1742,0.11,4.78,1306,0.13,4.77,B1,noun,0.000439
29,beauty,1809,0.1,4.75,1330,0.13,4.76,A2,noun,0.000442
30,driver,1821,0.1,4.75,1331,0.13,4.76,A1,noun,0.000442
31,corner,1817,0.1,4.75,1387,0.12,4.74,A1,noun,0.000444
32,fantastic,1995,0.1,4.71,1502,0.11,4.7,A2,adjective,0.000452
33,crew,2033,0.09,4.7,1472,0.12,4.71,B2,noun,0.000452
34,soldiers,2054,0.09,4.7,1510,0.11,4.69,,,0.000454
35,chair,2067,0.09,4.69,1561,0.11,4.68,A1,noun,0.000456
36,comfortable,2194,0.09,4.66,1582,0.1,4.67,A2,adjective,0.00046
37,whenever,2375,0.08,4.63,1672,0.1,4.64,B1,"adverb, conjunction",0.000465
38,slowly,2368,0.08,4.63,1719,0.09,4.62,A2,adverb,0.000467
39,mayor,2396,0.08,4.62,1701,0.1,4.63,B1,noun,0.000467
40,tiny,2413,0.08,4.62,1683,0.1,4.63,B1,adjective,0.000467
41,signal,2406,0.08,4.62,1754,0.09,4.61,B1,noun,0.00047
42,brings,2428,0.08,4.61,1727,0.09,4.62,,,0.00047
43,tickets,2507,0.07,4.6,1842,0.09,4.59,,,0.000474
44,crash,2722,0.07,4.55,1932,0.08,4.56,B1,"noun, verb",0.000482
45,depends,2828,0.06,4.53,2014,0.08,4.54,,,0.000486
46,pounds,2849,0.06,4.53,2010,0.08,4.54,,,0.000486
47,tall,2921,0.06,4.52,2052,0.08,4.53,A1,adjective,0.000488
48,neighborhood,3012,0.06,4.5,2128,0.07,4.51,,,0.000493
49,riding,3082,0.06,4.49,2250,0.07,4.48,,,0.000497
50,rescue,3131,0.06,4.48,2207,0.07,4.49,B1,"noun, verb",0.000497
51,bone,3148,0.05,4.47,2240,0.07,4.48,A1,noun,0.000499
52,tied,3201,0.05,4.47,2241,0.07,4.48,,,0.000499
53,egg,3227,0.05,4.46,2288,0.07,4.47,A1,noun,0.000502
54,files,3232,0.05,4.46,2342,0.06,4.45,,,0.000504
55,spoken,3336,0.05,4.45,2386,0.06,4.44,,,0.000506
56,been,62,3.46,6.27,86,4.39,6.29,A2,be-verb,0.000507
57,anger,3466,0.05,4.42,2474,0.06,4.43,B1,noun,0.000511
58,trash,3534,0.05,4.42,2548,0.06,4.41,B1,noun,0.000513
59,jean,3889,0.04,4.36,2763,0.05,4.35,,,0.000527
60,crossed,3936,0.04,4.35,2823,0.05,4.34,,,0.00053
61,voices,3993,0.04,4.35,2809,0.05,4.34,,,0.00053
62,bruce,4004,0.04,4.34,2796,0.05,4.35,,,0.00053
63,impressed,4022,0.04,4.34,2795,0.05,4.35,B2,adjective,0.00053
64,punishment,4040,0.04,4.34,2788,0.05,4.35,B1,noun,0.00053
65,only,79,2.46,6.12,108,3.08,6.14,A1,"adjective, adverb",0.000532
66,boots,4063,0.04,4.33,2833,0.05,4.34,,,0.000532
67,jokes,4097,0.04,4.33,2850,0.05,4.34,,,0.000532
68,blast,4140,0.04,4.32,2899,0.05,4.33,B2,"noun, verb",0.000535
69,wounded,4204,0.04,4.32,2900,0.05,4.33,,,0.000535
70,painful,4179,0.04,4.32,3025,0.05,4.31,B1,adjective,0.000537
71,survived,4192,0.04,4.32,2982,0.05,4.31,,,0.000537
72,arranged,4208,0.04,4.31,2950,0.05,4.32,,,0.000537
73,bat,4286,0.04,4.3,2981,0.05,4.31,B1,"noun, verb",0.00054
74,sauce,4330,0.04,4.3,2991,0.05,4.31,A2,noun,0.00054
75,seal,4331,0.04,4.3,3073,0.04,4.29,B2,noun,0.000542
76,toy,4342,0.04,4.3,3109,0.04,4.29,A1,noun,0.000542
77,satisfied,4485,0.04,4.28,3220,0.04,4.27,B1,adjective,0.000547
78,tokyo,4558,0.03,4.27,3180,0.04,4.28,,,0.000547
79,these,94,2.05,6.04,130,2.37,6.02,A1,"determiner, pronoun",0.00055
80,cooper,4593,0.03,4.26,3336,0.04,4.25,,,0.000552
81,exam,4598,0.03,4.26,3319,0.04,4.25,A2,noun,0.000552
82,pipe,4696,0.03,4.25,3297,0.04,4.26,B1,noun,0.000552
83,habit,4764,0.03,4.24,3328,0.04,4.25,A1,noun,0.000555
84,landed,4770,0.03,4.24,3341,0.04,4.25,,,0.000555
85,beneath,4739,0.03,4.24,3477,0.04,4.23,B1,preposition,0.000558
86,pat,4785,0.03,4.24,3437,0.04,4.23,,,0.000558
87,shed,4894,0.03,4.23,3508,0.04,4.22,B2,noun,0.00056
88,beats,4919,0.03,4.22,3570,0.04,4.21,,,0.000563
89,chips,5012,0.03,4.21,3520,0.04,4.22,,,0.000563
90,cia,5013,0.03,4.21,3501,0.04,4.22,,,0.000563
91,hood,5051,0.03,4.21,3489,0.04,4.22,B2,noun,0.000563
92,snap,5084,0.03,4.21,3487,0.04,4.22,B2,verb,0.000563
93,before,123,1.58,5.93,148,2.01,5.95,A1,"adverb, conjunction, preposition",0.000567
94,sandy,5262,0.03,4.19,3652,0.04,4.2,A2,adjective,0.000568
95,stanley,5270,0.03,4.19,3626,0.04,4.2,,,0.000568
96,corn,5206,0.03,4.19,3764,0.03,4.18,A1,noun,0.000571
97,assignment,5291,0.03,4.18,3857,0.03,4.17,B1,noun,0.000574
98,shoulders,5362,0.03,4.18,3804,0.03,4.17,,,0.000574
99,dressing,5414,0.03,4.17,3733,0.03,4.18,,,0.000574
100,jam,5426,0.03,4.17,3724,0.03,4.18,B2,"noun, verb",0.000574
101,sends,5627,0.03,4.15,3932,0.03,4.16,,,0.000579
102,farmer,5596,0.03,4.15,4031,0.03,4.14,A1,noun,0.000582
103,finest,5597,0.03,4.15,4098,0.03,4.14,,,0.000582
104,suspected,5634,0.03,4.15,4085,0.03,4.14,,,0.000582
105,norman,5716,0.03,4.14,3959,0.03,4.15,,,0.000582
106,complaining,5867,0.02,4.12,4303,0.03,4.11,,,0.000591
107,prayers,5900,0.02,4.12,4295,0.03,4.11,,,0.000591
108,sealed,5917,0.02,4.12,4258,0.03,4.11,,,0.000591
109,nowadays,5989,0.02,4.11,4233,0.03,4.12,A2,adverb,0.000591
110,hunger,6058,0.02,4.1,4405,0.03,4.09,B1,noun,0.000596
111,safer,6177,0.02,4.09,4323,0.03,4.1,,,0.000596
112,advise,6111,0.02,4.09,4561,0.03,4.08,A2,verb,0.000599
113,approve,6208,0.02,4.08,4468,0.03,4.09,B1,verb,0.000599
114,lo,6373,0.02,4.07,4566,0.03,4.08,,,0.000602
115,scan,6412,0.02,4.07,4500,0.03,4.08,B2,"noun, verb",0.000602
116,flame,6357,0.02,4.07,4652,0.03,4.06,B2,noun,0.000605
117,adorable,6433,0.02,4.06,4579,0.03,4.07,B1,adjective,0.000605
118,insisted,6483,0.02,4.06,4599,0.03,4.07,,,0.000605
119,bailey,6439,0.02,4.06,4770,0.03,4.05,,,0.000608
120,heels,6478,0.02,4.06,4772,0.03,4.05,,,0.000608
121,collar,6665,0.02,4.04,4749,0.03,4.05,B1,noun,0.000611
122,anyways,6650,0.02,4.04,4931,0.02,4.03,,,0.000614
123,flames,6787,0.02,4.03,4824,0.02,4.04,,,0.000614
124,lloyd,6805,0.02,4.03,4820,0.02,4.04,,,0.000614
125,ritual,6958,0.02,4.02,4928,0.02,4.03,B2,noun,0.000617
126,thumb,7071,0.02,4.01,5182,0.02,4.0,B1,noun,0.000623
127,wrist,7088,0.02,4.01,5160,0.02,4.0,B1,noun,0.000623
128,slice,7180,0.02,4.0,5075,0.02,4.01,B2,"noun, verb",0.000623
129,cracked,7211,0.02,3.99,5118,0.02,4.0,,,0.000627
130,alfred,7196,0.02,3.99,5310,0.02,3.98,,,0.00063
131,negotiate,7252,0.02,3.99,5294,0.02,3.98,B1,verb,0.00063
132,buttons,7317,0.02,3.98,5418,0.02,3.97,,,0.000633
133,expose,7338,0.02,3.98,5385,0.02,3.97,B1,verb,0.000633
134,bachelor,7418,0.02,3.97,5288,0.02,3.98,,,0.000633
135,fortunate,7446,0.02,3.97,5380,0.02,3.98,B1,adjective,0.000633
136,glenn,7453,0.02,3.97,5375,0.02,3.98,,,0.000633
137,theirs,7623,0.02,3.96,5405,0.02,3.97,A2,pronoun,0.000636
138,days,218,0.76,5.61,304,0.88,5.59,,,0.000638
139,called,231,0.72,5.59,281,0.92,5.61,,,0.000638
140,florence,7563,0.02,3.96,5581,0.02,3.95,,,0.000639
141,flu,7564,0.02,3.96,5622,0.02,3.95,B1,noun,0.000639
142,sharks,7607,0.02,3.96,5583,0.02,3.95,,,0.000639
143,cough,7668,0.02,3.95,5545,0.02,3.96,B1,"noun, verb",0.000639
144,messenger,7715,0.02,3.95,5536,0.02,3.96,B2,noun,0.000639
145,businessman,7657,0.02,3.95,5665,0.02,3.94,A2,noun,0.000643
146,pencil,7720,0.02,3.95,5734,0.02,3.94,A1,noun,0.000643
147,terrifying,7753,0.02,3.95,5719,0.02,3.94,B2,adjective,0.000643
148,float,7793,0.02,3.94,5595,0.02,3.95,B1,"noun, verb",0.000643
149,hunters,7801,0.02,3.94,5620,0.02,3.95,,,0.000643
150,leap,7808,0.02,3.94,5647,0.02,3.95,B1,"noun, verb",0.000643
151,jar,7934,0.02,3.93,5652,0.02,3.94,B1,noun,0.000646
152,collapsed,8016,0.02,3.92,5736,0.02,3.93,,,0.000649
153,quicker,8077,0.02,3.92,5949,0.02,3.91,,,0.000652
154,nickname,8176,0.02,3.91,5874,0.02,3.92,B1,noun,0.000652
155,shuttle,8349,0.01,3.9,5947,0.02,3.91,,,0.000656
156,music,279,0.62,5.52,356,0.72,5.5,A1,noun,0.000659
157,griffin,8297,0.01,3.9,6219,0.02,3.89,,,0.000659
158,awhile,8387,0.01,3.89,6051,0.02,3.9,,,0.000659
159,later,304,0.58,5.49,353,0.73,5.51,A1,"adjective, adverb",0.000661
160,garcia,8428,0.01,3.89,6316,0.02,3.88,,,0.000663
161,rogue,8479,0.01,3.89,6368,0.02,3.88,,,0.000663
162,corridor,8529,0.01,3.88,6161,0.02,3.89,B2,noun,0.000663
163,sucking,8614,0.01,3.88,6167,0.02,3.89,,,0.000663
164,sour,8610,0.01,3.88,6453,0.02,3.87,B1,adjective,0.000666
165,marsh,8687,0.01,3.87,6269,0.02,3.88,,,0.000666
166,working,342,0.53,5.45,367,0.67,5.47,B1,adjective,0.000671
167,congressman,8767,0.01,3.86,6577,0.02,3.85,,,0.000673
168,bark,8895,0.01,3.85,6575,0.02,3.86,B2,"noun, verb",0.000673
169,tomato,8997,0.01,3.85,6542,0.02,3.86,A1,noun,0.000673
170,pains,9077,0.01,3.84,6627,0.02,3.85,,,0.000676
171,slaughter,9099,0.01,3.84,6656,0.02,3.85,B2,noun,0.000676
172,treason,9118,0.01,3.84,6595,0.02,3.85,,,0.000676
173,doe,9035,0.01,3.84,6836,0.02,3.83,,,0.00068
174,grounded,9050,0.01,3.84,6827,0.02,3.83,,,0.00068
175,punched,9236,0.01,3.83,6713,0.02,3.84,,,0.00068
176,body,382,0.47,5.4,413,0.59,5.42,A1,noun,0.000683
177,apollo,9281,0.01,3.82,6800,0.02,3.83,,,0.000683
178,yacht,9425,0.01,3.82,6780,0.02,3.83,B2,noun,0.000683
179,cheeks,9296,0.01,3.82,6981,0.01,3.81,,,0.000687
180,pier,9380,0.01,3.82,7031,0.01,3.81,,,0.000687
181,chester,9451,0.01,3.81,6872,0.02,3.82,,,0.000687
182,elephants,9465,0.01,3.81,6874,0.02,3.82,,,0.000687
183,burton,9575,0.01,3.8,7013,0.01,3.81,,,0.000691
184,confront,9588,0.01,3.8,6985,0.01,3.81,B2,verb,0.000691
185,ironic,9621,0.01,3.8,6991,0.01,3.81,,,0.000691
186,trent,9680,0.01,3.8,7038,0.01,3.81,,,0.000691
187,marion,9629,0.01,3.8,7252,0.01,3.79,,,0.000694
188,warmth,9693,0.01,3.8,7284,0.01,3.79,B1,noun,0.000694
189,wired,9696,0.01,3.8,7270,0.01,3.79,,,0.000694
190,playing,424,0.44,5.37,471,0.51,5.35,,,0.000696
191,raven,9805,0.01,3.79,7340,0.01,3.78,,,0.000698
192,swinging,9830,0.01,3.79,7329,0.01,3.78,,,0.000698
193,cosmic,9866,0.01,3.78,7279,0.01,3.79,,,0.000698
194,onions,9928,0.01,3.78,7464,0.01,3.77,,,0.000702
195,sometimes,533,0.36,5.28,518,0.45,5.3,B1,adverb,0.000715
196,will,40,5.25,6.45,56,6.84,6.48,B2,"modal auxiliary, noun",0.000718
197,himself,561,0.33,5.25,570,0.38,5.23,A2,pronoun,0.000728
198,parents,622,0.3,5.21,568,0.38,5.23,,,0.000734
199,sense,665,0.29,5.19,623,0.34,5.17,B2,"noun, verb",0.000745
200,finally,690,0.28,5.17,607,0.35,5.19,A2,adverb,0.000745
201,were,52,4.08,6.34,81,4.57,6.31,A1,be-verb,0.00075
202,picture,777,0.25,5.13,684,0.29,5.11,B2,"noun, verb",0.000763
203,decided,846,0.23,5.09,722,0.27,5.07,,,0.000775
204,ones,909,0.22,5.07,704,0.28,5.09,,,0.000775
205,pass,952,0.21,5.05,724,0.27,5.07,A2,"noun, verb",0.000781
206,dark,966,0.2,5.04,745,0.26,5.06,A1,adjective,0.000784
207,expect,1050,0.19,5.01,779,0.24,5.03,A2,verb,0.000794
208,peace,1024,0.2,5.02,840,0.22,5.0,A1,noun,0.000797
209,message,1089,0.19,5.0,795,0.24,5.02,A1,noun,0.000797
210,normal,1054,0.19,5.01,844,0.22,4.99,A2,adjective,0.0008
211,miles,1090,0.19,5.0,858,0.22,4.98,,,0.000803
212,quickly,1094,0.19,5.0,866,0.22,4.98,A1,adverb,0.000803
213,two,86,2.35,6.1,124,2.66,6.07,A1,number,0.00081
214,scene,1149,0.17,4.97,925,0.2,4.95,A2,noun,0.000813
215,interested,1192,0.17,4.95,880,0.21,4.97,A1,adjective,0.000813
216,brain,1215,0.16,4.94,905,0.21,4.96,A1,noun,0.000816
217,judge,1193,0.17,4.95,960,0.19,4.93,A1,"noun, verb",0.00082
218,machine,1346,0.15,4.9,975,0.19,4.92,A1,noun,0.00083
219,carry,1360,0.14,4.89,997,0.18,4.91,A1,verb,0.000833
220,holy,1396,0.14,4.88,1011,0.18,4.9,B1,adjective,0.000836
221,shop,1408,0.14,4.88,1020,0.18,4.9,B1,"noun, verb",0.000836
222,on,13,15.14,6.91,17,16.75,6.87,A1,"adverb, preposition",0.000843
223,day,120,1.66,5.95,140,2.15,5.98,A1,noun,0.000843
224,lots,1399,0.14,4.88,1091,0.16,4.86,,,0.000843
225,putting,1465,0.13,4.86,1054,0.17,4.88,,,0.000843
226,learned,1486,0.13,4.85,1154,0.15,4.83,,,0.000854
227,begin,1519,0.13,4.84,1169,0.15,4.82,A1,verb,0.000857
228,indeed,1697,0.11,4.79,1218,0.14,4.81,A2,adverb,0.000868
229,apparently,1655,0.12,4.8,1290,0.13,4.78,A2,adverb,0.000872
230,camp,1685,0.11,4.79,1319,0.13,4.77,A2,"noun, verb",0.000875
231,richard,1703,0.11,4.79,1292,0.13,4.77,,,0.000875
232,raise,1836,0.1,4.75,1297,0.13,4.77,A2,verb,0.000883
233,fellow,1791,0.11,4.76,1400,0.12,4.74,B1,"adjective, noun",0.000886
234,knowing,1794,0.11,4.76,1382,0.12,4.74,,,0.000886
235,conversation,1816,0.1,4.75,1414,0.12,4.73,A1,noun,0.00089
236,excellent,1896,0.1,4.73,1351,0.13,4.75,A1,adjective,0.00089
237,dropped,1895,0.1,4.73,1478,0.11,4.71,,,0.000898
238,three,164,1.12,5.78,221,1.27,5.75,A1,number,0.000903
239,feed,2155,0.09,4.67,1535,0.11,4.69,B1,"noun, verb",0.000913
240,discuss,2197,0.09,4.66,1557,0.11,4.68,A1,verb,0.000917
241,strike,2234,0.09,4.66,1563,0.11,4.68,B1,"noun, verb",0.000917
242,falling,2203,0.09,4.66,1665,0.1,4.64,,,0.000925
243,letters,2216,0.09,4.66,1658,0.1,4.64,,,0.000925
244,daniel,2385,0.08,4.62,1659,0.1,4.64,,,0.000933
245,basically,2327,0.08,4.63,1752,0.09,4.61,A2,adverb,0.000937
246,sees,2558,0.07,4.59,1751,0.09,4.61,,,0.000945
247,painting,2494,0.07,4.6,1873,0.08,4.58,A1,noun,0.000949
248,cheese,2617,0.07,4.57,1825,0.09,4.59,A1,noun,0.000953
249,personally,2638,0.07,4.57,1835,0.09,4.59,B1,adverb,0.000953
250,matt,2744,0.07,4.55,1886,0.08,4.57,,,0.000962
251,deliver,2724,0.07,4.55,2031,0.08,4.53,B1,verb,0.00097
252,case,255,0.66,5.55,344,0.75,5.52,A1,noun,0.000979
253,license,2902,0.06,4.52,2162,0.07,4.5,,,0.000983
254,appointment,3039,0.06,4.49,2108,0.07,4.51,A2,noun,0.000988
255,hunt,3065,0.06,4.49,2097,0.07,4.51,B1,"noun, verb",0.000988
256,says,310,0.58,5.49,346,0.75,5.52,,,0.00099
257,mountains,3011,0.06,4.5,2246,0.07,4.48,,,0.000992
258,junior,3069,0.06,4.49,2284,0.07,4.47,A2,adjective,0.000996
259,had,54,3.99,6.33,84,4.43,6.29,A1,have-verb,0.001005
260,elizabeth,3161,0.05,4.47,2364,0.06,4.45,,,0.001005
261,silent,3335,0.05,4.45,2286,0.07,4.47,B1,adjective,0.001005
262,unusual,3343,0.05,4.45,2425,0.06,4.43,A2,adjective,0.001015
263,passion,3382,0.05,4.44,2511,0.06,4.42,B1,noun,0.001019
264,shadow,3395,0.05,4.44,2479,0.06,4.42,B1,"noun, verb",0.001019
265,studying,3531,0.05,4.42,2587,0.06,4.4,,,0.001028
266,hire,3628,0.05,4.4,2516,0.06,4.42,B1,verb,0.001028
267,hours,388,0.47,5.4,461,0.53,5.37,,,0.001035
268,almost,395,0.46,5.39,465,0.52,5.36,A1,adverb,0.001038
269,abandoned,3594,0.05,4.4,2672,0.05,4.38,B2,adjective,0.001038
270,disaster,3685,0.05,4.39,2687,0.05,4.37,B1,noun,0.001043
271,patrick,3832,0.04,4.37,2622,0.06,4.39,,,0.001043
272,prisoners,3834,0.04,4.37,2798,0.05,4.35,,,0.001052
273,dozen,3939,0.04,4.35,2705,0.05,4.37,B1,"determiner, noun",0.001052
274,virgin,3992,0.04,4.35,2699,0.05,4.37,,,0.001052
275,reason,479,0.39,5.32,474,0.5,5.35,A1,noun,0.001054
276,deny,4013,0.04,4.34,2723,0.05,4.36,B1,verb,0.001057
277,impression,3950,0.04,4.35,2883,0.05,4.33,B1,noun,0.001062
278,deserves,4014,0.04,4.34,2934,0.05,4.32,,,0.001067
279,favour,4235,0.04,4.31,2887,0.05,4.33,,,0.001072
280,sec,4268,0.04,4.31,2867,0.05,4.33,,,0.001072
281,living,503,0.37,5.3,541,0.42,5.27,B2,"adjective, noun",0.001074
282,walks,4203,0.04,4.32,3060,0.04,4.3,,,0.001077
283,plan,516,0.36,5.29,546,0.41,5.26,B1,"noun, verb",0.001078
284,ali,4205,0.04,4.31,3097,0.04,4.29,,,0.001082
285,chip,4219,0.04,4.31,3129,0.04,4.29,B2,noun,0.001082
286,running,596,0.32,5.23,552,0.41,5.26,A2,noun,0.001091
287,awkward,4349,0.04,4.29,3192,0.04,4.27,B1,adjective,0.001092
288,timing,4418,0.04,4.29,3232,0.04,4.27,B2,noun,0.001092
289,pit,4548,0.03,4.27,3312,0.04,4.25,B1,noun,0.001102
290,signature,4713,0.03,4.25,3430,0.04,4.23,B1,noun,0.001112
291,cock,4839,0.03,4.23,3320,0.04,4.25,,,0.001112
292,batman,4917,0.03,4.22,3392,0.04,4.24,,,0.001118
293,listened,5060,0.03,4.21,3441,0.04,4.23,,,0.001123
294,meeting,736,0.26,5.15,618,0.34,5.18,A1,noun,0.001125
295,lightning,4960,0.03,4.22,3600,0.04,4.2,B1,noun,0.001128
296,follow,747,0.26,5.14,622,0.34,5.17,A2,verb,0.001129
297,felt,770,0.25,5.13,635,0.33,5.16,,,0.001133
298,scientist,5080,0.03,4.21,3675,0.04,4.19,A1,noun,0.001134
299,bottles,5193,0.03,4.19,3551,0.04,4.21,,,0.001134
300,threatening,5275,0.03,4.19,3572,0.04,4.21,B1,adjective,0.001134
301,relatives,5162,0.03,4.2,3779,0.03,4.18,,,0.001139
302,cole,5308,0.03,4.18,3624,0.04,4.2,,,0.001139
303,liver,5337,0.03,4.18,3633,0.04,4.2,B1,noun,0.001139
304,looked,811,0.24,5.11,645,0.31,5.14,,,0.001142
305,fights,5220,0.03,4.19,3838,0.03,4.17,,,0.001145
306,turned,859,0.23,5.09,672,0.3,5.12,,,0.001151
307,cinema,5400,0.03,4.17,3967,0.03,4.15,A1,noun,0.001156
308,figure,904,0.22,5.07,698,0.28,5.1,A2,"noun, verb",0.00116
309,neil,5525,0.03,4.16,4054,0.03,4.14,,,0.001161
310,rocky,5543,0.03,4.16,4076,0.03,4.14,B2,adjective,0.001161
311,depressed,5672,0.03,4.14,3908,0.03,4.16,B1,adjective,0.001161
312,pile,5725,0.03,4.14,3883,0.03,4.16,A2,noun,0.001161
313,medication,5610,0.03,4.15,4124,0.03,4.13,B2,noun,0.001167
314,eagle,5785,0.03,4.13,4023,0.03,4.15,B2,noun,0.001167
315,missing,950,0.21,5.05,713,0.27,5.08,A2,adjective,0.001169
316,zoo,5750,0.03,4.14,4237,0.03,4.12,A1,noun,0.001173
317,dive,5875,0.02,4.12,4089,0.03,4.14,B1,"noun, verb",0.001173
318,juan,5891,0.02,4.12,4039,0.03,4.14,,,0.001173
319,understands,5847,0.03,4.13,4308,0.03,4.11,,,0.001178
320,table,958,0.21,5.05,798,0.24,5.02,A1,noun,0.001183
321,ace,5930,0.02,4.11,4436,0.03,4.09,,,0.00119
322,diary,6129,0.02,4.09,4262,0.03,4.11,A2,noun,0.00119
323,charge,1012,0.2,5.02,855,0.22,4.99,B1,"noun, verb",0.001198
324,basket,6333,0.02,4.07,4485,0.03,4.09,A2,noun,0.001201
325,burger,6339,0.02,4.07,4464,0.03,4.09,A1,noun,0.001201
326,radio,1059,0.19,5.01,859,0.22,4.98,A1,noun,0.001202
327,sun,1154,0.17,4.97,824,0.23,5.0,A1,noun,0.001207
328,fathers,6243,0.02,4.08,4649,0.03,4.06,,,0.001207
329,pale,6275,0.02,4.08,4701,0.03,4.06,B1,adjective,0.001207
330,realised,6290,0.02,4.08,4674,0.03,4.06,,,0.001207
331,motorcycle,6382,0.02,4.07,4784,0.03,4.05,B1,noun,0.001213
332,lamp,6586,0.02,4.05,4576,0.03,4.07,A2,noun,0.001213
333,martial,6492,0.02,4.06,4860,0.02,4.04,,,0.001219
334,crashed,6670,0.02,4.04,4695,0.03,4.06,,,0.001219
335,shitty,6735,0.02,4.04,4666,0.03,4.06,,,0.001219
336,hatred,6580,0.02,4.05,4910,0.02,4.03,B1,noun,0.001225
337,judging,6584,0.02,4.05,4936,0.02,4.03,,,0.001225
338,ladder,6804,0.02,4.03,4761,0.03,4.05,B1,noun,0.001225
339,tin,6847,0.02,4.03,4747,0.03,4.05,B1,noun,0.001225
340,found,197,0.89,5.68,235,1.17,5.72,B2,verb,0.001231
341,calls,1295,0.15,4.91,954,0.19,4.94,,,0.001237
342,without,193,0.91,5.69,263,1.01,5.65,A2,preposition,0.001244
343,bernard,6871,0.02,4.02,5189,0.02,4.0,,,0.001244
344,clerk,7108,0.02,4.0,5018,0.02,4.02,A2,noun,0.001244
345,cash,1264,0.15,4.92,1037,0.17,4.89,A2,noun,0.001247
346,reporters,7051,0.02,4.01,5227,0.02,3.99,,,0.00125
347,secretly,7056,0.02,4.01,5201,0.02,3.99,B1,adverb,0.00125
348,teacher,1411,0.14,4.88,993,0.18,4.91,A1,noun,0.001252
349,arnold,7094,0.02,4.0,5363,0.02,3.98,,,0.001256
350,furious,7341,0.02,3.98,5166,0.02,4.0,B2,adjective,0.001256
351,porter,7375,0.02,3.98,5158,0.02,4.0,,,0.001256
352,would,63,3.46,6.27,78,4.66,6.32,A1,modal auxiliary,0.001262
353,holding,1368,0.14,4.89,1088,0.16,4.86,,,0.001262
354,eating,1480,0.13,4.85,1047,0.17,4.88,,,0.001268
355,tree,1508,0.13,4.85,1050,0.17,4.88,A1,noun,0.001268
356,bicycle,7314,0.02,3.98,5549,0.02,3.96,A1,noun,0.001269
357,lawn,7358,0.02,3.98,5515,0.02,3.96,B2,noun,0.001269
358,cheek,7535,0.02,3.96,5358,0.02,3.98,A2,noun,0.001269
359,deceased,7552,0.02,3.96,5338,0.02,3.98,,,0.001269
360,foot,1426,0.14,4.87,1134,0.15,4.84,B1,noun,0.001273
361,partner,1532,0.13,4.84,1064,0.17,4.87,A1,noun,0.001273
362,wind,1547,0.13,4.84,1066,0.17,4.87,B2,"noun, verb",0.001273
363,curiosity,7439,0.02,3.97,5602,0.02,3.95,B1,noun,0.001275
364,sigh,7742,0.02,3.95,5401,0.02,3.97,B2,"noun, verb",0.001275
365,melt,7582,0.02,3.96,5712,0.02,3.94,B1,verb,0.001282
366,arms,1591,0.12,4.82,1116,0.16,4.85,,,0.001283
367,start,248,0.68,5.56,299,0.89,5.6,A1,"noun, verb",0.001285
368,elegant,7682,0.02,3.95,5788,0.02,3.93,B2,adjective,0.001288
369,chad,7895,0.02,3.93,5596,0.02,3.95,,,0.001288
370,isaac,7933,0.02,3.93,5591,0.02,3.95,,,0.001288
371,remembers,7966,0.02,3.93,5582,0.02,3.95,,,0.001288
372,twice,1546,0.13,4.84,1214,0.14,4.81,A2,adverb,0.001289
373,starts,1579,0.13,4.83,1234,0.14,4.8,,,0.001294
374,hobby,7800,0.02,3.94,5888,0.02,3.92,A1,noun,0.001295
375,locks,7810,0.02,3.94,5865,0.02,3.92,,,0.001295
