word,cefr,pos,voice_url
lesser,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/les/lesse/lesser__us_1.ogg
lethal,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/let/letha/lethal__us_1.ogg
liable,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lia/liabl/liable__us_1.ogg
licence,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lic/licen/licence__us_2.ogg
license,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lic/licen/license__us_1.ogg
likelihood,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lik/likel/likelihood__us_1.ogg
line-up,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lin/line_/line_up_1_us_1.ogg
linear,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lin/linea/linear__us_1.ogg
listing,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lis/listi/listing__us_1.ogg
literacy,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lit/liter/literacy__us_1.ogg
litre,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lit/litre/litre__us_1.ogg
located,B1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/loc/locat/located__us_4.ogg
long-standing,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lon/long_/long_standing_1_us_5.ogg
long-time,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lon/long_/long_time_1_us_4.ogg
loom,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/loo/loom_/loom__us_1.ogg
loop,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/loo/loop_/loop__us_1.ogg
lord,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lor/lord_/lord__us_1.ogg
machinery,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mac/machi/machinery__us_1.ogg
magistrate,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mag/magis/magistrate__us_1.ogg
magnetic,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mag/magne/magnetic__us_1.ogg
magnitude,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mag/magni/magnitude__us_1.ogg
mainland,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mai/mainl/mainland__us_2_rr.ogg
mainstream,C1,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mai/mains/mainstream__us_1.ogg
making,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mak/makin/making__us_1.ogg
mandate,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/man/manda/mandate__us_1.ogg
mandatory,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/man/manda/mandatory__us_1.ogg
manifest,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/man/manif/manifest__us_1.ogg
manipulation,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/man/manip/manipulation__us_1.ogg
manuscript,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/man/manus/manuscript__us_1.ogg
marginal,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mar/margi/marginal__us_1.ogg
marker,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mar/marke/marker__us_1.ogg
marketplace,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mar/marke/marketplace__us_1.ogg
martial,B2,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mar/marti/martial__us_1.ogg
matching,B2,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mat/match/matching__us_3.ogg
maths,A2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mat/maths/maths__us_3.ogg
maximize,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/max/maxim/maximize__us_1.ogg
meantime,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mea/meant/meantime__us_1.ogg
mechanism,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mec/mecha/mechanism__us_1.ogg
medieval,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/med/medie/medieval__us_2_rr.ogg
memo,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mem/memo_/memo__us_1.ogg
memoir,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mem/memoi/memoir__us_1.ogg
merit,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mer/merit/merit__us_1.ogg
methodology,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/met/metho/methodology__us_1.ogg
metre,A1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/met/metre/metre__us_1.ogg
militant,C1,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mil/milit/militant__us_1.ogg
militia,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mil/milit/militia__us_1.ogg
miner,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/min/miner/miner__us_1.ogg
minimal,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/min/minim/minimal__us_1.ogg
minimize,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/min/minim/minimize__us_1.ogg
mining,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/min/minin/mining__us_1.ogg
ministry,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/min/minis/ministry__us_1.ogg
mixed,B2,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mix/mixed/mixed__us_1.ogg
mob,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mob/mob__/mob__us_1.ogg
mobilize,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mob/mobil/mobilize__us_1.ogg
mode,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mod/mode_/mode__us_1.ogg
momentum,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mom/momen/momentum__us_1_rr.ogg
monopoly,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mon/monop/monopoly__us_1.ogg
municipal,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mun/munic/municipal__us_1.ogg
namely,C1,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nam/namel/namely__us_1.ogg
neighbour,A1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nei/neigh/neighbour__us_1.ogg
neighbourhood,B1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nei/neigh/neighbourhood__us_1.ogg
neighbouring,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nei/neigh/neighbouring__us_1.ogg
nest,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nes/nest_/nest__us_1.ogg
newsletter,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/new/newsl/newsletter__us_1.ogg
niche,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nic/niche/niche__us_3_rr.ogg
nominate,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nom/nomin/nominate__us_1.ogg
non-profit,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/non/non_p/non_profit_1_us_1.ogg
norm,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nor/norm_/norm__us_1.ogg
notable,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/not/notab/notable__us_1.ogg
notably,C1,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/not/notab/notably__us_1.ogg
notify,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/not/notif/notify__us_1.ogg
nursing,B2,noun,
obesity,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/obe/obesi/obesity__us_1.ogg
oblige,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/obl/oblig/oblige__us_1.ogg
occurrence,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/occ/occur/occurrence__us_1.ogg
odds,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/odd/odds_/odds__us_1.ogg
offence,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/off/offen/offence__us_5.ogg
offering,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/off/offer/offering__us_1_rr.ogg
offspring,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/off/offsp/offspring__us_1_rr.ogg
oh,A1,exclamation,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/oh_/oh__u/oh__us_1.ogg
ok,A1,"adjective, adverb, exclamation",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/ok_/ok__u/ok__us_1.ogg
ongoing,B2,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/ong/ongoi/ongoing__us_1_rr.ogg
onto,A2,preposition,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/ont/onto_/onto__us_1_rr.ogg
operational,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/ope/opera/operational__us_1.ogg
opposed,B2,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/opp/oppos/opposed__us_3.ogg
opt,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/opt/opt__/opt__us_1.ogg
optical,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/opt/optic/optical__us_1.ogg
organization,A2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/org/organ/organization__us_1.ogg
organizational,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/org/organ/organizational__us_1.ogg
organize,A2,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/org/organ/organize__us_2.ogg
organized,B1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/org/organ/organized__us_3.ogg
organizer,B1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/org/organ/organizer__us_1.ogg
orientation,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/ori/orien/orientation__us_1.ogg
ought,B1,modal verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/aug/aught/aught__us_1.ogg
oversee,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/ove/overs/oversee__us_1.ogg
ownership,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/own/owner/ownership__us_1.ogg
parallel,B2,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/par/paral/parallel__us_1.ogg
parameter,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/par/param/parameter__us_1.ogg
parish,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/par/paris/parish__us_1.ogg
parliamentary,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/par/parli/parliamentary__us_1_rr.ogg
partially,C1,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/par/parti/partially__us_1.ogg
passing,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pas/passi/passing__us_1.ogg
patent,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pat/paten/patent__us_1.ogg
pathway,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pat/pathw/pathway__us_1.ogg
peasant,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pea/peasa/peasant__us_1.ogg
per cent,A2,"adjective, adverb, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/per/per_c/per_cent_1_us_1.ogg
petition,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pet/petit/petition__us_1.ogg
pioneer,C1,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pio/pione/pioneer__us_1.ogg
pipeline,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pip/pipel/pipeline__us_1.ogg
placement,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pla/place/placement__us_1.ogg
plea,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/ple/plea_/plea__us_1.ogg
pledge,C1,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/ple/pledg/pledge__us_1.ogg
plunge,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/plu/plung/plunge__us_1.ogg
pointed,B2,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/poi/point/pointed__us_1.ogg
poll,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pol/poll_/poll__us_1.ogg
portfolio,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/por/portf/portfolio__us_1.ogg
portray,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/por/portr/portray__us_1.ogg
post-war,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pos/post_/post_war_1_us_1.ogg
practise,A1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pra/pract/practise__us_1.ogg
practitioner,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pra/pract/practitioner__us_1.ogg
preach,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pre/preac/preach__us_1.ogg
precedent,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pre/prece/precedent__us_1.ogg
precision,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pre/preci/precision__us_1.ogg
predator,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pre/preda/predator__us_1.ogg
predecessor,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pre/prede/predecessor__us_1.ogg
predominantly,C1,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pre/predo/predominantly__us_1.ogg
pregnancy,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pre/pregn/pregnancy__us_1.ogg
premier,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pre/premi/premier__us_1_rr.ogg
premise,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pre/premi/premise__us_1.ogg
premium,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pre/premi/premium__us_1.ogg
presently,C1,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pre/prese/presently__us_1.ogg
preside,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pre/presi/preside__us_1.ogg
presume,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pre/presu/presume__us_1.ogg
prevalence,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pre/preva/prevalence__us_1.ogg
prey,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pre/prey_/prey__us_1.ogg
printing,B1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pri/print/printing__us_1.ogg
privatization,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pri/priva/privatization__us_1.ogg
problematic,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pro/probl/problematic__us_1.ogg
proceeding,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pro/proce/proceeding__us_1_rr.ogg
proceeds,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pro/proce/proceeds__us_1.ogg
processing,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pro/proce/processing__us_1.ogg
processor,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pro/proce/processor__us_1.ogg
productivity,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pro/produ/productivity__us_1_rr.ogg
profound,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pro/profo/profound__us_1.ogg
program,A2,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pro/progr/program__us_1.ogg
programme,A1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pro/progr/programme__us_1.ogg
promising,B2,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pro/promi/promising__us_1.ogg
pronounced,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pro/prono/pronounced__us_1.ogg
propaganda,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pro/propa/propaganda__us_1.ogg
proposition,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pro/propo/proposition__us_1.ogg
prosecution,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pro/prose/prosecution__us_1.ogg
prosecutor,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pro/prose/prosecutor__us_1.ogg
prospective,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pro/prosp/prospective__us_1.ogg
protein,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pro/prote/protein__us_1.ogg
protester,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pro/prote/protester__us_2_rr.ogg
protocol,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pro/proto/protocol__us_2_rr.ogg
provincial,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pro/provi/provincial__us_1.ogg
provoke,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pro/provo/provoke__us_1.ogg
psychiatric,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/psy/psych/psychiatric__us_1.ogg
publishing,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pub/publi/publishing__us_1.ogg
punk,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pun/punk_/punk__us_1.ogg
purely,B2,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pur/purel/purely__us_1.ogg
quest,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/q/que/quest/quest__us_1.ogg
quota,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/q/quo/quota/quota__us_1.ogg
racing,B1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/rac/racin/racing__us_3.ogg
raid,C1,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/rai/raid_/raid__us_1.ogg
random,B2,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/ran/rando/random__us_1.ogg
ranking,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/ran/ranki/ranking__us_1.ogg
ratio,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/rat/ratio/ratio__us_1_rr.ogg
realization,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/rea/reali/realization__us_1.ogg
realize,A2,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/rea/reali/realize__us_1.ogg
realm,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/rea/realm/realm__us_1.ogg
reasoning,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/rea/reaso/reasoning__us_1.ogg
reassure,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/rea/reass/reassure__us_1.ogg
rebellion,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/reb/rebel/rebellion__us_1.ogg
receiver,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/rec/recei/receiver__us_1.ogg
recipient,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/rec/recip/recipient__us_1.ogg
recognize,A2,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/rec/recog/recognize__us_3.ogg
reconstruction,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/rec/recon/reconstruction__us_1.ogg
recount,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/rec/recou/recount__us_1.ogg
recruitment,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/rec/recru/recruitment__us_1.ogg
referendum,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/ref/refer/referendum__us_1.ogg
regulator,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/reg/regul/regulator__us_1.ogg
regulatory,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/reg/regul/regulatory__us_1.ogg
rehabilitation,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/reh/rehab/rehabilitation__us_1_rr.ogg
reign,C1,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/rei/reign/reign__us_1.ogg
relevance,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/rel/relev/relevance__us_1.ogg
reliability,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/rel/relia/reliability__us_1.ogg
removal,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/rem/remov/removal__us_1.ogg
render,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/ren/rende/render__us_1.ogg
renowned,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/ren/renow/renowned__us_1.ogg
repeated,B1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/rep/repea/repeated__us_1.ogg
reportedly,C1,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/rep/repor/reportedly__us_1.ogg
reporting,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/rep/repor/reporting__us_1.ogg
representation,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/rep/repre/representation__us_1_rr.ogg
reproduction,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/rep/repro/reproduction__us_1.ogg
reside,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/res/resid/reside__us_1.ogg
residue,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/res/resid/residue__us_1.ogg
respective,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/res/respe/respective__us_1.ogg
respectively,C1,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/res/respe/respectively__us_1.ogg
restoration,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/res/resto/restoration__us_1.ogg
restraint,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/res/restr/restraint__us_1.ogg
rhetoric,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/rhe/rheto/rhetoric__us_1.ogg
rifle,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/rif/rifle/rifle__us_1.ogg
riot,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/rio/riot_/riot__us_1.ogg
robust,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/rob/robus/robust__us_1_rr.ogg
rod,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/rod/rod__/rod__us_1.ogg
rotate,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/rot/rotat/rotate__us_1.ogg
rotation,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/rot/rotat/rotation__us_1.ogg
ruling,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/rul/rulin/ruling__us_1.ogg
rumour,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/r/rum/rumou/rumour__us_1.ogg
sacrifice,C1,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sac/sacri/sacrifice__us_1.ogg
saint,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sai/saint/saint__us_1.ogg
sanction,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/san/sanct/sanction__us_1.ogg
saving,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sav/savin/saving__us_1.ogg
scattered,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sca/scatt/scattered__us_1.ogg
scenario,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sce/scena/scenario__us_1.ogg
sceptical,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sce/scept/sceptical__us_1.ogg
screening,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/scr/scree/screening__us_1.ogg
scrutiny,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/scr/scrut/scrutiny__us_1.ogg
secular,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/s/sec/secul/secular__us_1.ogg
