word,cefr,pos,voice_url
diminish,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dim/dimin/diminish__us_1.ogg
diplomatic,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dip/diplo/diplomatic__us_1.ogg
directory,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dir/direc/directory__us_1_rr.ogg
disc,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disc_/disc__us_1.ogg
discard,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disca/discard__us_1.ogg
disclose,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/discl/disclose__us_1.ogg
disclosure,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/discl/disclosure__us_1.ogg
discourse,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disco/discourse__us_1.ogg
discretion,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/discr/discretion__us_1.ogg
disk,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disc_/disc__us_1.ogg
dismissal,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/dismi/dismissal__us_1.ogg
dispose,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/dispo/dispose__us_1.ogg
disruption,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disru/disruption__us_1.ogg
distinct,B2,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disti/distinct__us_1.ogg
distinctive,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disti/distinctive__us_1.ogg
distort,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/disto/distort__us_1.ogg
distress,C1,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/distr/distress__us_1.ogg
disturbing,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dis/distu/disturbing__us_1.ogg
diversity,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/div/diver/diversity__us_1_rr.ogg
doctor,A1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/doc/docto/doctor__us_2.ogg
doctrine,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/doc/doctr/doctrine__us_1.ogg
documentation,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/doc/docum/documentation__us_2_rr.ogg
domain,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dom/domai/domain__us_1_rr.ogg
dominance,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dom/domin/dominance__us_1.ogg
dominant,B2,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dom/domin/dominant__us_1.ogg
donor,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/don/donor/donor__us_1.ogg
downwards,B2,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dow/downw/downwards__us_1.ogg
draft,B2,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dra/draft/draft__us_1.ogg
drift,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dri/drift/drift__us_1.ogg
driving,C1,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dri/drivi/driving__us_1.ogg
dual,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dua/dual_/dual__us_1.ogg
dub,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dub/dub__/dub__us_1.ogg
duo,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/duo/duo__/duo__us_1.ogg
duration,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dur/durat/duration__us_1.ogg
echo,C1,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ech/echo_/echo__us_1.ogg
efficiently,B2,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eff/effic/efficiently__us_1.ogg
ego,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ego/ego__/ego__us_1.ogg
elaborate,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ela/elabo/elaborate__us_2_rr.ogg
electoral,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/elect/electoral__us_1.ogg
elevate,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/eleva/elevate__us_1.ogg
embark,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emb/embar/embark__us_1.ogg
embed,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emb/embed/embed__us_1.ogg
embody,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emb/embod/embody__us_1.ogg
emission,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emi/emiss/emission__us_1.ogg
emphasize,B2,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emp/empha/emphasize__us_1.ogg
empirical,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emp/empir/empirical__us_1.ogg
empower,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emp/empow/empower__us_1.ogg
enact,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ena/enact/enact__us_1.ogg
encompass,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/enc/encom/encompass__us_1.ogg
endeavour,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/end/endea/endeavour__us_1.ogg
endorsement,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/end/endor/endorsement__us_1.ogg
enforcement,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/enf/enfor/enforcement__us_1.ogg
engaging,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eng/engag/engaging__us_1.ogg
enquire,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/enq/enqui/enquire__us_1.ogg
enquiry,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/enq/enqui/enquiry__us_3.ogg
enrol,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/enr/enrol/enrol__us_1.ogg
ensue,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ens/ensue/ensue__us_1.ogg
entity,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ent/entit/entity__us_1.ogg
epidemic,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/epi/epide/epidemic__us_1.ogg
equivalent,B2,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/equ/equiv/equivalent__us_1.ogg
escalate,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/esc/escal/escalate__us_1.ogg
ethical,B2,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eth/ethic/ethical__us_2.ogg
evoke,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/evo/evoke/evoke__us_1.ogg
evolutionary,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/evo/evolu/evolutionary__us_2.ogg
exert,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exe/exert/exert__us_1.ogg
expenditure,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exp/expen/expenditure__us_1.ogg
experimental,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exp/exper/experimental__us_1.ogg
expertise,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exp/exper/expertise__us_1.ogg
expire,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exp/expir/expire__us_1.ogg
explicit,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exp/expli/explicit__us_1.ogg
explicitly,C1,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exp/expli/explicitly__us_1.ogg
exploitation,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exp/explo/exploitation__us_1.ogg
exposure,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exp/expos/exposure__us_1.ogg
extremist,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ext/extre/extremist__us_1.ogg
faction,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fac/facti/faction__us_1.ogg
failed,B2,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fai/faile/failed__us_1.ogg
fairness,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fai/fairn/fairness__us_1.ogg
favour,B1,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fav/favou/favour__us_2.ogg
favourable,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fav/favou/favourable__us_1_rr.ogg
favourite,A1,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fav/favou/favourite__us_2_rr.ogg
feeding,,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fee/feedi/feeding__us_1.ogg
feminist,C1,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fem/femin/feminist__us_1.ogg
fibre,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fib/fibre/fibre__us_1.ogg
fixture,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fix/fixtu/fixture__us_1.ogg
flavour,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fla/flavo/flavour__us_1.ogg
flawed,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fla/flawe/flawed__us_1.ogg
flourish,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/flo/flour/flourish__us_1.ogg
flying,A2,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fly/flyin/flying__us_2.ogg
folding,B2,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fol/foldi/folding__us_1.ogg
footage,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/foo/foota/footage__us_1.ogg
forge,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/forge/forge__us_1.ogg
formulate,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/formu/formulate__us_1.ogg
forum,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/forum/forum__us_1.ogg
fossil,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fos/fossi/fossil__us_1.ogg
foster,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fos/foste/foster__us_2_rr.ogg
founder,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fou/found/founder__us_1.ogg
fourth,A1,ordinal number,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fou/fourt/fourth__us_1.ogg
fraction,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fra/fract/fraction__us_1.ogg
fragile,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fra/fragi/fragile__us_1.ogg
framework,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fra/frame/framework__us_1.ogg
franchise,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fra/franc/franchise__us_1.ogg
frustrating,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fru/frust/frustrating__us_1.ogg
fulfil,B2,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/ful/fulfi/fulfil__us_1.ogg
fundamentally,B2,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fun/funda/fundamentally__us_1.ogg
funding,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fun/fundi/funding__us_4.ogg
fundraising,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fun/fundr/fundraising_1_us_2.ogg
gaming,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gam/gamin/gaming__us_1.ogg
gathering,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gat/gathe/gathering__us_1.ogg
generic,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gen/gener/generic__us_1.ogg
genocide,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gen/genoc/genocide__us_1.ogg
gig,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gig/gig__/gig__us_1.ogg
globalization,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/glo/globa/globalization__us_1.ogg
goodbye,A1,"exclamation, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/goo/goodb/goodbye__us_1_rr.ogg
governance,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gov/gover/governance__us_1.ogg
gravity,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gra/gravi/gravity__us_1.ogg
grey,A1,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gre/grey_/grey__us_1.ogg
grid,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gri/grid_/grid__us_1.ogg
grind,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gri/grind/grind__us_1.ogg
grocery,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gro/groce/grocery__us_1_rr.ogg
gut,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/g/gut/gut__/gut__us_1.ogg
halfway,C1,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hal/halfw/halfway__us_1.ogg
halt,C1,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hal/halt_/halt__us_1.ogg
handful,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/han/handf/handful__us_1.ogg
handling,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/han/handl/handling__us_1.ogg
harassment,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/har/haras/harassment__us_5.ogg
harbour,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/har/harbo/harbour__us_1.ogg
harsh,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/har/harsh/harsh__us_1.ogg
healthcare,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hea/healt/healthcare__us_5.ogg
heighten,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hei/heigh/heighten__us_1.ogg
hence,B2,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hen/hence/hence__us_1.ogg
hierarchy,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hie/hiera/hierarchy__us_1.ogg
high-profile,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hig/high_/high_profile_1_us_1.ogg
homeland,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hom/homel/homeland__us_1.ogg
honour,B2,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hon/honou/honour__us_1.ogg
hostage,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hos/hosta/hostage__us_1.ogg
hostile,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hos/hosti/hostile__us_1_rr.ogg
hostility,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hos/hosti/hostility__us_1.ogg
housing,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hou/housi/housing__us_3.ogg
humanitarian,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hum/human/humanitarian__us_1.ogg
humour,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hum/humou/humour__us_2.ogg
hurricane,B1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hur/hurri/hurricane__us_4.ogg
hydrogen,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hyd/hydro/hydrogen__us_1.ogg
hypothesis,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/h/hyp/hypot/hypothesis__us_1.ogg
ideological,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/ide/ideol/ideological__us_1_rr.ogg
illusion,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/ill/illus/illusion__us_1.ogg
immense,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/imm/immen/immense__us_1.ogg
imminent,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/imm/immin/imminent__us_1.ogg
immune,B2,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/imm/immun/immune__us_1.ogg
implementation,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/imp/imple/implementation__us_1.ogg
inability,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/ina/inabi/inability__us_1.ogg
inappropriate,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/ina/inapp/inappropriate__us_1.ogg
incidence,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/inc/incid/incidence__us_1.ogg
inclined,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/inc/incli/inclined__us_1.ogg
included,A2,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/inc/inclu/included__us_5.ogg
inclusion,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/inc/inclu/inclusion__us_1.ogg
incorporate,B2,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/inc/incor/incorporate__us_1.ogg
indication,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/ind/indic/indication__us_1.ogg
indicator,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/ind/indic/indicator__us_1.ogg
indictment,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/ind/indic/indictment__us_1.ogg
indigenous,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/ind/indig/indigenous__us_1.ogg
induce,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/ind/induc/induce__us_1.ogg
inequality,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/ine/inequ/inequality__us_1.ogg
inevitably,B2,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/ine/inevi/inevitably__us_1.ogg
infamous,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/inf/infam/infamous__us_1.ogg
inflict,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/inf/infli/inflict__us_1.ogg
info,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/inf/info_/info__us_1.ogg
infrastructure,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/inf/infra/infrastructure__us_1.ogg
inherent,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/inh/inher/inherent__us_2_rr.ogg
inhibit,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/inh/inhib/inhibit__us_1.ogg
initiate,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/ini/initi/initiate__us_1.ogg
injustice,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/inj/injus/injustice__us_1.ogg
inmate,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/inm/inmat/inmate__us_1.ogg
inquiry,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/enq/enqui/enquiry__us_3.ogg
insert,B2,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/ins/inser/insert__us_1.ogg
insertion,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/ins/inser/insertion__us_1.ogg
insider,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/ins/insid/insider__us_2_rr.ogg
install,B2,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/ins/insta/install__us_1.ogg
installation,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/ins/insta/installation__us_1.ogg
institutional,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/ins/insti/institutional__us_1.ogg
instrumental,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/ins/instr/instrumental__us_1.ogg
intact,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/int/intac/intact__us_1.ogg
intake,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/int/intak/intake__us_1.ogg
integral,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/int/integ/integral__us_1_rr.ogg
integrated,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/int/integ/integrated__us_1.ogg
integration,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/int/integ/integration__us_1.ogg
integrity,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/int/integ/integrity__us_1.ogg
intended,B2,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/int/inten/intended__us_3.ogg
intensify,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/int/inten/intensify__us_1.ogg
intensity,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/int/inten/intensity__us_1.ogg
interface,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/int/inter/interface__us_1.ogg
interference,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/int/inter/interference__us_1.ogg
interim,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/int/inter/interim__us_1.ogg
internet,A1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/int/inter/internet__us_1.ogg
intervene,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/int/inter/intervene__us_1.ogg
intervention,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/int/inter/intervention__us_1.ogg
intriguing,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/int/intri/intriguing__us_1.ogg
ironic,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/iro/ironi/ironic__us_1.ogg
irony,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/iro/irony/irony__us_1_rr.ogg
irrelevant,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/irr/irrel/irrelevant__us_1.ogg
isolate,B2,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/iso/isola/isolate__us_1.ogg
isolated,B2,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/i/iso/isola/isolated__us_1.ogg
jail,B2,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/j/jai/jail_/jail__us_1.ogg
jewellery,A2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/j/jew/jewel/jewellery__us_1.ogg
judgement,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/j/jud/judge/judgement__us_1.ogg
judicial,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/j/jud/judic/judicial__us_1.ogg
junction,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/j/jun/junct/junction__us_1.ogg
jurisdiction,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/j/jur/juris/jurisdiction__us_1.ogg
justification,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/j/jus/justi/justification__us_1.ogg
kidnap,C1,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/k/kid/kidna/kidnap__us_1.ogg
kidney,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/k/kid/kidne/kidney__us_1.ogg
kilometre,A1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/k/kil/kilom/kilometre__us_3_rr.ogg
labour,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lab/labou/labour__us_2.ogg
lad,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lad/lad__/lad__us_1.ogg
landmark,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lan/landm/landmark__us_1.ogg
large-scale,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lar/large/large_scale_1_us_2.ogg
layout,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lay/layou/layout__us_1.ogg
legacy,C1,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/leg/legac/legacy__us_1.ogg
lens,B2,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/len/lens_/lens__us_1.ogg
lesbian,C1,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/les/lesbi/lesbian__us_1.ogg
