word,cefrj_cefr,ox5k_cefr,cefrj_pos,ox5k_pos,voice_url
market,B1,A1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mar/marke/market__us_1.ogg
marketing,B2,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mar/marke/marketing__us_2.ogg
married,A2,A1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mar/marri/married__us_4.ogg
mask,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mas/mask_/mask__us_1.ogg
massacre,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mas/massa/massacre__us_1.ogg
massive,B1,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mas/massi/massive__us_2.ogg
match,B1,A1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mat/match/match__us_1.ogg
material,A2,B2,noun,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mat/mater/material__us_2.ogg
mathematical,B2,C1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mat/mathe/mathematical__us_1.ogg
mathematics,B1,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mat/mathe/mathematics__us_1.ogg
mature,B2,C1,adjective,"adjective, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mat/matur/mature__us_1_rr.ogg
maximum,B1,B2,noun,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/max/maxim/maximum__us_2.ogg
mayor,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/may/mayor/mayor__us_1_rr.ogg
meaning,A2,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mea/meani/meaning__us_3.ogg
meaningful,B1,C1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mea/meani/meaningful__us_1.ogg
measurement,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mea/measu/measurement__us_1.ogg
mechanic,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mec/mecha/mechanic__us_1.ogg
mechanical,B1,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mec/mecha/mechanical__us_1.ogg
medal,A2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/med/medal/medal__us_1.ogg
media,B2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/med/media/media__us_1.ogg
medicine,A1,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/med/medic/medicine__us_2.ogg
meditation,B1,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/med/medit/meditation__us_1.ogg
melody,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mel/melod/melody__us_1.ogg
melt,B1,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mel/melt_/melt__us_1.ogg
member,A2,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mem/membe/member__us_1.ogg
membership,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mem/membe/membership__us_1.ogg
memorable,B1,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mem/memor/memorable__us_1.ogg
memorial,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mem/memor/memorial__us_1.ogg
memory,A1,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mem/memor/memory__us_1_rr.ogg
mentor,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/men/mento/mentor__us_1_rr.ogg
menu,A2,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/men/menu_/menu__us_1.ogg
merchant,B1,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mer/merch/merchant__us_1.ogg
mercy,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mer/mercy/mercy__us_1.ogg
mere,B1,C1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mer/mere_/mere__us_1.ogg
merely,B1,C1,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mer/merel/merely__us_1.ogg
merge,B2,C1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mer/merge/merge__us_1.ogg
merger,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mer/merge/merger__us_1.ogg
mess,B2,B1,verb,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mes/mess_/mess__us_1.ogg
midnight,A2,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mid/midni/midnight__us_1.ogg
midst,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mid/midst/midst__us_1.ogg
migration,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mig/migra/migration__us_1.ogg
mile,B1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mil/mile_/mile__us_1.ogg
military,A2,B2,adjective,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mil/milit/military__us_2.ogg
mill,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mil/mill_/mill__us_1.ogg
million,A2,A1,number,number,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mil/milli/million__us_2.ogg
mine,A1,B1,pronoun,"noun, pronoun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/min/mine_/mine__us_1.ogg
mineral,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/min/miner/mineral__us_3.ogg
minimum,B1,B2,noun,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/min/minim/minimum__us_2.ogg
minor,B1,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/min/minor/minor__us_2.ogg
minority,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/min/minor/minority__us_1_rr.ogg
minute,A1,C1,noun,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/min/minut/minute__us_3.ogg
miracle,B1,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mir/mirac/miracle__us_1.ogg
miserable,B1,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mis/miser/miserable__us_1_rr.ogg
misery,B1,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mis/miser/misery__us_1.ogg
misleading,B2,C1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mis/misle/misleading__us_1.ogg
missile,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mis/missi/missile__us_1.ogg
mission,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mis/missi/mission__us_2.ogg
mistake,A2,A1,noun,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mis/mista/mistake__us_2.ogg
mix,A2,B1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mix/mix__/mix__us_1.ogg
mixture,B2,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mix/mixtu/mixture__us_1.ogg
mobile,A1,A2,noun,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mob/mobil/mobile__us_7.ogg
mobility,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mob/mobil/mobility__us_1.ogg
model,B1,A1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mod/model/model__us_2.ogg
moderate,B1,C1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mod/moder/moderate__us_1.ogg
modern,A2,A1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mod/moder/modern__us_2.ogg
modification,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mod/modif/modification__us_1.ogg
modify,B1,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mod/modif/modify__us_1.ogg
monitor,B1,B2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mon/monit/monitor__us_1.ogg
monk,B1,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mon/monk_/monk__us_1.ogg
monkey,A1,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mon/monke/monkey__us_1.ogg
monster,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mon/monst/monster__us_1.ogg
monthly,B1,B2,adverb,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mon/month/monthly__us_1.ogg
monument,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mon/monum/monument__us_1.ogg
mood,A2,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/moo/mood_/mood__us_1.ogg
moon,A1,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/moo/moon_/moon__us_1.ogg
moral,B1,B2,noun,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mor/moral/moral__us_1_rr.ogg
morality,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mor/moral/morality__us_1.ogg
moreover,B1,B2,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mor/moreo/moreover__us_1.ogg
mosque,A2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mos/mosqu/mosque__us_1.ogg
most,A2,A1,pronoun,"adverb, determiner, pronoun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mos/most_/most__us_1.ogg
motivate,B1,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mot/motiv/motivate__us_1.ogg
motivation,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mot/motiv/motivation__us_1.ogg
motive,B1,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mot/motiv/motive__us_1.ogg
motor,B1,B2,noun,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mot/motor/motor__us_2.ogg
motorcycle,B1,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mot/motor/motorcycle__us_1.ogg
motorist,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mot/motor/motorist__us_1.ogg
move,A2,B1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mov/move_/move__us_1.ogg
movement,B1,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mov/movem/movement__us_1.ogg
museum,A2,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mus/museu/museum__us_2.ogg
musical,B2,A2,noun,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mus/music/musical__us_3.ogg
musician,A1,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mus/music/musician__us_2.ogg
mutual,B1,C1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mut/mutua/mutual__us_1.ogg
mysterious,A2,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mys/myste/mysterious__us_2.ogg
mystery,A2,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mys/myste/mystery__us_2.ogg
myth,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/myt/myth_/myth__us_1.ogg
naked,B1,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nak/naked/naked__us_1.ogg
name,B1,A1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nam/name_/name__us_1.ogg
narrow,B1,A2,adjective,"adjective, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nar/narro/narrow__us_2.ogg
nasty,B1,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nas/nasty/nasty__us_1.ogg
nation,A2,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nat/natio/nation__us_2.ogg
nationwide,B2,C1,adverb,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nat/natio/nationwide__us_1.ogg
native,A2,B1,adjective,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nat/nativ/native__us_2.ogg
natural,A2,A1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nat/natur/natural__us_1_rr.ogg
naval,B2,C1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nav/naval/naval__us_1.ogg
nearby,B1,B2,adverb,"adjective, adverb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nea/nearb/nearby__us_2_rr.ogg
necessarily,B2,B1,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nec/neces/necessarily__us_1.ogg
neck,A1,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nec/neck_/neck__us_1.ogg
negative,A2,A1,adjective,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/neg/negat/negative__us_1.ogg
neglect,B2,C1,noun,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/neg/negle/neglect__us_1.ogg
negotiate,B1,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/neg/negot/negotiate__us_1.ogg
negotiation,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/neg/negot/negotiation__us_1.ogg
neither,B2,B1,pronoun,"adverb, determiner, pronoun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nei/neith/neither__us_2_rr.ogg
net,B1,C1,noun,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/net/net__/net__us_1.ogg
network,B1,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/net/netwo/network__us_1.ogg
neutral,B1,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/neu/neutr/neutral__us_1.ogg
nevertheless,B1,B2,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nev/never/nevertheless__us_1.ogg
newly,B1,B2,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/new/newly/newly__us_1.ogg
next,B2,A1,pronoun,"adjective, adverb, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nex/next_/next__us_1.ogg
next to,A2,A1,preposition,preposition,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nex/next_/next_to_1_us_1.ogg
no one,A2,A1,pronoun,pronoun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/no_/no_on/no_one_1_us_1.ogg
noble,B2,C1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nob/noble/noble__us_1.ogg
nobody,A2,A1,pronoun,pronoun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nob/nobod/nobody__us_1_rr.ogg
nod,B2,C1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nod/nod__/nod__us_2.ogg
noise,A1,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/noi/noise/noise__us_1.ogg
nomination,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nom/nomin/nomination__us_1.ogg
nominee,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nom/nomin/nominee__us_1.ogg
none,B1,A2,pronoun,pronoun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/non/none_/none__us_1.ogg
nonetheless,B1,C1,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/non/nonet/nonetheless__us_1.ogg
nonsense,B1,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/non/nonse/nonsense__us_1_rr.ogg
noon,A2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/noo/noon_/noon__us_1.ogg
normally,B1,A2,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nor/norma/normally__us_1.ogg
north,A2,A1,noun,"adjective, adverb, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nor/north/north__us_1.ogg
notebook,A1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/not/noteb/notebook__us_1.ogg
notice,B1,A2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/not/notic/notice__us_1.ogg
notion,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/not/notio/notion__us_1.ogg
notorious,B1,C1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/not/notor/notorious__us_1.ogg
novel,A2,C1,noun,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nov/novel/novel__us_1.ogg
novelist,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nov/novel/novelist__us_1.ogg
now,B2,A1,conjunction,"adverb, conjunction",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/now/now__/now__us_1.ogg
nowadays,A2,B2,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/now/nowad/nowadays__us_1.ogg
nowhere,B1,A2,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/now/nowhe/nowhere__us_1.ogg
numerous,B1,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/num/numer/numerous__us_1.ogg
nurse,B1,A1,verb,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nur/nurse/nurse__us_1.ogg
nursery,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nur/nurse/nursery__us_1.ogg
nut,B2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nut/nut__/nut__us_1.ogg
nutrition,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nut/nutri/nutrition__us_1.ogg
object,B2,A1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/obj/objec/object__us_2_rr.ogg
objection,B1,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/obj/objec/objection__us_1.ogg
objective,B1,B2,noun,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/obj/objec/objective__us_1.ogg
observation,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/obs/obser/observation__us_1_rr.ogg
observe,B1,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/obs/obser/observe__us_1.ogg
obsess,B2,C1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/obs/obses/obsess__us_1.ogg
obsession,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/obs/obses/obsession__us_1.ogg
obstacle,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/obs/obsta/obstacle__us_1.ogg
obtain,B1,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/obt/obtai/obtain__us_1.ogg
occasional,B1,C1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/occ/occas/occasional__us_1.ogg
occasionally,B1,B2,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/occ/occas/occasionally__us_3.ogg
occupation,A2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/occ/occup/occupation__us_1.ogg
occupy,B1,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/occ/occup/occupy__us_1.ogg
ocean,B1,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/oce/ocean/ocean__us_1.ogg
odd,B2,B1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/odd/odd__/odd__us_1.ogg
off,B1,A1,preposition,"adverb, preposition",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/off/off__/off__us_1_rr.ogg
offensive,B1,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/off/offen/offensive__us_4.ogg
officer,A1,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/off/offic/officer__us_2_rr.ogg
official,B2,B1,noun,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/off/offic/official__us_4.ogg
once,B2,A1,conjunction,"adverb, conjunction",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/onc/once_/once__us_1.ogg
one,A2,A1,pronoun,"determiner, number, pronoun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/one/one__/one__us_1.ogg
onion,A2,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/oni/onion/onion__us_1.ogg
online,A2,A1,adverb,"adjective, adverb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/onl/onlin/online__us_1_rr.ogg
opening,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/ope/openi/opening__us_2.ogg
opera,A1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/ope/opera/opera__us_1_rr.ogg
operate,A2,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/ope/opera/operate__us_1.ogg
opinion,A2,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/opi/opini/opinion__us_5.ogg
oppose,A2,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/opp/oppos/oppose__us_2.ogg
opposite,A2,A1,preposition,"adjective, adverb, noun, preposition",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/opp/oppos/opposite__us_1.ogg
opposition,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/opp/oppos/opposition__us_2.ogg
optimism,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/opt/optim/optimism__us_1.ogg
option,B1,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/opt/optio/option__us_2.ogg
oral,B1,C1,noun,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/ora/oral_/oral__us_1.ogg
orchestra,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/orc/orche/orchestra__us_1.ogg
order,A2,A1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/ord/order/order__us_2.ogg
ordinary,B1,A2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/ord/ordin/ordinary__us_1_rr.ogg
organ,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/org/organ/organ__us_5.ogg
organic,B1,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/org/organ/organic__us_1.ogg
origin,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/ori/origi/origin__us_4.ogg
original,B2,A2,noun,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/ori/origi/original__us_3.ogg
originally,B2,B1,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/ori/origi/originally__us_2.ogg
originate,B2,C1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/ori/origi/originate__us_1.ogg
other,A2,A1,pronoun,"adjective, pronoun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/oth/other/other__us_2.ogg
otherwise,B1,B2,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/oth/other/otherwise__us_2.ogg
ours,A1,B1,pronoun,pronoun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/our/ours_/ours__us_1_rr.ogg
outbreak,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/out/outbr/outbreak__us_1.ogg
outer,B1,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/out/outer/outer__us_1.ogg
outing,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/out/outin/outing__us_1.ogg
outlet,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/out/outle/outlet__us_1_rr.ogg
outline,B1,B2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/out/outli/outline__us_2.ogg
outlook,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/out/outlo/outlook__us_1.ogg
outrage,B2,C1,noun,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/out/outra/outrage__us_1.ogg
