word,cefrj_cefr,ox5k_cefr,cefrj_pos,ox5k_pos,voice_url
document,B1,A2,noun,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/doc/docum/document__us_1.ogg
donate,B2,B1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/don/donat/donate__us_1_rr.ogg
dose,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dos/dose_/dose__us_1.ogg
dot,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dot/dot__/dot__us_1.ogg
double,B2,A2,verb,"adjective, adverb, determiner, pronoun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dou/doubl/double__us_2.ogg
doubt,B2,B1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dou/doubt/doubt__us_1.ogg
down,A2,A1,preposition,"adverb, preposition",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dow/down_/down__us_1.ogg
downtown,A2,B2,adverb,"adjective, adverb, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dow/downt/downtown__us_2.ogg
dozen,B1,B2,noun,"determiner, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/doz/dozen/dozen__us_3.ogg
drag,B1,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dra/drag_/drag__us_1.ogg
drain,B2,C1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dra/drain/drain__us_1.ogg
drama,A1,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dra/drama/drama__us_1.ogg
dramatic,B1,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dra/drama/dramatic__us_2.ogg
dress,A2,A1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dre/dress/dress__us_1.ogg
dressed,A2,B1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dre/dress/dressed__us_1.ogg
drop,A1,B1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dro/drop_/drop__us_1.ogg
drown,B1,C1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dro/drown/drown__us_1.ogg
drum,A1,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dru/drum_/drum__us_1.ogg
due,A1,B1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/due/due__/due__us_1.ogg
dull,B1,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dul/dull_/dull__us_1.ogg
dumb,B2,C1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dum/dumb_/dumb__us_1.ogg
dump,B1,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dum/dump_/dump__us_1.ogg
during,A2,A1,preposition,preposition,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dur/durin/during__us_1.ogg
dust,A2,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dus/dust_/dust__us_1.ogg
eager,B1,C1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eag/eager/eager__us_1.ogg
earnings,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ear/earni/earnings__us_1.ogg
earthquake,A2,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ear/earth/earthquake__us_1.ogg
ease,B2,C1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eas/ease_/ease__us_1.ogg
east,A2,A1,noun,"adjective, adverb, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eas/east_/east__us_1.ogg
ecological,B1,C1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eco/ecolo/ecological__us_1_rr.ogg
economics,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eco/econo/economics__us_1_rr.ogg
edition,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/edi/editi/edition__us_2.ogg
editor,A2,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/edi/edito/editor__us_1.ogg
educated,B2,B1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/edu/educa/educated__us_1.ogg
educational,A2,B1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/edu/educa/educational__us_1.ogg
educator,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/edu/educa/educator__us_1.ogg
effectively,B2,B1,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eff/effec/effectively__us_3.ogg
effectiveness,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eff/effec/effectiveness__us_3.ogg
efficiency,B1,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eff/effic/efficiency__us_1.ogg
efficient,B1,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eff/effic/efficient__us_1.ogg
effort,A2,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eff/effor/effort__us_1.ogg
either,B1,A2,pronoun,"adverb, determiner, pronoun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eit/eithe/either__us_2_rr.ogg
elbow,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/elb/elbow/elbow__us_1.ogg
elderly,A2,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eld/elder/elderly__us_1.ogg
electrical,B1,A2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/elect/electrical__us_3.ogg
electricity,B1,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/elect/electricity__us_6.ogg
electronic,B1,A2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/elect/electronic__us_5.ogg
elementary,A1,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/eleme/elementary__us_1_rr.ogg
elephant,A2,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/eleph/elephant__us_1.ogg
eligible,B2,C1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eli/eligi/eligible__us_1.ogg
eliminate,B1,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eli/elimi/eliminate__us_1.ogg
elite,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eli/elite/elite__us_1_rr.ogg
elsewhere,A2,B2,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/els/elsew/elsewhere__us_1.ogg
email,A2,A1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ema/email/email__us_2.ogg
embarrassing,A2,B1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emb/embar/embarrassing__us_1.ogg
embarrassment,B1,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emb/embar/embarrassment__us_1.ogg
embassy,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emb/embas/embassy__us_1.ogg
emerge,B1,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eme/emerg/emerge__us_4.ogg
emergence,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eme/emerg/emergence__us_2.ogg
emergency,A2,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eme/emerg/emergency__us_2.ogg
emotional,B1,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emo/emoti/emotional__us_1.ogg
emotionally,B1,B2,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emo/emoti/emotionally__us_1.ogg
emphasis,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emp/empha/emphasis__us_1.ogg
empire,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emp/empir/empire__us_1.ogg
employ,B2,A2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emp/emplo/employ__us_4.ogg
employee,B2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emp/emplo/employee__us_1_rr.ogg
employer,B2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emp/emplo/employer__us_1.ogg
enable,B1,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ena/enabl/enable__us_3.ogg
encourage,A2,B1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/enc/encou/encourage__us_4.ogg
encouragement,B1,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/enc/encou/encouragement__us_1.ogg
encouraging,B1,C1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/enc/encou/encouraging__us_1.ogg
end,A2,A1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/end/end__/end__us_1.ogg
endless,B1,C1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/end/endle/endless__us_1.ogg
endorse,B2,C1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/end/endor/endorse__us_1.ogg
endure,B1,C1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/end/endur/endure__us_1.ogg
energy,B2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ene/energ/energy__us_2.ogg
enforce,B2,C1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/enf/enfor/enforce__us_1.ogg
engage,B1,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eng/engag/engage__us_1.ogg
engagement,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eng/engag/engagement__us_1.ogg
engine,B1,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eng/engin/engine__us_2.ogg
engineer,A1,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eng/engin/engineer__us_2.ogg
enjoyable,B1,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/enj/enjoy/enjoyable__us_1.ogg
enough,A2,A1,pronoun,"adverb, determiner, pronoun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eno/enoug/enough__us_1.ogg
enrich,B1,C1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/enr/enric/enrich__us_1.ogg
ensure,B1,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ens/ensur/ensure__us_1.ogg
enterprise,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ent/enter/enterprise__us_1.ogg
entertainment,A2,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ent/enter/entertainment__us_1.ogg
enthusiasm,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ent/enthu/enthusiasm__us_4.ogg
enthusiast,B1,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ent/enthu/enthusiast__us_1.ogg
enthusiastic,B1,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ent/enthu/enthusiastic__us_4.ogg
entire,B1,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ent/entir/entire__us_3.ogg
entirely,B1,B2,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ent/entir/entirely__us_3.ogg
entitle,B2,C1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ent/entit/entitle__us_1.ogg
entrance,A2,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ent/entra/entrance__us_7.ogg
envelope,A2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/env/envel/envelope__us_1_rr.ogg
environment,B2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/env/envir/environment__us_2_rr.ogg
episode,A2,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/epi/episo/episode__us_2.ogg
equal,B2,B1,verb,"adjective, noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/equ/equal/equal__us_1.ogg
equality,B1,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/equ/equal/equality__us_1.ogg
equation,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/equ/equat/equation__us_1.ogg
equipment,B1,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/equ/equip/equipment__us_1.ogg
era,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/era/era__/era__us_1_rr.ogg
erect,B2,C1,adjective,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ere/erect/erect__us_1.ogg
essence,B1,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ess/essen/essence__us_1.ogg
establish,A2,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/est/estab/establish__us_2.ogg
establishment,B1,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/est/estab/establishment__us_1.ogg
estimate,B1,B2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/est/estim/estimate__us_1.ogg
eternal,B1,C1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ete/etern/eternal__us_1.ogg
euro,A2,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eur/euro_/euro__us_1_rr.ogg
evacuate,B2,C1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eva/evacu/evacuate__us_1.ogg
even,A2,B2,adverb,"adjective, adverb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eve/even_/even__us_1.ogg
ever,A2,A1,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eve/ever_/ever__us_2.ogg
everyday,A1,A2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eve/every/everyday__us_1.ogg
everywhere,A1,A2,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eve/every/everywhere__us_1.ogg
evident,B1,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/evi/evide/evident__us_1.ogg
exact,B1,A2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exa/exact/exact__us_1.ogg
exaggerate,B2,C1,noun,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exa/exagg/exaggerate__us_1.ogg
exam,A2,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exa/exam_/exam__us_1.ogg
examination,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exa/exami/examination__us_4.ogg
excellence,B1,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exc/excel/excellence__us_1.ogg
excellent,A1,A2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exc/excel/excellent__us_1.ogg
except,A2,B1,preposition,"conjunction, preposition",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exc/excep/except__us_1.ogg
exceptional,B2,C1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exc/excep/exceptional__us_1.ogg
excess,B1,C1,noun,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exc/exces/excess__us_2_rr.ogg
exclusion,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exc/exclu/exclusion__us_1.ogg
exclusive,B1,C1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exc/exclu/exclusive__us_1.ogg
exclusively,B2,C1,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exc/exclu/exclusively__us_1.ogg
excuse,B1,B2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exc/excus/excuse__us_1.ogg
execute,B2,C1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exe/execu/execute__us_1.ogg
execution,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exe/execu/execution__us_1.ogg
exhibition,A2,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exh/exhib/exhibition__us_2.ogg
exile,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exi/exile/exile__us_1_rr.ogg
existence,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exi/exist/existence__us_1.ogg
exit,B1,B2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exi/exit_/exit__us_1_rr.ogg
expected,B2,B1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exp/expec/expected__us_1.ogg
expedition,B2,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exp/exped/expedition__us_1.ogg
expense,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exp/expen/expense__us_4.ogg
experience,B1,A2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exp/exper/experience__us_1.ogg
experiment,B2,A2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exp/exper/experiment__us_2.ogg
explain,A2,A1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exp/expla/explain__us_3.ogg
explode,B2,B1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exp/explo/explode__us_1.ogg
exploration,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exp/explo/exploration__us_1.ogg
explore,A2,B1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exp/explo/explore__us_1.ogg
explosive,B2,C1,noun,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exp/explo/explosive__us_1.ogg
export,B2,B1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exp/expor/export__us_2.ogg
expose,B1,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exp/expos/expose__us_1.ogg
express,B1,A2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exp/expre/express__us_6.ogg
extend,B1,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ext/exten/extend__us_3.ogg
extensively,B1,B2,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ext/exten/extensively__us_1.ogg
extent,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ext/exten/extent__us_1.ogg
extra,B1,A1,noun,"adjective, adverb, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ext/extra/extra__us_1.ogg
extraordinary,B1,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ext/extra/extraordinary__us_1.ogg
extreme,B1,A2,adjective,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ext/extre/extreme__us_1.ogg
face,A2,A1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fac/face_/face__us_1.ogg
facilitate,B2,C1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fac/facil/facilitate__us_1.ogg
facility,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fac/facil/facility__us_4.ogg
fact,A2,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fac/fact_/fact__us_1.ogg
factor,B2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fac/facto/factor__us_2.ogg
factory,A1,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fac/facto/factory__us_1_rr.ogg
faculty,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fac/facul/faculty__us_1.ogg
fade,B1,C1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fad/fade_/fade__us_1.ogg
failure,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fai/failu/failure__us_2.ogg
fair,B1,A2,noun,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fai/fair_/fair__us_1.ogg
fairly,A2,B1,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fai/fairl/fairly__us_2.ogg
fake,B1,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fak/fake_/fake__us_1.ogg
familiar,A2,B1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fam/famil/familiar__us_1.ogg
fan,A1,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fan/fan__/fan__us_1.ogg
fantastic,A2,A1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fan/fanta/fantastic__us_2.ogg
fantasy,B1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fan/fanta/fantasy__us_1.ogg
far,A2,B1,adverb,"adjective, adverb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/far/far__/far__us_1.ogg
fare,A2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/far/fare_/fare__us_1.ogg
farming,B1,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/far/farmi/farming__us_3.ogg
fascinating,A2,B1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fas/fasci/fascinating__us_3.ogg
fat,B2,A1,noun,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fat/fat__/fat__us_1.ogg
fatal,B2,C1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fat/fatal/fatal__us_1.ogg
fate,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fat/fate_/fate__us_1.ogg
fault,A2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fau/fault/fault__us_4.ogg
fear,B2,A2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fea/fear_/fear__us_1.ogg
feat,B2,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fea/feat_/feat__us_1.ogg
feather,A2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fea/feath/feather__us_2.ogg
feature,B2,A2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fea/featu/feature__us_2.ogg
fee,A2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fee/fee__/fee__us_1.ogg
feed,B1,B2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fee/feed_/feed__us_1.ogg
feel,A1,B2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fee/feel_/feel__us_1.ogg
fellow,B1,B2,noun,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fel/fello/fellow__us_4.ogg
female,B2,A2,noun,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fem/femal/female__us_2.ogg
fence,A2,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fen/fence/fence__us_1.ogg
fever,A1,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fev/fever/fever__us_1.ogg
few,B1,A1,pronoun,"adjective, determiner, pronoun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/few/few__/few__us_1.ogg
field,A1,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fie/field/field__us_1.ogg
fierce,B2,C1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fie/fierc/fierce__us_1.ogg
fifth,B1,A1,noun,ordinal number,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fif/fifth/fifth__us_1.ogg
fight,B1,A2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fig/fight/fight__us_1.ogg
fighting,B2,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fig/fight/fighting__us_1.ogg
file,B2,B1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fil/file_/file__us_1.ogg
film,B1,A1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fil/film_/film__us_1.ogg
film-maker,B1,C1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fil/film_/film_maker_1_us_1.ogg
filter,B1,C1,noun,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fil/filte/filter__us_1.ogg
