word,cefrj_cefr,ox5k_cefr,cefrj_pos,ox5k_pos,voice_url
lake,A2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lak/lake_/lake__us_1.ogg
lamp,A2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lam/lamp_/lamp__us_1.ogg
landing,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lan/landi/landing__us_1.ogg
language,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lan/langu/language__us_1.ogg
large,A1,A1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lar/large/large__us_1.ogg
late,A1,A1,adverb,"adjective, adverb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lat/late_/late__us_1.ogg
laugh,A1,A1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lau/laugh/laugh__us_1.ogg
law,A2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/law/law__/law__us_1.ogg
lawyer,A2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/law/lawye/lawyer__us_1_rr.ogg
lay,B1,B1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lay/lay__/lay__us_1.ogg
layer,B1,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lay/layer/layer__us_4.ogg
lead,B1,B1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lea/lead_/lead__us_1.ogg
leading,B1,B1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lea/leadi/leading__us_5.ogg
leaflet,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lea/leafl/leaflet__us_1.ogg
lean,B2,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lea/lean_/lean__us_1.ogg
learn,A1,A1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lea/learn/learn__us_1.ogg
leg,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/leg/leg__/leg__us_1.ogg
legal,B1,B1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/leg/legal/legal__us_1.ogg
legend,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/leg/legen/legend__us_1.ogg
lemon,A2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lem/lemon/lemon__us_2.ogg
lend,A2,A2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/len/lend_/lend__us_1.ogg
length,B1,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/len/lengt/length__us_3.ogg
less,A2,A2,pronoun,"adverb, determiner, pronoun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/les/less_/less__us_1.ogg
lesson,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/les/lesso/lesson__us_4.ogg
let,A1,A1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/let/let__/let__us_1.ogg
letter,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/let/lette/letter__us_3.ogg
library,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lib/libra/library__us_1.ogg
life,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lif/life_/life__us_1.ogg
lifestyle,A2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lif/lifes/lifestyle__us_2.ogg
lifetime,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lif/lifet/lifetime__us_1.ogg
lighting,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lig/light/lighting__us_1.ogg
likely,A2,A2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lik/likel/likely__us_2.ogg
likewise,B2,B2,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lik/likew/likewise__us_1.ogg
limit,B1,B1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lim/limit/limit__us_1.ogg
lion,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lio/lion_/lion__us_2.ogg
liquid,B1,B1,noun,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/liq/liqui/liquid__us_3.ogg
listen,A1,A1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lis/liste/listen__us_1.ogg
literally,B2,B2,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lit/liter/literally__us_1.ogg
literature,B1,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lit/liter/literature__us_7.ogg
litter,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lit/litte/litter__us_1.ogg
load,B2,B2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/loa/load_/load__us_1.ogg
loan,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/loa/loan_/loan__us_1.ogg
locate,B1,B1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/loc/locat/locate__us_1.ogg
location,B1,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/loc/locat/location__us_2.ogg
long-term,B2,B2,adjective,"adjective, adverb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lon/long_/long_term_1_us_2.ogg
loss,B1,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/los/loss_/loss__us_3.ogg
lost,A2,A2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/los/lost_/lost__us_6.ogg
lot,A1,A1,pronoun,"adverb, determiner, pronoun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lot/lot__/lot__us_1.ogg
loudly,A2,A2,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lou/loudl/loudly__us_1.ogg
love,A1,A1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lov/love_/love__us_1.ogg
low,A2,A2,adverb,"adjective, adverb, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/low/low__/low__us_1.ogg
lower,B2,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/low/lower/lower__us_1.ogg
lunch,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lun/lunch/lunch__us_1.ogg
luxury,B1,B1,noun,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/l/lux/luxur/luxury__us_1_rr.ogg
machine,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mac/machi/machine__us_1.ogg
magazine,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mag/magaz/magazine__us_1_rr.ogg
male,A2,A2,noun,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mal/male_/male__us_1.ogg
man,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/man/man__/man__us_1.ogg
manage,A2,A2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/man/manag/manage__us_2.ogg
management,B1,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/man/manag/management__us_1.ogg
manager,A2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/man/manag/manager__us_2.ogg
manner,A2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/man/manne/manner__us_2.ogg
manufacture,B2,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/man/manuf/manufacture__us_1.ogg
manufacturing,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/man/manuf/manufacturing__us_1.ogg
many,A1,A1,pronoun,"determiner, pronoun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/man/many_/many__us_2.ogg
map,A1,A1,noun,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/map/map__/map__us_1.ogg
marathon,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mar/marat/marathon__us_1.ogg
margin,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mar/margi/margin__us_1.ogg
mark,A2,A2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mar/mark_/mark__us_1.ogg
marriage,B1,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mar/marri/marriage__us_1.ogg
marry,A2,A2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mar/marry/marry__us_2.ogg
mass,B2,B2,noun,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mas/mass_/mass__us_2.ogg
master,B2,B2,noun,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mas/maste/master__us_2.ogg
mate,B2,B2,noun,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mat/mate_/mate__us_1.ogg
matter,A2,A2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mat/matte/matter__us_2.ogg
may,A1,A1,noun,"noun, modal verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/may/may__/may__us_2.ogg
maybe,A1,A1,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/may/maybe/maybe__us_2.ogg
me,A1,A1,pronoun,pronoun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/me_/me__u/me__us_2.ogg
meal,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mea/meal_/meal__us_1.ogg
mean,A1,A1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mea/mean_/mean__us_1.ogg
means,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mea/means/means__us_1.ogg
meanwhile,B1,B1,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mea/meanw/meanwhile__us_1.ogg
measure,B1,B1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mea/measu/measure__us_1.ogg
meat,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mea/meat_/meat__us_1.ogg
medical,A2,A2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/med/medic/medical__us_2.ogg
medication,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/med/medic/medication__us_1.ogg
medium,B1,B1,noun,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/med/mediu/medium__us_1.ogg
meet,A1,A1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mee/meet_/meet__us_1.ogg
meeting,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mee/meeti/meeting__us_1.ogg
mental,B1,B1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/men/menta/mental__us_1.ogg
mention,B1,B1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/men/menti/mention__us_1.ogg
message,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mes/messa/message__us_1.ogg
metal,A2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/met/metal/metal__us_1.ogg
metaphor,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/met/metap/metaphor__us_1.ogg
method,A2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/met/metho/method__us_1.ogg
middle,A2,A2,noun,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mid/middl/middle__us_2.ogg
might,A2,A2,modal auxiliary,modal verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mig/might/might__us_2.ogg
mild,B1,B1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mil/mild_/mild__us_1.ogg
milk,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mil/milk_/milk__us_1.ogg
mind,A2,A2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/min/mind_/mind__us_1.ogg
minister,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/min/minis/minister__us_1.ogg
mirror,A2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mir/mirro/mirror__us_2.ogg
miss,A1,A1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mis/miss_/miss__us_1.ogg
missing,A2,A2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mis/missi/missing__us_3.ogg
modest,B2,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mod/modes/modest__us_1.ogg
moment,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mom/momen/moment__us_1.ogg
monday,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mon/monda/monday__us_1_rr.ogg
money,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mon/money/money__us_1.ogg
month,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mon/month/month__us_1.ogg
more,A1,A1,pronoun,"adverb, determiner, pronoun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mor/more_/more__us_1.ogg
morning,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mor/morni/morning__us_1.ogg
mortgage,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mor/mortg/mortgage__us_1.ogg
mostly,A2,A2,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mos/mostl/mostly__us_1.ogg
mother,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mot/mothe/mother__us_1.ogg
motion,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mot/motio/motion__us_1.ogg
mount,B2,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mou/mount/mount__us_1.ogg
mountain,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mou/mount/mountain__us_5.ogg
mouse,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mou/mouse/mouse__us_1.ogg
mouth,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mou/mouth/mouth__us_1.ogg
movie,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mov/movie/movie__us_1.ogg
moving,B2,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mov/movin/moving__us_1.ogg
much,A1,A1,pronoun,"adverb, determiner, pronoun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/muc/much_/much__us_1.ogg
mud,B1,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mud/mud__/mud__us_2.ogg
multiple,B2,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mul/multi/multiple__us_2.ogg
multiply,B2,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mul/multi/multiply__us_3.ogg
mum,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mum/mum__/mum__us_1.ogg
murder,B1,B1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mur/murde/murder__us_2.ogg
muscle,B1,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mus/muscl/muscle__us_2.ogg
music,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mus/music/music__us_2.ogg
must,A1,A1,modal auxiliary,modal verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mus/must_/must__us_1_rr.ogg
my,A1,A1,determiner,determiner,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/my_/my__u/my__us_1.ogg
myself,A2,A2,pronoun,pronoun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mys/mysel/myself__us_3.ogg
nail,B1,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nai/nail_/nail__us_1.ogg
narrative,B1,B1,adjective,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nar/narra/narrative__us_1.ogg
national,A2,A2,adjective,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nat/natio/national__us_3.ogg
naturally,B1,B1,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nat/natur/naturally__us_1_rr.ogg
nature,A2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nat/natur/nature__us_1.ogg
navigation,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nav/navig/navigation__us_1.ogg
near,A1,A1,preposition,"adjective, adverb, preposition",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nea/near_/near__us_1.ogg
nearly,A2,A2,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nea/nearl/nearly__us_2.ogg
neat,B2,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nea/neat_/neat__us_1.ogg
necessary,A2,A2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nec/neces/necessary__us_1.ogg
necessity,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nec/neces/necessity__us_1.ogg
need,A2,A2,verb,"noun, verb, modal verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nee/need_/need__us_1.ogg
needle,B1,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nee/needl/needle__us_2.ogg
nerve,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/ner/nerve/nerve__us_1.ogg
nervous,A2,A2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/ner/nervo/nervous__us_1.ogg
never,A1,A1,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nev/never/never__us_1.ogg
new,A1,A1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/new/new__/new__us_1.ogg
news,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/new/news_/news__us_1.ogg
newspaper,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/new/newsp/newspaper__us_1.ogg
nice,A1,A1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nic/nice_/nice__us_1.ogg
night,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nig/night/night__us_1.ogg
nightmare,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nig/night/nightmare__us_1.ogg
nine,A1,A1,number,number,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nin/nine_/nine__us_1.ogg
nineteen,A1,A1,number,number,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nin/ninet/nineteen__us_1.ogg
ninety,A1,A1,number,number,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nin/ninet/ninety__us_1.ogg
no,A1,A1,determiner,"determiner, exclamation",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/no_/no__u/no__us_1.ogg
noisy,A2,A2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/noi/noisy/noisy__us_1.ogg
nor,B1,B1,conjunction,"adverb, conjunction",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nor/nor__/nor__us_1.ogg
normal,A2,A2,adjective,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nor/norma/normal__us_1.ogg
northern,B1,B1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nor/north/northern__us_1.ogg
nose,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nos/nose_/nose__us_1.ogg
not,A1,A1,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/not/not__/not__us_1.ogg
note,A1,A1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/not/note_/note__us_1.ogg
nothing,A1,A1,pronoun,pronoun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/not/nothi/nothing__us_1.ogg
november,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nov/novem/november__us_1.ogg
nuclear,B1,B1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/nuc/nucle/nuclear__us_1.ogg
number,A1,A1,noun,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/n/num/numbe/number__us_2.ogg
o'clock,A1,A1,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/o_c/o_clo/o_clock_1_us_1.ogg
obey,B2,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/obe/obey_/obey__us_2_rr.ogg
obligation,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/obl/oblig/obligation__us_1.ogg
observer,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/obs/obser/observer__us_1.ogg
obvious,B1,B1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/obv/obvio/obvious__us_1.ogg
obviously,B1,B1,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/obv/obvio/obviously__us_1.ogg
occasion,B1,B1,verb,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/occ/occas/occasion__us_2.ogg
occur,B1,B1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/occ/occur/occur__us_2.ogg
october,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/oct/octob/october__us_1.ogg
of,A1,A1,preposition,preposition,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/of_/of__u/of__us_1_rr.ogg
offend,B2,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/off/offen/offend__us_2.ogg
offender,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/off/offen/offender__us_1.ogg
offer,A2,A2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/off/offer/offer__us_1_rr.ogg
office,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/off/offic/office__us_2_rr.ogg
often,A1,A1,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/oft/often/often__us_1_rr.ogg
oil,A2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/oil/oil__/oil__us_1.ogg
old,A1,A1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/old/old__/old__us_1.ogg
old-fashioned,B1,B1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/old/old_f/old_fashioned__us_1.ogg
on,A1,A1,preposition,"adverb, preposition",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/on_/on__u/on__us_1_rr.ogg
only,A1,A1,adverb,"adjective, adverb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/onl/only_/only__us_2.ogg
open,A1,A1,verb,"adjective, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/ope/open_/open__us_1.ogg
openly,B2,B2,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/ope/openl/openly__us_1.ogg
operation,B1,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/ope/opera/operation__us_2.ogg
operator,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/ope/opera/operator__us_1.ogg
opponent,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/opp/oppon/opponent__us_1.ogg
opportunity,A2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/opp/oppor/opportunity__us_3.ogg
optimistic,B2,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/opt/optim/optimistic__us_1.ogg
or,A1,A1,conjunction,conjunction,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/or_/or__u/or__us_2_rr.ogg
orange,A1,A1,noun,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/ora/orang/orange__us_1_rr.ogg
our,A1,A1,determiner,determiner,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/our/our__/our__us_1_rr.ogg
ourselves,A2,A2,pronoun,pronoun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/o/our/ourse/ourselves__us_1_rr.ogg
