word,cefrj_cefr,ox5k_cefr,cefrj_pos,ox5k_pos,voice_url
division,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/div/divis/division__us_2.ogg
divorce,B2,B2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/div/divor/divorce__us_1.ogg
do,A1,A1,do-verb,"verb, auxiliary verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/do_/do__u/do__us_3_rr.ogg
documentary,B1,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/doc/docum/documentary__us_2_rr.ogg
dog,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dog/dog__/dog__us_1_rr.ogg
dollar,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dol/dolla/dollar__us_2.ogg
domestic,B2,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dom/domes/domestic__us_2.ogg
dominate,B2,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dom/domin/dominate__us_1.ogg
donation,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/don/donat/donation__us_1.ogg
door,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/doo/door_/door__us_1.ogg
download,A2,A2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dow/downl/download__us_3.ogg
downstairs,A2,A2,adverb,"adjective, adverb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dow/downs/downstairs__us_1.ogg
dramatically,B2,B2,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dra/drama/dramatically__us_1.ogg
draw,A1,A1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dra/draw_/draw__us_1.ogg
drawing,A2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dra/drawi/drawing__us_1.ogg
dream,A2,A2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dre/dream/dream__us_1.ogg
drink,A1,A1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dri/drink/drink__us_1.ogg
drive,A2,A2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dri/drive/drive__us_1.ogg
driver,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dri/drive/driver__us_2.ogg
drought,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dro/droug/drought__us_1.ogg
drug,A2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dru/drug_/drug__us_1.ogg
drunk,B1,B1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dru/drunk/drunk__us_2.ogg
dry,A2,A2,verb,"adjective, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dry/dry__/dry__us_1.ogg
duty,B1,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dut/duty_/duty__us_1.ogg
dvd,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dvd/dvd__/dvd__us_1.ogg
dynamic,B2,B2,adjective,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/d/dyn/dynam/dynamic__us_1.ogg
each,A1,A1,pronoun,"adverb, determiner, pronoun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eac/each_/each__us_1.ogg
ear,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ear/ear__/ear__us_1.ogg
early,A1,A1,adverb,"adjective, adverb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ear/early/early__us_1.ogg
earn,A2,A2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ear/earn_/earn__us_1.ogg
earth,A2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ear/earth/earth__us_1.ogg
easily,A2,A2,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eas/easil/easily__us_1.ogg
eastern,B1,B1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eas/easte/eastern__us_1.ogg
easy,A1,A1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eas/easy_/easy__us_1.ogg
eat,A1,A1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eat/eat__/eat__us_1.ogg
economic,B1,B1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eco/econo/economic__us_2_rr.ogg
economist,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eco/econo/economist__us_1.ogg
economy,B1,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eco/econo/economy__us_1.ogg
edge,B1,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/edg/edge_/edge__us_1.ogg
edit,B2,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/edi/edit_/edit__us_1.ogg
editorial,B2,B2,noun,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/edi/edito/editorial__us_1.ogg
educate,B1,B1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/edu/educa/educate__us_1.ogg
education,A2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/edu/educa/education__us_1.ogg
effect,A2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eff/effec/effect__us_1.ogg
effective,B1,B1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eff/effec/effective__us_3.ogg
egg,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/egg/egg__/egg__us_1.ogg
eight,A1,A1,number,number,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eig/eight/eight__us_1.ogg
eighteen,A1,A1,number,number,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eig/eight/eighteen__us_1.ogg
eighty,A1,A1,number,number,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eig/eight/eighty__us_1.ogg
elect,B2,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/elect/elect__us_1.ogg
election,B1,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/elect/election__us_1.ogg
electric,A2,A2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/elect/electric__us_1.ogg
electronics,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/elect/electronics__us_1.ogg
elegant,B2,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/elega/elegant__us_1.ogg
element,B1,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/eleme/element__us_1.ogg
eleven,A1,A1,number,number,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/eleve/eleven__us_1.ogg
else,A1,A1,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/els/else_/else__us_1.ogg
embarrassed,B1,B1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emb/embar/embarrassed__us_1.ogg
embrace,B2,B2,noun,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emb/embra/embrace__us_1.ogg
emotion,B1,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emo/emoti/emotion__us_1.ogg
employment,B1,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emp/emplo/employment__us_1.ogg
empty,A2,A2,adjective,"adjective, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/emp/empty/empty__us_2.ogg
encounter,B2,B2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/enc/encou/encounter__us_5.ogg
ending,A2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/end/endin/ending__us_3.ogg
enemy,B1,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ene/enemy/enemy__us_2.ogg
engaged,B1,B1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eng/engag/engaged__us_4.ogg
engineering,B1,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eng/engin/engineering__us_1.ogg
enhance,B2,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/enh/enhan/enhance__us_3.ogg
enjoy,A1,A1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/enj/enjoy/enjoy__us_1.ogg
enormous,A2,A2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eno/enorm/enormous__us_1.ogg
enter,A2,A2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ent/enter/enter__us_4.ogg
entertain,B1,B1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ent/enter/entertain__us_3.ogg
entertaining,B2,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ent/enter/entertaining__us_1.ogg
entrepreneur,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ent/entre/entrepreneur__us_2_rr.ogg
entry,B1,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ent/entry/entry__us_2.ogg
environmental,B1,B1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/env/envir/environmental__us_2_rr.ogg
equally,B1,B1,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/equ/equal/equally__us_2.ogg
equip,B2,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/equ/equip/equip__us_1.ogg
error,A2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/err/error/error__us_2.ogg
erupt,B2,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eru/erupt/erupt__us_1.ogg
escape,B1,B1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/esc/escap/escape__us_2.ogg
especially,A2,A2,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/esp/espec/especially__us_1_rr.ogg
essay,A2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ess/essay/essay__us_1.ogg
essential,B1,B1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ess/essen/essential__us_2.ogg
essentially,B2,B2,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ess/essen/essentially__us_1.ogg
estate,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/est/estat/estate__us_2.ogg
ethic,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eth/ethic/ethic__us_1.ogg
ethnic,B2,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eth/ethni/ethnic__us_1.ogg
evaluate,B2,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eva/evalu/evaluate__us_1.ogg
evaluation,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eva/evalu/evaluation__us_1.ogg
evening,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eve/eveni/evening__us_1.ogg
event,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eve/event/event__us_1.ogg
eventually,B1,B1,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eve/event/eventually__us_1_rr.ogg
every,A1,A1,determiner,determiner,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eve/every/every__us_2.ogg
everybody,A1,A1,pronoun,pronoun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eve/every/everybody__us_1_rr.ogg
everyone,A1,A1,pronoun,pronoun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eve/every/everyone__us_1_rr.ogg
everything,A1,A1,pronoun,pronoun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eve/every/everything__us_1.ogg
evidence,A2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/evi/evide/evidence__us_1.ogg
evil,B2,B2,noun,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/evi/evil_/evil__us_1.ogg
evolution,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/evo/evolu/evolution__us_2.ogg
evolve,B2,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/evo/evolv/evolve__us_5.ogg
exactly,A2,A2,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exa/exact/exactly__us_1_rr.ogg
examine,B1,B1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exa/exami/examine__us_1.ogg
example,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exa/examp/example__us_5.ogg
exceed,B2,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exc/excee/exceed__us_1.ogg
exception,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exc/excep/exception__us_1.ogg
excessive,B2,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exc/exces/excessive__us_1.ogg
exchange,B1,B1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exc/excha/exchange__us_1.ogg
excited,A1,A1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exc/excit/excited__us_1.ogg
excitement,B1,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exc/excit/excitement__us_1.ogg
exciting,A1,A1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exc/excit/exciting__us_3.ogg
exclude,B2,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exc/exclu/exclude__us_1.ogg
executive,B2,B2,noun,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exe/execu/executive__us_2.ogg
exercise,A1,A1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exe/exerc/exercise__us_1.ogg
exhibit,B2,B2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exh/exhib/exhibit__us_1.ogg
exist,A2,A2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exi/exist/exist__us_1.ogg
exotic,B2,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exo/exoti/exotic__us_3.ogg
expand,B1,B1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exp/expan/expand__us_1.ogg
expansion,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exp/expan/expansion__us_1.ogg
expect,A2,A2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exp/expec/expect__us_1.ogg
expectation,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exp/expec/expectation__us_1.ogg
expensive,A1,A1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exp/expen/expensive__us_1.ogg
experienced,B1,B1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exp/exper/experienced__us_1.ogg
expert,A2,A2,noun,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exp/exper/expert__us_1.ogg
explanation,A2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exp/expla/explanation__us_1.ogg
exploit,B2,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exp/explo/exploit__us_1.ogg
explosion,B1,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exp/explo/explosion__us_1.ogg
expression,A2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/exp/expre/expression__us_1.ogg
extension,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ext/exten/extension__us_1.ogg
extensive,B2,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ext/exten/extensive__us_1.ogg
external,B2,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ext/exter/external__us_1.ogg
extract,B2,B2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ext/extra/extract__us_1.ogg
extremely,A2,A2,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ext/extre/extremely__us_1.ogg
eye,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eye/eye__/eye__us_1.ogg
fabric,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fab/fabri/fabric__us_1.ogg
fabulous,B2,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fab/fabul/fabulous__us_1.ogg
fail,A2,A2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fai/fail_/fail__us_1.ogg
faith,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fai/faith/faith__us_1.ogg
fall,A2,A2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fal/fall_/fall__us_1.ogg
false,A1,A1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fal/false/false__us_1.ogg
fame,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fam/fame_/fame__us_1.ogg
family,A1,A1,noun,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fam/famil/family__us_2_rr.ogg
famous,A1,A1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fam/famou/famous__us_2.ogg
fancy,B1,B1,verb,"adjective, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fan/fancy/fancy__us_2.ogg
farm,A1,A1,noun,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/far/farm_/farm__us_1.ogg
farmer,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/far/farme/farmer__us_2.ogg
fashion,A2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fas/fashi/fashion__us_2.ogg
fashionable,B1,B1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fas/fashi/fashionable__us_3.ogg
fast,A1,A1,adverb,"adjective, adverb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fas/fast_/fast__us_1.ogg
fasten,B1,B1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fas/faste/fasten__us_2.ogg
father,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fat/fathe/father__us_2.ogg
february,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/feb/febru/february__us_1_rr.ogg
federal,B2,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fed/feder/federal__us_1.ogg
feedback,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fee/feedb/feedback__us_2.ogg
feeling,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fee/feeli/feeling__us_2.ogg
festival,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fes/festi/festival__us_2.ogg
fiction,A2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fic/ficti/fiction__us_2.ogg
fifteen,A1,A1,number,number,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fif/fifte/fifteen__us_3.ogg
fifty,A1,A1,number,number,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fif/fifty/fifty__us_2.ogg
figure,A2,A2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fig/figur/figure__us_2.ogg
fill,A1,A1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fil/fill_/fill__us_1.ogg
finally,A2,A2,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fin/final/finally__us_2.ogg
financial,B1,B1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fin/finan/financial__us_1_rr.ogg
find,A1,A1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fin/find_/find__us_1.ogg
first,A1,A1,adverb,"adverb, determiner, noun, ordinal number",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fir/first/first__us_1.ogg
fitness,B1,B1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fit/fitne/fitness__us_1.ogg
five,A1,A1,number,number,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fiv/five_/five__us_1.ogg
flame,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fla/flame/flame__us_1.ogg
flash,B2,B2,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fla/flash/flash__us_1.ogg
flexible,B2,B2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fle/flexi/flexible__us_2.ogg
flood,B1,B1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/flo/flood/flood__us_1.ogg
floor,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/flo/floor/floor__us_1.ogg
flow,B1,B1,verb,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/flo/flow_/flow__us_1.ogg
flower,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/flo/flowe/flower__us_1.ogg
folk,B1,B1,noun,"adjective, noun",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fol/folk_/folk__us_1.ogg
food,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/foo/food_/food__us_1.ogg
football,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/foo/footb/football__us_4.ogg
for,A1,A1,preposition,preposition,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/for__/for__us_1_rr.ogg
forest,A2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/fores/forest__us_1_rr.ogg
forget,A1,A1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/forge/forget__us_1.ogg
fork,A2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/fork_/fork__us_1.ogg
formation,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/forma/formation__us_1.ogg
formerly,B2,B2,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/forme/formerly__us_1.ogg
fortunately,A2,A2,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/fortu/fortunately__us_1.ogg
forty,A1,A1,number,number,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/for/forty/forty__us_1.ogg
found,B2,B2,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fou/found/found__us_2.ogg
four,A1,A1,number,number,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fou/four_/four__us_1.ogg
fourteen,A1,A1,number,number,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fou/fourt/fourteen__us_1.ogg
fraud,B2,B2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fra/fraud/fraud__us_1.ogg
frequently,B1,B1,adverb,adverb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fre/frequ/frequently__us_1.ogg
fresh,A2,A2,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fre/fresh/fresh__us_1.ogg
friday,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fri/frida/friday__us_1_rr.ogg
fridge,A2,A2,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fri/fridg/fridge__us_1.ogg
friend,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fri/frien/friend__us_1.ogg
from,A1,A1,preposition,preposition,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fro/from_/from__us_1_rr.ogg
frozen,B1,B1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fro/froze/frozen__us_3.ogg
fruit,A1,A1,noun,noun,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fru/fruit/fruit__us_1.ogg
fry,B1,B1,verb,verb,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fry/fry__/fry__us_1.ogg
fuel,B1,B1,noun,"noun, verb",https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/fue/fuel_/fuel__us_1_rr.ogg
full,A1,A1,adjective,adjective,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/f/ful/full_/full__us_1.ogg
