rank,word,pos,cefr,frequency,zipf
623,official,"adjective, noun",B2,0.000138,5.14
624,production,noun,A2,0.000138,5.14
625,rate,"noun, verb",B2,0.000138,5.14
626,reading,noun,A1,0.000138,5.14
627,round,"adjective, adverb, noun, preposition, verb",B2,0.000138,5.14
628,save,verb,A1,0.000138,5.14
629,stand,"noun, verb",A2,0.000138,5.14
630,stuff,"noun, verb",B2,0.000138,5.14
631,tax,noun,B1,0.000138,5.14
632,whatever,"determiner, pronoun",B1,0.000138,5.14
633,amount,noun,B1,0.000135,5.13
634,blue,"adjective, noun",A1,0.000135,5.13
635,drive,"noun, verb",A2,0.000135,5.13
636,eat,verb,A1,0.000135,5.13
637,fall,"noun, verb",A2,0.000135,5.13
638,fast,"adjective, adverb",A1,0.000135,5.13
639,federal,adjective,B2,0.000135,5.13
640,feeling,noun,A1,0.000135,5.13
641,green,"adjective, noun",A2,0.000135,5.13
642,league,noun,B1,0.000135,5.13
643,management,noun,B1,0.000135,5.13
644,match,"noun, verb",B1,0.000135,5.13
645,model,"adjective, noun, verb",B1,0.000135,5.13
646,picture,"noun, verb",B2,0.000135,5.13
647,size,noun,A1,0.000135,5.13
648,step,"noun, verb",A1,0.000135,5.13
649,trust,"noun, verb",A2,0.000135,5.13
650,long-term,adjective,B2,0.000134,5.13
651,central,adjective,B1,0.000132,5.12
652,forward,adverb,A2,0.000132,5.12
653,hey,interjection,A2,0.000132,5.12
654,key,"adjective, noun",A1,0.000132,5.12
655,mom,noun,A1,0.000132,5.12
656,page,noun,A1,0.000132,5.12
657,paid,adjective,B1,0.000132,5.12
658,range,"noun, verb",B2,0.000132,5.12
659,review,"noun, verb",B2,0.000132,5.12
660,science,noun,A1,0.000132,5.12
661,trade,"noun, verb",B2,0.000132,5.12
662,upon,preposition,A2,0.000132,5.12
663,various,adjective,B1,0.000132,5.12
664,board game,noun,A2,0.000131,5.12
665,third person,noun,B2,0.000131,5.12
666,post office,noun,A2,0.00013,5.11
667,attention,noun,A2,0.000129,5.11
668,brother,noun,A1,0.000129,5.11
669,character,noun,A1,0.000129,5.11
670,chief,"adjective, noun",B2,0.000129,5.11
671,cup,noun,A1,0.000129,5.11
672,football,noun,A1,0.000129,5.11
673,hate,"noun, verb",A2,0.000129,5.11
674,lower,verb,B2,0.000129,5.11
675,natural,adjective,A2,0.000129,5.11
676,october,noun,A1,0.000129,5.11
677,property,noun,B1,0.000129,5.11
678,quality,"adjective, noun",A2,0.000129,5.11
679,send,verb,A2,0.000129,5.11
680,style,noun,A2,0.000129,5.11
681,vote,"noun, verb",B1,0.000129,5.11
682,amazing,adjective,B1,0.000126,5.1
683,august,noun,A1,0.000126,5.1
684,blood,noun,A2,0.000126,5.1
685,complete,"adjective, verb",B1,0.000126,5.1
686,dog,noun,A1,0.000126,5.1
687,economic,adjective,B1,0.000126,5.1
688,hell,noun,B2,0.000126,5.1
689,involved,adjective,B1,0.000126,5.1
690,itself,pronoun,A2,0.000126,5.1
691,language,noun,A1,0.000126,5.1
692,november,noun,A1,0.000126,5.1
693,oil,noun,A2,0.000126,5.1
694,related,adjective,B2,0.000126,5.1
695,serious,adjective,B1,0.000126,5.1
696,stage,noun,A1,0.000126,5.1
697,title,noun,A2,0.000126,5.1
698,add,verb,A1,0.000123,5.09
699,article,noun,A1,0.000123,5.09
700,attack,"noun, verb",A2,0.000123,5.09
701,damn,"adjective, adverb, interjection",B2,0.000123,5.09
702,decision,noun,B1,0.000123,5.09
703,enjoy,verb,A1,0.000123,5.09
704,entire,adjective,B1,0.000123,5.09
705,january,noun,A1,0.000123,5.09
706,kill,verb,A1,0.000123,5.09
707,perhaps,adverb,A2,0.000123,5.09
708,poor,adjective,A1,0.000123,5.09
709,release,"noun, verb",B1,0.000123,5.09
710,situation,noun,A2,0.000123,5.09
711,technology,noun,A1,0.000123,5.09
712,website,noun,A2,0.000123,5.09
713,written,adjective,B1,0.000123,5.09
714,choice,noun,A2,0.00012,5.08
715,code,noun,A1,0.00012,5.08
716,continue,verb,A2,0.00012,5.08
717,council,noun,B1,0.00012,5.08
718,cover,"noun, verb",A2,0.00012,5.08
719,currently,adverb,B1,0.00012,5.08
720,door,noun,A1,0.00012,5.08
721,election,noun,B1,0.00012,5.08
722,financial,adjective,B1,0.00012,5.08
723,foreign,adjective,A1,0.00012,5.08
724,hair,noun,A1,0.00012,5.08
725,increase,"noun, verb",A2,0.00012,5.08
726,legal,adjective,B1,0.00012,5.08
727,lose,verb,A2,0.00012,5.08
728,pick,"noun, verb",A1,0.00012,5.08
729,race,"noun, verb",B1,0.00012,5.08
730,seem,verb,A2,0.00012,5.08
731,seven,number,A1,0.00012,5.08
732,sign,"noun, verb",B1,0.00012,5.08
733,simple,adjective,A2,0.00012,5.08
734,simply,adverb,A2,0.00012,5.08
735,staff,noun,A2,0.00012,5.08
736,super,adjective,A1,0.00012,5.08
737,union,noun,B1,0.00012,5.08
738,walk,"noun, verb",A1,0.00012,5.08
739,bed,noun,A1,0.000117,5.07
740,career,noun,B1,0.000117,5.07
741,crazy,adjective,A2,0.000117,5.07
742,daily,"adjective, adverb",A2,0.000117,5.07
743,daughter,noun,A1,0.000117,5.07
744,december,noun,A1,0.000117,5.07
745,die,verb,A2,0.000117,5.07
746,difficult,adjective,A1,0.000117,5.07
747,figure,"noun, verb",A2,0.000117,5.07
748,hospital,noun,A1,0.000117,5.07
749,loss,noun,B1,0.000117,5.07
750,modern,adjective,A2,0.000117,5.07
751,paper,noun,A1,0.000117,5.07
752,popular,adjective,A2,0.000117,5.07
753,safe,adjective,A2,0.000117,5.07
754,version,noun,B2,0.000117,5.07
755,voice,noun,A2,0.000117,5.07
756,well-paid,adjective,B2,0.000117,5.07
757,whose,"determiner, pronoun",A1,0.000117,5.07
758,writing,noun,A2,0.000117,5.07
759,army,noun,B1,0.000115,5.06
760,earth,noun,A2,0.000115,5.06
761,first language,noun,B2,0.000115,5.06
762,forget,verb,A1,0.000115,5.06
763,goal,noun,A1,0.000115,5.06
764,huge,adjective,B1,0.000115,5.06
765,listen,verb,A1,0.000115,5.06
766,practice,noun,A1,0.000115,5.06
767,sea,noun,A1,0.000115,5.06
768,sir,noun,A1,0.000115,5.06
769,success,noun,A2,0.000115,5.06
770,son-in-law,noun,B2,0.000114,5.06
771,self-service,adjective,B1,0.000113,5.05
772,access,"noun, verb",B2,0.000112,5.05
773,base,"noun, verb",B1,0.000112,5.05
774,below,"adverb, preposition",A1,0.000112,5.05
775,deep,"adjective, adverb",A2,0.000112,5.05
776,mark,"noun, verb",A2,0.000112,5.05
777,missing,adjective,A2,0.000112,5.05
778,offer,"noun, verb",A2,0.000112,5.05
779,pass,"noun, verb",A2,0.000112,5.05
780,professional,"adjective, noun",B2,0.000112,5.05
781,risk,"noun, verb",B2,0.000112,5.05
782,sleep,"noun, verb",A1,0.000112,5.05
783,table,noun,A1,0.000112,5.05
784,ten,number,A1,0.000112,5.05
785,truth,noun,A2,0.000112,5.05
786,father-in-law,noun,B2,0.000111,5.05
787,ball,noun,A1,0.00011,5.04
788,box,noun,A1,0.00011,5.04
789,build,verb,A1,0.00011,5.04
790,card,noun,A1,0.00011,5.04
791,dark,adjective,A1,0.00011,5.04
792,district,noun,B1,0.00011,5.04
793,living room,noun,A1,0.00011,5.04
794,mine,"noun, pronoun",A1,0.00011,5.04
795,minister,noun,B2,0.00011,5.04
796,note,"noun, verb",A1,0.00011,5.04
797,piece,noun,A1,0.00011,5.04
798,recent,adjective,A2,0.00011,5.04
799,straight,"adjective, adverb",A1,0.00011,5.04
800,visit,"noun, verb",A1,0.00011,5.04
801,wall,noun,A1,0.00011,5.04
802,mother-in-law,noun,B2,0.000108,5.03
803,culture,noun,A1,0.000107,5.03
804,february,noun,A1,0.000107,5.03
805,growth,noun,B1,0.000107,5.03
806,main course,noun,A2,0.000107,5.03
807,married,adjective,A2,0.000107,5.03
808,officer,noun,A1,0.000107,5.03
809,pain,noun,B1,0.000107,5.03
810,point of view,noun,B2,0.000107,5.03
811,respect,"noun, verb",B1,0.000107,5.03
812,response,noun,A2,0.000107,5.03
813,river,noun,A1,0.000107,5.03
814,rock,"noun, verb",B2,0.000107,5.03
815,shall,modal auxiliary,A2,0.000107,5.03
816,speak,verb,A1,0.000107,5.03
817,specific,adjective,A2,0.000107,5.03
818,standard,"adjective, noun",B1,0.000107,5.03
819,tonight,"adverb, noun",A2,0.000107,5.03
820,write,verb,A1,0.000107,5.03
821,well-built,adjective,B2,0.000106,5.03
822,album,noun,A1,0.000105,5.02
823,century,noun,A2,0.000105,5.02
824,charge,"noun, verb",B1,0.000105,5.02
825,cold,"adjective, noun",A1,0.000105,5.02
826,create,verb,A2,0.000105,5.02
827,effect,noun,A2,0.000105,5.02
828,eight,number,A1,0.000105,5.02
829,except,"conjunction, preposition",A2,0.000105,5.02
830,eye,noun,A1,0.000105,5.02
831,funny,adjective,A1,0.000105,5.02
832,limited,adjective,B1,0.000105,5.02
833,moving,adjective,B2,0.000105,5.02
834,network,noun,B1,0.000105,5.02
835,peace,noun,A1,0.000105,5.02
836,provided,conjunction,B1,0.000105,5.02
837,recently,adverb,A2,0.000105,5.02
838,store,"noun, verb",B2,0.000105,5.02
839,student,noun,A1,0.000105,5.02
840,tomorrow,"adverb, noun",A1,0.000105,5.02
841,track,"noun, verb",B2,0.000105,5.02
842,via,preposition,B1,0.000105,5.02
843,weight,noun,A2,0.000105,5.02
844,hand-held,adjective,B1,0.000104,5.02
845,addition,noun,A2,0.000102,5.01
846,ahead,adverb,A2,0.000102,5.01
847,allow,verb,A2,0.000102,5.01
848,anti,adjective,B1,0.000102,5.01
849,association,noun,A2,0.000102,5.01
850,beat,"noun, verb",B1,0.000102,5.01
851,brown,"adjective, noun",A2,0.000102,5.01
852,capital,noun,A2,0.000102,5.01
853,committee,noun,A2,0.000102,5.01
854,conference,noun,B2,0.000102,5.01
855,difference,noun,A1,0.000102,5.01
856,double,"adjective, noun, verb",B2,0.000102,5.01
857,expect,verb,A2,0.000102,5.01
858,gas,noun,A2,0.000102,5.01
859,half-price,"adjective, adverb",A2,0.000102,5.01
860,island,noun,A1,0.000102,5.01
861,normal,adjective,A2,0.000102,5.01
862,population,noun,A2,0.000102,5.01
863,potential,"adjective, noun",B1,0.000102,5.01
864,pressure,noun,A2,0.000102,5.01
865,radio,noun,A1,0.000102,5.01
866,station,noun,A1,0.000102,5.01
867,text,"noun, verb",A2,0.000102,5.01
868,treatment,noun,B1,0.000102,5.01
869,western,adjective,B2,0.000102,5.01
870,beginning,noun,A2,0.0001,5.0
871,campaign,noun,B2,0.0001,5.0
872,certainly,adverb,A2,0.0001,5.0
873,completely,adverb,B1,0.0001,5.0
874,content,"adjective, noun",B1,0.0001,5.0
875,credit,noun,A2,0.0001,5.0
876,cross,"noun, verb",A2,0.0001,5.0
877,despite,preposition,B1,0.0001,5.0
878,female,"adjective, noun",B2,0.0001,5.0
879,focus,"noun, verb",A1,0.0001,5.0
880,hi,interjection,A1,0.0001,5.0
881,husband,noun,A1,0.0001,5.0
882,ice,noun,A1,0.0001,5.0
883,individual,"adjective, noun",B2,0.0001,5.0
884,interesting,adjective,A1,0.0001,5.0
885,join,verb,A1,0.0001,5.0
886,leading,adjective,B1,0.0001,5.0
887,message,noun,A1,0.0001,5.0
888,nearly,adverb,A2,0.0001,5.0
889,particular,adjective,B2,0.0001,5.0
890,previous,adjective,B1,0.0001,5.0
891,quickly,adverb,A1,0.0001,5.0
892,region,noun,B1,0.0001,5.0
893,section,noun,A1,0.0001,5.0
894,sort,"noun, verb",B2,0.0001,5.0
895,speed,"noun, verb",B1,0.0001,5.0
896,travel,"noun, verb",A1,0.0001,5.0
897,air force,noun,B1,9.85e-05,4.99
898,consider,verb,A2,9.77e-05,4.99
899,contact,"noun, verb",A2,9.77e-05,4.99
900,drop,"noun, verb",A1,9.77e-05,4.99
901,fair,"adjective, noun",B1,9.77e-05,4.99
902,kid,"noun, verb",B1,9.77e-05,4.99
903,link,"noun, verb",B1,9.77e-05,4.99
904,positive,adjective,B1,9.77e-05,4.99
905,sale,noun,A1,9.77e-05,4.99
906,throughout,preposition,B1,9.77e-05,4.99
907,tour,"noun, verb",B1,9.77e-05,4.99
908,welcome,"adjective, interjection, noun, verb",A1,9.77e-05,4.99
909,next door,adverb,B1,9.7e-05,4.99
910,next-door,adjective,B1,9.7e-05,4.99
911,hard drive,noun,B2,9.65e-05,4.98
912,absolutely,adverb,B1,9.55e-05,4.98
913,additional,adjective,A2,9.55e-05,4.98
914,beyond,preposition,A2,9.55e-05,4.98
915,car park,noun,A2,9.55e-05,4.98
916,extra,"adjective, adverb, noun",B1,9.55e-05,4.98
917,immediately,adverb,B1,9.55e-05,4.98
918,minute,noun,A1,9.55e-05,4.98
919,nature,noun,A2,9.55e-05,4.98
920,quick,adjective,A2,9.55e-05,4.98
921,sell,verb,A1,9.55e-05,4.98
922,significant,adjective,A2,9.55e-05,4.98
923,unless,conjunction,B1,9.55e-05,4.98
924,short-term,adjective,B2,9.46e-05,4.98
925,agree,verb,A1,9.33e-05,4.97
926,clean,"adjective, verb",A1,9.33e-05,4.97
927,computer,noun,A1,9.33e-05,4.97
928,construction,noun,B1,9.33e-05,4.97
929,episode,noun,A2,9.33e-05,4.97
930,income,noun,B1,9.33e-05,4.97
931,justice,noun,B1,9.33e-05,4.97
932,manager,noun,A2,9.33e-05,4.97
933,movement,noun,B1,9.33e-05,4.97
934,photo,noun,A1,9.33e-05,4.97
935,safety,noun,B1,9.33e-05,4.97
936,scene,noun,A2,9.33e-05,4.97
937,spend,verb,A1,9.33e-05,4.97
938,statement,noun,A2,9.33e-05,4.97
939,sun,noun,A1,9.33e-05,4.97
940,human rights,noun,B2,9.15e-05,4.96
941,ability,noun,A2,9.12e-05,4.96
942,coach,"noun, verb",B2,9.12e-05,4.96
943,collection,noun,A1,9.12e-05,4.96
944,definitely,adverb,B1,9.12e-05,4.96
945,expected,adjective,B2,9.12e-05,4.96
946,friday,noun,A1,9.12e-05,4.96
947,gun,noun,A2,9.12e-05,4.96
948,heavy,adjective,A1,9.12e-05,4.96
949,knowledge,noun,A2,9.12e-05,4.96
950,particularly,adverb,B1,9.12e-05,4.96
951,search,"noun, verb",B1,9.12e-05,4.96
952,subject,noun,A1,9.12e-05,4.96
953,train,"noun, verb",A2,9.12e-05,4.96
954,wide,"adjective, adverb",A2,9.12e-05,4.96
955,author,noun,A2,8.91e-05,4.95
956,claim,"noun, verb",A2,8.91e-05,4.95
957,dad,noun,A1,8.91e-05,4.95
958,developed,adjective,A2,8.91e-05,4.95
959,fear,"noun, verb",B2,8.91e-05,4.95
960,fit,"adjective, noun, verb",B1,8.91e-05,4.95
961,generally,adverb,B1,8.91e-05,4.95
962,global,adjective,B1,8.91e-05,4.95
963,hotel,noun,A1,8.91e-05,4.95
964,interested,adjective,A1,8.91e-05,4.95
965,judge,"noun, verb",A1,8.91e-05,4.95
966,lady,noun,A1,8.91e-05,4.95
967,leader,noun,A1,8.91e-05,4.95
968,letter,noun,A1,8.91e-05,4.95
969,material,noun,A2,8.91e-05,4.95
970,nobody,pronoun,A2,8.91e-05,4.95
971,opportunity,noun,A2,8.91e-05,4.95
972,plus,"conjunction, noun, preposition",A2,8.91e-05,4.95
973,product,noun,A2,8.91e-05,4.95
974,regular,adjective,A2,8.91e-05,4.95
975,secretary,noun,A2,8.91e-05,4.95
976,sister,noun,A1,8.91e-05,4.95
977,unit,noun,A2,8.91e-05,4.95
978,brother-in-law,noun,B2,8.86e-05,4.95
979,fast food,noun,A2,8.78e-05,4.94
980,annual,adjective,B1,8.71e-05,4.94
981,anymore,adverb,A2,8.71e-05,4.94
982,bar,"noun, verb",B1,8.71e-05,4.94
983,battle,noun,B1,8.71e-05,4.94
984,brain,noun,A1,8.71e-05,4.94
985,contract,noun,B2,8.71e-05,4.94
986,degree,noun,A2,8.71e-05,4.94
987,floor,noun,A1,8.71e-05,4.94
988,growing,adjective,B2,8.71e-05,4.94
989,hurt,"adjective, verb",A1,8.71e-05,4.94
990,image,noun,A2,8.71e-05,4.94
991,insurance,noun,B1,8.71e-05,4.94
992,majority,noun,B1,8.71e-05,4.94
993,opening,noun,B1,8.71e-05,4.94
994,opinion,noun,A2,8.71e-05,4.94
995,physical,adjective,A2,8.71e-05,4.94
996,pro,noun,A2,8.71e-05,4.94
997,reach,"noun, verb",A2,8.71e-05,4.94
998,rule,"noun, verb",B2,8.71e-05,4.94
999,seriously,adverb,A2,8.71e-05,4.94
1000,sports,adjective,B1,8.71e-05,4.94
1001,stupid,adjective,B1,8.71e-05,4.94
1002,successful,adjective,A1,8.71e-05,4.94
1003,active,adjective,B1,8.51e-05,4.93
1004,administration,noun,B1,8.51e-05,4.93
1005,approach,"noun, verb",B2,8.51e-05,4.93
1006,cancer,noun,B1,8.51e-05,4.93
1007,civil,adjective,B1,8.51e-05,4.93
1008,dance,"noun, verb",A1,8.51e-05,4.93
1009,direction,noun,A2,8.51e-05,4.93
1010,independent,adjective,B1,8.51e-05,4.93
1011,master,noun,B2,8.51e-05,4.93
1012,none,pronoun,B1,8.51e-05,4.93
1013,ship,"noun, verb",B1,8.51e-05,4.93
1014,stock,noun,B2,8.51e-05,4.93
1015,weekend,noun,A1,8.51e-05,4.93
1016,wonder,"noun, verb",A2,8.51e-05,4.93
1017,worst,"adjective, adverb, noun",B1,8.51e-05,4.93
1018,last minute,noun,B2,8.44e-05,4.93
1019,last-minute,adjective,B2,8.44e-05,4.93
1020,first lady,noun,B1,8.34e-05,4.92
1021,awesome,adjective,B1,8.32e-05,4.92
1022,band,noun,A1,8.32e-05,4.92
1023,beach,noun,A1,8.32e-05,4.92
1024,cash,noun,A2,8.32e-05,4.92
1025,clearly,adverb,A2,8.32e-05,4.92
1026,commercial,"adjective, noun",B2,8.32e-05,4.92
1027,effort,noun,A2,8.32e-05,4.92
1028,fan,noun,A1,8.32e-05,4.92
1029,fighting,noun,B2,8.32e-05,4.92
1030,imagine,verb,A1,8.32e-05,4.92
1031,impact,noun,A2,8.32e-05,4.92
1032,lack,"noun, verb",B2,8.32e-05,4.92
1033,latest,adjective,A2,8.32e-05,4.92
1034,learning,noun,B2,8.32e-05,4.92
1035,multiple,adjective,B2,8.32e-05,4.92
1036,operation,noun,B1,8.32e-05,4.92
1037,protect,verb,B1,8.32e-05,4.92
1038,secret,"adjective, noun",A2,8.32e-05,4.92
1039,senior,"adjective, noun",A2,8.32e-05,4.92
1040,spring,noun,A1,8.32e-05,4.92
1041,sunday,noun,A1,8.32e-05,4.92
1042,wear,verb,A1,8.32e-05,4.92
1043,daughter-in-law,noun,B2,8.31e-05,4.92
1044,first floor,noun,B1,8.16e-05,4.91
1045,first-floor,adjective,B1,8.16e-05,4.91
1046,address,"noun, verb",B1,8.13e-05,4.91
1047,analysis,noun,B1,8.13e-05,4.91
1048,anyway,adverb,A2,8.13e-05,4.91
1049,choose,verb,A1,8.13e-05,4.91
1050,commission,noun,B2,8.13e-05,4.91
1051,competition,noun,A2,8.13e-05,4.91
1052,direct,"adjective, verb",B1,8.13e-05,4.91
1053,dream,"noun, verb",A2,8.13e-05,4.91
1054,easily,adverb,A2,8.13e-05,4.91
1055,finish,"noun, verb",A1,8.13e-05,4.91
1056,grand,adjective,B2,8.13e-05,4.91
1057,literally,adverb,B2,8.13e-05,4.91
1058,luck,noun,A1,8.13e-05,4.91
1059,marriage,noun,B1,8.13e-05,4.91
1060,necessary,adjective,A2,8.13e-05,4.91
1061,rich,adjective,A1,8.13e-05,4.91
1062,skin,noun,B1,8.13e-05,4.91
1063,sweet,"adjective, noun",A2,8.13e-05,4.91
1064,thus,adverb,B1,8.13e-05,4.91
1065,touch,"noun, verb",B1,8.13e-05,4.91
1066,yesterday,adverb,A1,8.13e-05,4.91
1067,closed,adjective,A1,7.94e-05,4.9
1068,damage,"noun, verb",B1,7.94e-05,4.9
1069,directly,adverb,B1,7.94e-05,4.9
1070,disease,noun,B1,7.94e-05,4.9
1071,doubt,"noun, verb",B2,7.94e-05,4.9
1072,drink,"noun, verb",A1,7.94e-05,4.9
1073,fish,"noun, verb",B1,7.94e-05,4.9
1074,gay,adjective,B1,7.94e-05,4.9
1075,glad,adjective,A1,7.94e-05,4.9
1076,grow,verb,A1,7.94e-05,4.9
1077,machine,noun,A1,7.94e-05,4.9
1078,notice,"noun, verb",B1,7.94e-05,4.9
1079,overall,"adjective, adverb",B2,7.94e-05,4.9
1080,planning,noun,B2,7.94e-05,4.9
1081,professor,noun,B1,7.94e-05,4.9
1082,sit,verb,A1,7.94e-05,4.9
1083,trip,"noun, verb",B2,7.94e-05,4.9
1084,common sense,noun,B1,7.83e-05,4.89
1085,basic,adjective,A2,7.76e-05,4.89
1086,captain,noun,A2,7.76e-05,4.89
1087,carry,verb,A1,7.76e-05,4.89
1088,crime,noun,A2,7.76e-05,4.89
1089,effective,adjective,B1,7.76e-05,4.89
1090,explain,verb,A2,7.76e-05,4.89
1091,fully,adverb,A2,7.76e-05,4.89
1092,highly,adverb,B1,7.76e-05,4.89
1093,male,"adjective, noun",A2,7.76e-05,4.89
1094,plant,"noun, verb",B1,7.76e-05,4.89
1095,reality,noun,B1,7.76e-05,4.89
1096,smith,noun,A1,7.76e-05,4.89
1097,spot,"noun, verb",B2,7.76e-05,4.89
1098,winter,noun,A1,7.76e-05,4.89
1099,worse,"adjective, adverb, noun",B2,7.76e-05,4.89
1100,heart attack,noun,B1,7.68e-05,4.89
1101,bank account,noun,B1,7.64e-05,4.88
1102,advice,noun,A2,7.59e-05,4.88
1103,agreement,noun,B1,7.59e-05,4.88
1104,award,"noun, verb",B1,7.59e-05,4.88
1105,block,"noun, verb",B1,7.59e-05,4.88
1106,broken,adjective,A1,7.59e-05,4.88
1107,challenge,"noun, verb",B2,7.59e-05,4.88
1108,christian,adjective,B1,7.59e-05,4.88
1109,comment,"noun, verb",B2,7.59e-05,4.88
1110,equipment,noun,B1,7.59e-05,4.88
1111,eventually,adverb,B1,7.59e-05,4.88
1112,holy,adjective,B1,7.59e-05,4.88
1113,killing,noun,B1,7.59e-05,4.88
1114,nation,noun,A2,7.59e-05,4.88
1115,otherwise,adverb,B1,7.59e-05,4.88
1116,primary,adjective,B2,7.59e-05,4.88
1117,purpose,noun,A2,7.59e-05,4.88
1118,responsible,adjective,B1,7.59e-05,4.88
1119,shop,"noun, verb",B1,7.59e-05,4.88
1120,sick,adjective,A1,7.59e-05,4.88
1121,teacher,noun,A1,7.59e-05,4.88
1122,theory,noun,B1,7.59e-05,4.88
1123,question mark,noun,B1,7.47e-05,4.87
1124,agency,noun,A2,7.41e-05,4.87
1125,avoid,verb,A2,7.41e-05,4.87
1126,camera,noun,A1,7.41e-05,4.87
1127,catch,"noun, verb",A1,7.41e-05,4.87
1128,cell,noun,B1,7.41e-05,4.87
1129,coast,"noun, verb",B1,7.41e-05,4.87
1130,drug,noun,A2,7.41e-05,4.87
1131,economy,noun,B1,7.41e-05,4.87
1132,environment,noun,B2,7.41e-05,4.87
1133,executive,"adjective, noun",B2,7.41e-05,4.87
1134,foot,noun,B1,7.41e-05,4.87
1135,hall,noun,A1,7.41e-05,4.87
1136,mass,"adjective, noun",B2,7.41e-05,4.87
1137,meaning,noun,A2,7.41e-05,4.87
1138,mission,noun,B1,7.41e-05,4.87
1139,nine,number,A1,7.41e-05,4.87
1140,politics,noun,B1,7.41e-05,4.87
1141,pop,"noun, verb",B2,7.41e-05,4.87
1142,saturday,noun,A1,7.41e-05,4.87
1143,status,noun,B1,7.41e-05,4.87
1144,therefore,adverb,A2,7.41e-05,4.87
1145,trial,noun,B2,7.41e-05,4.87
1146,truly,adverb,A2,7.41e-05,4.87
1147,weather,noun,A1,7.41e-05,4.87
1148,activity,noun,A1,7.24e-05,4.86
1149,application,noun,B1,7.24e-05,4.86
1150,coffee,noun,A1,7.24e-05,4.86
1151,complex,adjective,B1,7.24e-05,4.86
1152,condition,noun,A2,7.24e-05,4.86
1153,division,noun,B2,7.24e-05,4.86
1154,evening,noun,A1,7.24e-05,4.86
1155,flight,noun,A2,7.24e-05,4.86
1156,freedom,noun,A2,7.24e-05,4.86
1157,heat,"noun, verb",B1,7.24e-05,4.86
1158,interview,"noun, verb",B1,7.24e-05,4.86
1159,library,noun,A1,7.24e-05,4.86
1160,location,noun,B1,7.24e-05,4.86
1161,murder,"noun, verb",B1,7.24e-05,4.86
1162,queen,noun,A2,7.24e-05,4.86
1163,walking,noun,A2,7.24e-05,4.86
1164,police officer,noun,A2,7.14e-05,4.85
1165,accept,verb,A2,7.08e-05,4.85
1166,actual,adjective,B2,7.08e-05,4.85
1167,appear,verb,A2,7.08e-05,4.85
1168,attempt,"noun, verb",B1,7.08e-05,4.85
1169,channel,noun,B1,7.08e-05,4.85
1170,distance,noun,B1,7.08e-05,4.85
1171,exchange,"noun, verb",B1,7.08e-05,4.85
1172,fat,"adjective, noun",B2,7.08e-05,4.85
1173,finding,noun,B1,7.08e-05,4.85
1174,glass,noun,A1,7.08e-05,4.85
1175,mobile,"adjective, noun",A1,7.08e-05,4.85
1176,northern,adjective,B1,7.08e-05,4.85
1177,powerful,adjective,A2,7.08e-05,4.85
1178,prior,adjective,B2,7.08e-05,4.85
1179,protection,noun,B1,7.08e-05,4.85
